doc_no,account_ref,doc_date_text,doc_time,doc_type,junk_note,stated_lines
301021,P:1490,14/12/2024,10:37,INV,,10
301024,P:1505,05/12/2024,15:35,INV,,10
301025,P:1511,06/12/2024,11:46,INV,,12
301030,P:1549,12/12/2024,13:26,INV,,9
301034,P:1552,04/12/2024,14:04,INV,,3
301035,P:1552,09/12/2024,08:28,INV,,7
301036,P:1552,12/12/2024,11:55,INV,,5
301037,P:1562,25/12/2024,12:56,INV,,6
301040,P:1573,16/12/2024,15:43,INV,,8
301042,P:1573,09/12/2024,13:55,INV,,9
301043,P:1577,14/12/2024,08:57,INV,,9
301045,P:1583,23/12/2024,08:10,INV,,4
301046,P:1584,28/12/2024,11:46,INV,,11
301047,P:1590,03/12/2024,14:12,INV,,4
301048,P:1593,18/12/2024,16:14,INV,,10
301049,P:1593,17/12/2024,10:26,INV,,5
301050,P:1601,27/12/2024,14:38,INV,,6
301052,P:1609,02/12/2024,12:07,INV,,9
301054,P:1614,19/12/2024,14:13,INV,,4
301056,P:1614,05/12/2024,15:34,INV,,8
301060,P:1620,21/12/2024,13:32,INV,,5
301062,P:1624,28/12/2024,09:12,INV,,15
301063,P:1627,15/12/2024,15:36,INV,,6
301064,P:1629,06/12/2024,13:51,INV,,6
301065,P:1629,18/12/2024,12:37,INV,,4
301067,P:1637,03/12/2024,11:58,INV,,12
301069,P:1650,16/12/2024,12:40,INV,,8
301070,P:1650,04/12/2024,10:49,INV,,4
301071,P:1650,07/12/2024,09:50,INV,,7
301073,P:1659,13/12/2024,13:47,INV,,4
301082,P:1676,15/12/2024,12:26,INV,,4
301083,P:1676,09/12/2024,14:53,INV,,4
301084,P:1676,04/12/2024,12:15,INV,,10
301085,P:1676,04/12/2024,08:01,INV,,10
301087,P:1702,24/12/2024,11:28,INV,,6
301092,P:1708,17/12/2024,08:59,INV,,12
301093,P:1708,14/12/2024,09:39,INV,,5
301094,P:1711,24/12/2024,14:27,INV,,5
301097,P:1724,01/12/2024,11:55,INV,,6
301101,P:1750,26/12/2024,16:14,INV,,7
301103,P:1750,03/12/2024,18:26,INV,,6
301105,P:1756,16/12/2024,12:39,INV,,8
301107,P:1764,15/12/2024,09:19,INV,,4
301109,P:1767,03/12/2024,14:29,INV,,7
301110,P:1767,15/12/2024,10:03,INV,,5
301112,P:1767,19/12/2024,12:46,INV,,11
301116,P:1788,24/12/2024,15:54,INV,,10
301117,P:1788,05/12/2024,13:09,INV,,4
301119,P:1793,27/12/2024,15:12,INV,,4
301122,P:1793,19/12/2024,13:43,INV,,2
301124,P:1793,05/12/2024,12:10,INV,,5
301125,P:1794,25/12/2024,15:38,INV,,9
301130,P:1813,21/12/2024,10:47,INV,,7
301131,P:1824,19/12/2024,12:45,INV,,6
301133,P:1835,02/12/2024,09:11,INV,,2
301134,P:1838,26/12/2024,08:32,INV,,8
301137,P:1846,03/12/2024,14:40,INV,,9
301138,P:1846,05/12/2024,12:28,INV,,2
301139,P:1847,25/12/2024,14:31,INV,,8
301144,P:1895,11/12/2024,10:46,INV,,13
301147,P:1908,03/12/2024,08:43,INV,,6
301148,P:1911,27/12/2024,13:19,INV,,4
301149,P:1914,01/12/2024,16:20,INV,,5
301156,P:1941,10/12/2024,15:52,INV,,13
301157,P:1941,03/12/2024,08:42,INV,,4
301158,P:1944,26/12/2024,15:37,INV,,6
301160,P:1945,18/12/2024,15:30,INV,,8
301161,P:1956,08/12/2024,12:18,INV,,11
301162,P:1956,04/12/2024,18:18,INV,,7
301164,P:1956,28/12/2024,10:26,INV,,7
301168,P:1970,01/12/2024,11:15,INV,,8
301169,P:1975,14/12/2024,14:09,INV,,2
301170,P:1980,26/12/2024,09:08,INV,,6
301171,P:1989,17/12/2024,13:39,INV,,7
301172,P:1989,28/12/2024,12:49,INV,,4
301173,P:1989,22/12/2024,10:20,INV,,8
301174,P:1989,22/12/2024,10:11,INV,,4
301175,P:1989,25/12/2024,12:08,INV,,3
301177,P:1993,21/12/2024,09:31,INV,,5
301178,P:1993,26/12/2024,13:08,INV,,14
301179,P:1993,17/12/2024,20:47,INV,,4
301180,P:1993,08/12/2024,13:40,INV,,6
301182,P:1994,24/12/2024,08:46,INV,,11
301183,P:2000,07/12/2024,12:47,INV,,7
301184,P:2001,03/12/2024,14:08,INV,,3
301185,P:2007,25/12/2024,15:01,INV,,5
301186,P:2010,09/12/2024,09:54,INV,,4
301188,P:2019,05/12/2024,09:22,INV,,6
301189,P:2026,15/12/2024,09:57,INV,,10
301191,P:2028,15/12/2024,08:34,INV,,6
301192,P:2028,18/12/2024,15:10,INV,,5
301194,P:2034,24/12/2024,20:20,INV,,11
301196,P:2041,28/12/2024,12:31,INV,,8
301197,P:2045,28/12/2024,12:06,INV,,6
301200,P:2060,11/12/2024,10:05,INV,,4
301204,P:2094,25/12/2024,11:59,INV,,4
301209,P:2099,09/12/2024,12:17,INV,,5
301211,P:2103,05/12/2024,13:33,INV,,4
301214,P:2104,04/12/2024,09:10,INV,,8
301215,P:2110,21/12/2024,13:49,INV,,5
301218,P:2120,15/12/2024,15:20,INV,,7
301221,P:2133,19/12/2024,14:14,INV,,4
301223,P:2144,13/12/2024,12:20,INV,,3
301224,P:2144,07/12/2024,10:50,INV,,4
301228,P:2154,07/12/2024,15:37,INV,,7
301231,P:2169,11/12/2024,10:56,INV,,5
301233,P:2171,20/12/2024,08:46,INV,,7
301237,P:2180,03/12/2024,11:45,INV,,6
301239,P:2180,15/12/2024,11:11,INV,,8
301240,P:2180,25/12/2024,18:36,INV,,9
301243,P:2183,11/12/2024,11:42,INV,,3
301244,P:2183,28/12/2024,15:43,INV,,5
301248,P:2201,09/12/2024,09:57,INV,,5
301249,P:2202,17/12/2024,12:19,INV,,2
301251,P:2225,11/12/2024,16:42,INV,,6
301252,P:2227,03/12/2024,14:05,INV,,5
301253,P:2230,08/12/2024,19:42,INV,,3
301254,P:2230,06/12/2024,16:47,INV,,5
301255,P:2230,10/12/2024,11:32,INV,,11
301256,P:2240,02/12/2024,10:40,INV,,8
301258,P:2240,23/12/2024,08:14,INV,,9
301261,P:2265,14/12/2024,09:35,INV,,7
301262,P:2270,04/12/2024,12:03,INV,,10
301263,P:2270,15/12/2024,16:56,INV,,6
301264,P:2270,18/12/2024,15:06,INV,,4
301269,P:2279,06/12/2024,16:01,INV,,15
301270,P:2279,17/12/2024,16:48,INV,,6
301272,P:2291,18/12/2024,16:35,INV,,15
301273,P:2294,05/12/2024,13:48,INV,,3
301274,P:2294,09/12/2024,18:53,INV,,4
301276,P:2305,12/12/2024,09:44,INV,,3
301278,P:2307,01/12/2024,14:00,INV,,5
301279,P:2308,28/12/2024,12:21,INV,,8
301280,P:2316,26/12/2024,11:45,INV,,5
301281,P:2316,25/12/2024,18:50,INV,,3
301282,P:2329,20/12/2024,12:37,INV,,6
301283,P:2330,21/12/2024,15:49,INV,,10
301285,P:2333,08/12/2024,11:33,INV,,5
301286,P:2334,05/12/2024,15:03,INV,,15
301289,P:2339,09/12/2024,08:00,INV,,2
301290,P:2340,02/12/2024,16:33,INV,,6
301291,P:2340,18/12/2024,11:09,INV,,8
301293,P:2358,11/12/2024,13:01,INV,,7
301295,P:2362,28/12/2024,12:47,INV,,11
301296,P:2362,03/12/2024,17:21,INV,,7
301298,P:2368,13/12/2024,16:31,INV,,3
301300,P:2369,15/12/2024,10:47,INV,,4
301303,P:2375,12/12/2024,10:47,INV,,3
301309,P:2388,04/12/2024,13:40,INV,,5
301311,P:2394,05/12/2024,12:07,INV,,5
301313,P:2395,11/12/2024,09:14,INV,,5
301314,P:2399,01/12/2024,08:06,INV,,5
301315,P:2399,24/12/2024,11:00,INV,,10
301316,P:2400,06/12/2024,12:37,INV,,6
301317,P:2400,25/12/2024,15:05,INV,,11
301318,P:2401,05/12/2024,09:03,INV,,2
301319,P:2401,23/12/2024,14:13,INV,,9
301322,P:2408,13/12/2024,16:24,INV,,7
301327,P:2417,12/12/2024,10:24,INV,,13
301333,P:2434,04/12/2024,12:02,INV,,14
301335,P:2442,11/12/2024,12:11,INV,,9
301336,P:2444,11/12/2024,11:31,INV,,8
301338,P:2455,14/12/2024,15:58,INV,,4
301344,P:2475,19/12/2024,11:45,INV,,2
301346,P:2478,13/12/2024,13:59,INV,,4
301347,P:2486,13/12/2024,12:21,INV,,6
301349,P:2493,05/12/2024,13:55,INV,,9
301350,P:2500,13/12/2024,11:36,INV,,4
301352,P:2506,20/12/2024,11:10,INV,,10
301353,P:2508,12/12/2024,15:27,INV,,4
301354,P:2512,19/12/2024,17:53,INV,,11
301356,P:2518,21/12/2024,10:59,INV,,8
301357,P:2518,24/12/2024,08:10,INV,,4
301358,P:2518,01/12/2024,16:26,INV,,11
301359,P:2523,16/12/2024,12:12,INV,,9
301361,P:2524,26/12/2024,13:44,INV,,6
301362,P:2524,18/12/2024,12:56,INV,,4
301363,P:2526,11/12/2024,11:59,INV,,14
301364,P:2532,10/12/2024,15:57,INV,,4
301365,P:2536,03/12/2024,10:26,INV,,3
9301365,P:2536,03/12/2024,11:26,CR,,2
301367,P:2540,18/12/2024,12:10,INV,,4
301368,P:2542,08/12/2024,16:26,INV,,8
301369,P:2542,16/12/2024,14:57,INV,,9
301370,P:2542,05/12/2024,19:36,INV,,8
301372,P:2546,03/12/2024,13:51,INV,,3
301373,P:2546,02/12/2024,14:15,INV,,11
301375,P:2562,19/12/2024,08:33,INV,,7
301377,P:2568,02/12/2024,12:23,INV,,9
301378,P:2568,20/12/2024,08:42,INV,,6
301379,P:2577,05/12/2024,11:26,INV,,2
301383,P:2579,04/12/2024,11:18,INV,,4
301384,P:2591,07/12/2024,08:27,INV,,5
301385,P:2602,14/12/2024,11:20,INV,,3
301388,P:2606,17/12/2024,17:24,INV,,8
301389,P:2606,10/12/2024,13:13,INV,,8
301390,P:2607,22/12/2024,15:41,INV,,3
301391,P:2609,28/12/2024,08:09,INV,,5
301392,P:2612,18/12/2024,13:05,INV,,2
301393,P:2616,19/12/2024,17:52,INV,,8
301395,P:2616,02/12/2024,12:22,INV,,12
301397,P:2627,18/12/2024,10:09,INV,,11
301401,P:2639,02/12/2024,12:06,INV,,5
301402,P:2649,05/12/2024,11:41,INV,,7
301404,P:2656,06/12/2024,10:35,INV,,15
301405,P:2662,07/12/2024,08:24,INV,,4
301406,P:2662,27/12/2024,09:47,INV,,5
301409,P:2664,03/12/2024,11:05,INV,,5
301410,P:2668,03/12/2024,15:12,INV,,4
301411,P:2668,26/12/2024,09:21,INV,,8
301413,P:2671,24/12/2024,12:53,INV,,11
301414,P:2672,20/12/2024,12:31,INV,,6
301415,P:2673,08/12/2024,08:58,INV,,6
301420,P:2683,03/12/2024,13:27,INV,,7
301421,P:2689,08/12/2024,13:20,INV,,11
301428,P:2708,24/12/2024,12:56,INV,,8
301429,P:2709,20/12/2024,16:35,INV,,6
301430,P:2725,12/12/2024,14:41,INV,,15
301431,P:2725,03/12/2024,15:31,INV,,14
301433,P:2728,15/12/2024,16:01,INV,,6
301434,P:2729,06/12/2024,16:30,INV,,3
301435,P:2729,27/12/2024,08:55,INV,,4
301436,P:2729,05/12/2024,10:21,INV,,3
301440,P:2740,02/12/2024,12:56,INV,,4
301441,P:2742,23/12/2024,11:16,INV,,5
301443,P:2742,14/12/2024,08:24,INV,,2
301445,P:2746,24/12/2024,09:56,INV,,11
301446,P:2751,02/12/2024,15:48,INV,,4
301452,P:2765,08/12/2024,15:45,INV,,5
301453,P:2765,23/12/2024,10:10,INV,,8
301454,P:2765,08/12/2024,08:23,INV,,8
301460,P:2779,13/12/2024,15:47,INV,,10
301461,P:2779,20/12/2024,08:04,INV,,11
301463,P:2781,09/12/2024,15:31,INV,,7
301464,P:2782,25/12/2024,10:20,INV,,5
301465,P:2782,20/12/2024,09:40,INV,,9
301466,P:2782,26/12/2024,11:53,INV,,7
301467,P:2782,20/12/2024,09:04,INV,,12
301469,P:2784,05/12/2024,08:30,INV,,5
301471,P:2789,11/12/2024,08:33,INV,,12
301478,P:1001,27/01/2025,10:12,INV,,8
301480,P:1003,09/01/2025,11:29,INV,,8
301481,P:1009,12/01/2025,13:08,INV,,12
301482,P:1009,04/01/2025,13:42,INV,,3
301483,P:1015,21/01/2025,13:01,INV,,11
301484,P:1018,04/01/2025,10:34,INV,,6
301486,P:1021,23/01/2025,10:28,INV,,9
301488,P:1021,02/01/2025,11:18,INV,,11
301489,P:1024,26/01/2025,13:04,INV,,3
301490,P:1024,03/01/2025,12:05,INV,,3
301491,P:1025,25/01/2025,13:00,INV,,6
301494,P:1027,10/01/2025,10:22,INV,,11
301495,P:1029,22/01/2025,11:27,INV,,5
301496,P:1038,02/01/2025,15:29,INV,,6
301497,P:1041,02/01/2025,08:32,INV,,7
301498,P:1049,18/01/2025,13:08,INV,,5
301499,P:1052,12/01/2025,10:19,INV,,13
301502,P:1067,22/01/2025,13:36,INV,,4
301506,P:1091,10/01/2025,08:18,INV,,10
301509,P:1100,13/01/2025,09:33,INV,,7
301510,P:1100,22/01/2025,09:46,INV,,5
301512,P:1106,10/01/2025,09:16,INV,,12
301516,P:1134,09/01/2025,15:23,INV,,5
301518,P:1138,10/01/2025,12:36,INV,,8
301520,P:1159,14/01/2025,10:17,INV,,14
301521,P:1159,08/01/2025,08:54,INV,,3
301523,P:1160,07/01/2025,18:12,INV,,4
301525,P:1162,02/01/2025,12:55,INV,,5
301529,P:1178,22/01/2025,08:40,INV,,5
301530,P:1178,04/01/2025,15:40,INV,,8
301538,P:1208,24/01/2025,11:37,INV,,6
301539,P:1208,25/01/2025,12:35,INV,,5
301541,P:1211,19/01/2025,11:40,INV,,6
301542,P:1213,26/01/2025,12:53,INV,,7
301543,P:1220,20/01/2025,13:50,INV,,7
301545,P:1224,27/01/2025,14:18,INV,,2
301547,P:1227,01/01/2025,13:12,INV,,15
301549,P:1228,03/01/2025,08:54,INV,,5
301550,P:1229,28/01/2025,10:31,INV,,11
301551,P:1243,18/01/2025,10:20,INV,,5
301552,P:1243,02/01/2025,13:23,INV,,6
301553,P:1248,09/01/2025,12:09,INV,,4
301554,P:1260,05/01/2025,08:12,INV,,4
301557,P:1271,25/01/2025,11:50,INV,,5
301558,P:1271,01/01/2025,12:02,INV,,6
301560,P:1271,18/01/2025,13:49,INV,,11
301561,P:1271,28/01/2025,11:33,INV,,11
301563,P:1274,14/01/2025,09:08,INV,,11
301565,P:1276,06/01/2025,11:58,INV,,10
301566,P:1276,07/01/2025,13:40,INV,,5
301567,P:1278,24/01/2025,14:48,INV,,3
301568,P:1279,20/01/2025,13:57,INV,,6
301569,P:1279,04/01/2025,10:18,INV,,10
301573,P:1293,13/01/2025,10:57,INV,,9
301574,P:1296,18/01/2025,16:22,INV,,2
301575,P:1305,12/01/2025,14:25,INV,,5
301577,P:1313,09/01/2025,14:34,INV,,2
301579,P:1320,27/01/2025,13:49,INV,,5
301584,P:1329,12/01/2025,08:21,INV,,9
301588,P:1335,10/01/2025,08:00,INV,,14
301589,P:1336,02/01/2025,09:01,INV,,6
301590,P:1337,21/01/2025,09:42,INV,,6
301592,P:1346,18/01/2025,12:06,INV,,7
301593,P:1348,02/01/2025,16:10,INV,,8
301594,P:1349,10/01/2025,14:12,INV,,7
301595,P:1351,15/01/2025,14:46,INV,,12
301596,P:1356,05/01/2025,15:02,INV,,8
301598,P:1358,05/01/2025,16:13,INV,,7
301599,P:1362,24/01/2025,13:24,INV,,2
301600,P:1362,04/01/2025,18:10,INV,,10
301602,P:1365,15/01/2025,08:21,INV,,4
301603,P:1365,10/01/2025,12:07,INV,,11
301604,P:1368,23/01/2025,08:44,INV,,13
301606,P:1370,13/01/2025,12:48,INV,,5
301607,P:1373,27/01/2025,12:08,INV,,12
301612,P:1382,26/01/2025,11:15,INV,,6
301614,P:1382,10/01/2025,14:24,INV,,7
301616,P:1382,21/01/2025,16:43,INV,,10
301617,P:1382,13/01/2025,12:44,INV,,4
301618,P:1383,04/01/2025,08:57,INV,,8
301619,P:1383,25/01/2025,13:02,INV,,10
301623,P:1394,12/01/2025,14:50,INV,,8
301627,P:1407,27/01/2025,11:59,INV,,7
301628,P:1411,17/01/2025,14:46,INV,,4
301632,P:1427,12/01/2025,12:54,INV,,6
301634,P:1429,24/01/2025,08:34,INV,,10
301637,P:1433,28/01/2025,10:30,INV,,7
301638,P:1440,18/01/2025,12:55,INV,,5
301639,P:1440,01/01/2025,12:23,INV,,5
301640,P:1443,14/01/2025,12:54,INV,,12
301641,P:1446,04/01/2025,10:08,INV,,7
301643,P:1451,09/01/2025,12:06,INV,,7
301644,P:1451,03/01/2025,11:14,INV,,7
301645,P:1453,28/01/2025,10:53,INV,,5
301648,P:1458,18/01/2025,12:31,INV,,5
301649,P:1466,09/01/2025,08:14,INV,,4
301653,P:1479,16/01/2025,09:18,INV,,11
301655,P:1483,20/01/2025,15:21,INV,,2
301657,P:1498,09/01/2025,12:31,INV,,13
9301657,P:1498,09/01/2025,17:31,CR,,2
301658,P:1498,27/01/2025,12:36,INV,,10
301661,P:1511,13/01/2025,13:12,INV,,8
301663,P:1538,25/01/2025,12:20,INV,,6
301665,P:1547,11/01/2025,10:38,INV,,11
301666,P:1549,03/01/2025,14:28,INV,,8
301668,P:1561,05/01/2025,11:33,INV,,5
301669,P:1564,09/01/2025,08:02,INV,,6
301670,P:1564,27/01/2025,09:45,INV,,2
301672,P:1565,26/01/2025,11:10,INV,,5
301673,P:1567,17/01/2025,11:39,INV,,2
301677,P:1577,22/01/2025,08:10,INV,,5
301678,P:1584,01/01/2025,12:57,INV,,4
301679,P:1585,11/01/2025,13:47,INV,,5
301681,P:1587,12/01/2025,10:38,INV,,7
301682,P:1590,24/01/2025,12:50,INV,,9
301683,P:1591,26/01/2025,18:24,INV,,8
301684,P:1599,05/01/2025,11:34,INV,,11
301685,P:1599,11/01/2025,08:18,INV,,9
301686,P:1599,04/01/2025,08:05,INV,,5
301688,P:1616,09/01/2025,13:06,INV,,7
301689,P:1619,13/01/2025,09:37,INV,,11
301690,P:1620,19/01/2025,08:27,INV,,6
301692,P:1629,19/01/2025,14:40,INV,,6
301693,P:1631,01/01/2025,09:16,INV,,7
301698,P:1645,04/01/2025,09:12,INV,,6
301700,P:1650,22/01/2025,11:16,INV,,8
301701,P:1650,14/01/2025,12:08,INV,,4
301702,P:1651,22/01/2025,21:39,INV,,8
301706,P:1671,27/01/2025,14:49,INV,,5
301708,P:1671,13/01/2025,08:57,INV,,7
301710,P:1671,18/01/2025,10:30,INV,,12
301711,P:1673,24/01/2025,15:30,INV,,10
301713,P:1675,19/01/2025,14:50,INV,,12
301715,P:1677,28/01/2025,10:54,INV,,7
301717,P:1690,09/01/2025,08:54,INV,,14
301721,P:1702,23/01/2025,20:28,INV,,6
301723,P:1704,24/01/2025,12:20,INV,,7
301724,P:1706,05/01/2025,12:33,INV,,12
301726,P:1710,27/01/2025,08:47,INV,,11
301728,P:1720,07/01/2025,10:00,INV,,11
301730,P:1720,27/01/2025,12:18,INV,,3
301731,P:1722,03/01/2025,12:15,INV,,5
301733,P:1722,05/01/2025,15:58,INV,,4
301736,P:1745,27/01/2025,16:15,INV,,5
301738,P:1747,11/01/2025,11:44,INV,,2
301740,P:1750,09/01/2025,14:16,INV,,9
301742,P:1750,27/01/2025,11:09,INV,,12
301743,P:1750,02/01/2025,12:20,INV,,5
301744,P:1750,07/01/2025,10:00,INV,,6
301745,P:1755,16/01/2025,14:22,INV,,7
301746,P:1755,26/01/2025,15:04,INV,,5
301747,P:1762,18/01/2025,14:59,INV,,12
301752,P:1770,21/01/2025,08:41,INV,,5
301754,P:1780,08/01/2025,13:05,INV,,4
301757,P:1788,17/01/2025,09:59,INV,,13
301760,P:1793,17/01/2025,16:33,INV,,7
301764,P:1817,17/01/2025,11:24,INV,,7
301766,P:1819,28/01/2025,18:51,INV,,12
301768,P:1837,10/01/2025,17:21,INV,,7
301771,P:1839,24/01/2025,12:12,INV,,5
301772,P:1841,21/01/2025,11:01,INV,,6
301773,P:1843,16/01/2025,08:38,INV,,5
301774,P:1844,16/01/2025,17:04,INV,,8
301779,P:1862,27/01/2025,14:29,INV,,6
301784,P:1865,12/01/2025,12:23,INV,,8
301786,P:1870,28/01/2025,09:08,INV,,9
301795,P:1908,24/01/2025,11:02,INV,,9
301797,P:1911,20/01/2025,14:22,INV,,8
301800,P:1915,08/01/2025,14:20,INV,,10
301801,P:1915,25/01/2025,12:35,INV,,9
301803,P:1926,22/01/2025,14:49,INV,,4
301805,P:1937,07/01/2025,10:03,INV,,8
301808,P:1941,19/01/2025,14:30,INV,,14
301809,P:1944,22/01/2025,16:25,INV,,11
301813,P:1951,12/01/2025,15:14,INV,,15
301816,P:1957,01/01/2025,16:20,INV,,10
301819,P:1968,26/01/2025,13:25,INV,,5
301824,P:1989,27/01/2025,15:05,INV,,4
301825,P:1989,22/01/2025,11:39,INV,,7
301827,P:1993,19/01/2025,10:24,INV,,6
301829,P:1993,01/01/2025,13:42,INV,,2
301830,P:1993,16/01/2025,08:30,INV,,6
301831,P:1994,01/01/2025,17:12,INV,,6
301832,P:1994,13/01/2025,13:55,INV,,2
301834,P:2000,28/01/2025,12:42,INV,,8
301836,P:2001,13/01/2025,11:50,INV,,7
301837,P:2010,16/01/2025,12:56,INV,,5
301838,P:2010,04/01/2025,16:00,INV,,8
301839,P:2013,11/01/2025,16:58,INV,,6
301842,P:2024,08/01/2025,12:48,INV,,5
301843,P:2024,23/01/2025,08:49,INV,,3
301844,P:2024,16/01/2025,14:04,INV,,8
301845,P:2024,05/01/2025,09:06,INV,,6
301848,P:2047,15/01/2025,12:35,INV,,8
301849,P:2047,23/01/2025,09:45,INV,,11
301850,P:2048,19/01/2025,16:05,INV,,8
301851,P:2048,18/01/2025,10:07,INV,,4
301852,P:2048,01/01/2025,17:14,INV,,10
301855,P:2057,24/01/2025,09:25,INV,,5
301856,P:2060,05/01/2025,16:21,INV,,9
301857,P:2064,20/01/2025,12:54,INV,,8
301859,P:2077,20/01/2025,11:26,INV,,6
301860,P:2078,25/01/2025,16:34,INV,,12
301862,P:2084,28/01/2025,08:14,INV,,3
301866,P:2099,20/01/2025,17:02,INV,,9
301867,P:2103,08/01/2025,16:28,INV,,9
301869,P:2107,18/01/2025,19:01,INV,,6
301873,P:2123,27/01/2025,12:23,INV,,3
301875,P:2123,12/01/2025,13:49,INV,,8
301876,P:2123,01/01/2025,11:46,INV,,5
301877,P:2123,21/01/2025,14:54,INV,,4
301878,P:2123,05/01/2025,12:26,INV,,5
301879,P:2124,13/01/2025,12:37,INV,,6
301882,P:2144,27/01/2025,09:51,INV,,5
301887,P:2159,05/01/2025,13:54,INV,,10
9301887,P:2159,05/01/2025,18:54,CR,,2
301888,P:2167,14/01/2025,13:46,INV,,2
301889,P:2167,08/01/2025,13:17,INV,,7
301892,P:2180,05/01/2025,19:04,INV,,5
301893,P:2182,03/01/2025,14:12,INV,,8
301894,P:2182,12/01/2025,12:04,INV,,10
301897,P:2183,16/01/2025,14:53,INV,,5
301898,P:2183,16/01/2025,14:48,INV,,5
301900,P:2191,25/01/2025,14:24,INV,,7
301904,P:2201,14/01/2025,11:24,INV,,4
301907,P:2204,09/01/2025,08:47,INV,,6
301909,P:2222,17/01/2025,09:05,INV,,6
301910,P:2222,04/01/2025,14:13,INV,,4
301912,P:2225,23/01/2025,12:50,INV,,8
301914,P:2227,23/01/2025,09:47,INV,,3
301915,P:2230,20/01/2025,10:47,INV,,7
301917,P:2235,13/01/2025,13:42,INV,,10
301919,P:2246,25/01/2025,14:51,INV,,6
301924,P:2260,15/01/2025,16:42,INV,,6
301926,P:2265,12/01/2025,11:52,INV,,4
301931,P:2272,06/01/2025,17:20,INV,,10
301932,P:2272,08/01/2025,14:35,INV,,8
301934,P:2273,08/01/2025,08:11,INV,,13
301936,P:2279,04/01/2025,14:16,INV,,13
301937,P:2279,19/01/2025,15:59,INV,,8
301938,P:2279,07/01/2025,14:02,INV,,6
301942,P:2294,11/01/2025,10:15,INV,,8
301943,P:2294,22/01/2025,09:45,INV,,10
301944,P:2296,13/01/2025,08:42,INV,,6
301945,P:2300,16/01/2025,12:16,INV,,4
301946,P:2300,09/01/2025,19:04,INV,,2
301947,P:2300,17/01/2025,13:58,INV,,5
301948,P:2300,14/01/2025,14:55,INV,,5
301949,P:2311,16/01/2025,08:30,INV,,10
301950,P:2312,17/01/2025,13:29,INV,,11
301951,P:2312,19/01/2025,14:25,INV,,9
301952,P:2327,16/01/2025,14:09,INV,,7
301954,P:2329,17/01/2025,10:17,INV,,9
301955,P:2332,28/01/2025,14:52,INV,,6
301958,P:2332,22/01/2025,08:25,INV,,7
301961,P:2339,18/01/2025,13:22,INV,,7
301963,P:2353,15/01/2025,10:06,INV,,10
301964,P:2360,01/01/2025,16:13,INV,,4
301965,P:2362,23/01/2025,08:49,INV,,3
301966,P:2362,11/01/2025,09:26,INV,,5
301967,P:2364,07/01/2025,13:58,INV,,4
301968,P:2368,27/01/2025,16:14,INV,,5
301970,P:2369,27/01/2025,08:04,INV,,6
301971,P:2369,13/01/2025,09:45,INV,,7
301973,P:2370,14/01/2025,17:51,INV,,10
301974,P:2370,04/01/2025,11:24,INV,,9
301977,P:2373,26/01/2025,13:34,INV,,12
301978,P:2381,03/01/2025,08:51,INV,,8
301979,P:2388,16/01/2025,20:00,INV,,5
301981,P:2399,27/01/2025,12:04,INV,,6
301982,P:2400,14/01/2025,16:00,INV,,7
301983,P:2400,08/01/2025,10:36,INV,,2
301984,P:2400,19/01/2025,08:04,INV,,4
301989,P:2422,09/01/2025,15:18,INV,,4
301990,P:2426,14/01/2025,08:19,INV,,8
301991,P:2426,17/01/2025,08:04,INV,,2
301992,P:2426,28/01/2025,14:10,INV,,11
301998,P:2435,22/01/2025,12:08,INV,,6
301999,P:2435,05/01/2025,10:19,INV,,5
302001,P:2441,08/01/2025,11:20,INV,,3
302002,P:2451,09/01/2025,14:21,INV,,12
302004,P:2458,17/01/2025,09:49,INV,,7
302007,P:2473,02/01/2025,13:44,INV,,3
302008,P:2473,18/01/2025,12:38,INV,,8
302009,P:2475,11/01/2025,11:26,INV,,4
302010,P:2482,21/01/2025,13:54,INV,,4
302011,P:2485,15/01/2025,11:27,INV,,7
302012,P:2485,11/01/2025,09:15,INV,,7
302014,P:2485,26/01/2025,14:49,INV,,4
302015,P:2485,15/01/2025,20:35,INV,,8
302016,P:2486,03/01/2025,13:07,INV,,12
302017,P:2486,09/01/2025,11:59,INV,,7
302019,P:2493,10/01/2025,13:12,INV,,9
302020,P:2500,03/01/2025,09:24,INV,,5
302021,P:2506,02/01/2025,18:35,INV,,3
302022,P:2507,25/01/2025,08:14,INV,,8
302023,P:2515,20/01/2025,09:30,INV,,9
302025,P:2516,10/01/2025,11:55,INV,,5
302026,P:2516,05/01/2025,08:19,INV,,3
302028,P:2518,17/01/2025,17:15,INV,,8
302029,P:2522,01/01/2025,10:18,INV,,15
302030,P:2523,05/01/2025,14:46,INV,,2
302032,P:2530,18/01/2025,10:17,INV,,5
302034,P:2532,21/01/2025,18:38,INV,,7
302036,P:2542,08/01/2025,08:26,INV,,8
302037,P:2544,19/01/2025,12:48,INV,,6
302038,P:2544,03/01/2025,15:49,INV,,11
302041,P:2546,02/01/2025,16:20,INV,,6
302042,P:2549,23/01/2025,12:36,INV,,15
302044,P:2560,10/01/2025,08:07,INV,,5
302047,P:2562,22/01/2025,15:39,INV,,6
302049,P:2565,15/01/2025,14:28,INV,,9
302050,P:2565,06/01/2025,15:07,INV,,4
302051,P:2565,03/01/2025,10:06,INV,,2
302054,P:2577,10/01/2025,14:52,INV,,7
302057,P:2577,26/01/2025,08:59,INV,,4
302060,P:2579,24/01/2025,10:55,INV,,4
302061,P:2582,10/01/2025,09:29,INV,,5
