id,name,class,governorate,area,lat,lon,opens_at_hh,closes_at_hh,sales_rep_id,registered_on,status_code,phone_last4
1240,Care 24 Seven - Oct City,,Alexandria,Smouha,31.192931,29.946737,8,1,7,2025-09-12,0,5750
1241,Misr Pharmacy - Obour,,Alexandria,Smouha,31.205665,29.949735,9,23,7,2024-10-30,0,2882
1242,Golden Care Pharmacy - Smouha,,Alexandria,Smouha,31.216951,29.92688,10,23,7,2025-03-19,0,8550
1243,El Nasr Pharmacy,,Alexandria,Smouha,31.217687,29.935843,8,2,7,2024-09-29,0,4304
1244,Ebn Sina Pharmacy - Dokki,,Alexandria,Smouha,31.206648,29.94489,9,23,7,2025-03-26,0,1812
1245,Elite Pharmacy - Zayed,,Alexandria,Smouha,31.204195,29.940606,9,23,7,2024-12-30,0,6558
1246,Life Line Pharmacy,,Alexandria,Smouha,31.207085,29.929412,9,1,7,2025-03-16,0,2920
1247,Angel Pharmacy,,Alexandria,Smouha,31.205935,29.94638,9,23,7,2025-07-03,0,4048
1248,Angel Pharmacy,,Alexandria,Smouha,31.206085,29.949807,9,2,7,2025-01-10,0,1773
1249,Al Amal Pharmacy - Zayed,,Alexandria,Smouha,31.221313,29.953083,9,2,7,2025-03-31,0,3162
1250,Salamtek Pharmacy - Smouha,,Alexandria,Smouha,31.196957,29.949688,9,23,7,2025-07-05,0,5628
1251,El Faraby Pharmacy,,Alexandria,Smouha,31.218071,29.94265,9,23,7,2025-06-22,0,2603
1252,Care 24 Seven - Marg,,Alexandria,Smouha,31.200978,29.929652,9,23,7,2025-03-20,0,3025
1253,Seha First Pharmacy - Marg,,Alexandria,Smouha,31.200586,29.937062,8,23,7,2025-06-19,0,5636
1254,Better Life Pharmacy - Imbaba,,Alexandria,Smouha,31.192134,29.941385,9,23,7,2025-08-17,0,6343
1255,Union Pharm - Smouha,,Alexandria,Smouha,31.22426,29.949414,10,23,7,2025-01-14,0,7944
1256,El Hokama Pharmacy,,Alexandria,Smouha,31.225706,29.929483,10,23,7,2025-04-10,0,4617
1257,Blue Wave Pharmacy - Smouha,,Alexandria,Smouha,31.210928,29.96137,8,23,7,2025-02-03,0,4370
1258,El Hokama Pharmacy - Maadi,,Alexandria,Smouha,31.193392,29.93048,8,1,7,2025-08-21,0,6234
1259,El Hokama Pharmacy,,Alexandria,Smouha,31.195044,29.936872,9,2,7,2025-07-11,0,7235
1260,Ebn Sina Pharmacy - Smouha,,Alexandria,Smouha,31.203878,29.928322,10,23,7,2024-12-08,0,1138
1261,Alpha Pharma - Smouha,,Alexandria,Smouha,31.196825,29.941096,10,2,7,2025-06-20,0,1408
1262,Life Line Pharmacy - Smouha,,Alexandria,Smouha,31.207333,29.937135,9,23,7,2025-01-30,0,4168
1263,Elite Pharmacy - Agami,,Alexandria,Smouha,31.210925,29.945415,10,23,7,2024-10-09,0,7911
1264,Misr Pharmacy - Smouha,,Alexandria,Smouha,31.227798,29.959546,10,23,7,2025-09-08,0,1117
1265,El Hokama Pharmacy - Shubra,,Alexandria,Smouha,31.216338,29.961108,9,23,7,2025-05-25,0,3419
1266,Health Gate Pharmacy - Smouha,,Alexandria,Smouha,31.192008,29.927317,9,23,7,2025-01-29,0,7610
1267,Nile Care Pharmacy,,Alexandria,Smouha,31.208453,29.937436,9,23,7,2024-11-08,0,4699
1268,Metro Pharmacy,,Alexandria,Smouha,31.204824,29.955233,9,23,7,2024-11-30,0,3116
1269,Silver Care Pharmacy - Zayed,,Alexandria,Smouha,31.20985,29.959072,9,1,7,2025-06-16,0,6732
1270,Life Line Pharmacy - Smouha,,Alexandria,Smouha,31.196132,29.961941,9,23,7,2025-06-07,0,2594
1271,Dr Medhat Pharmacy,,Alexandria,Smouha,31.203057,29.935176,9,23,7,2025-01-15,0,7233
1272,Health Gate Pharmacy,,Alexandria,Smouha,31.221265,29.940949,9,1,7,2025-06-02,0,7792
1273,El Faraby Pharmacy - Rehab View,,Alexandria,Smouha,31.223377,29.945596,10,23,7,2025-05-13,0,5964
1274,El Hokama Pharmacy - Smouha,,Alexandria,Smouha,31.223925,29.929293,9,23,7,2024-10-26,0,8357
1275,Health Gate Pharmacy,,Alexandria,Smouha,31.217753,29.959356,9,23,7,2025-03-05,0,9253
1276,Better Life Pharmacy,,Alexandria,Smouha,31.221276,29.938342,9,23,7,2025-01-11,0,3939
1277,Misr Pharmacy,,Alexandria,Smouha,31.199915,29.947987,9,23,7,2025-04-16,0,5120
1278,City Care Pharmacy,,Alexandria,Smouha,31.203419,29.928248,9,23,7,2024-10-15,0,5101
1279,Metro Pharmacy,,Alexandria,Smouha,31.203079,29.93669,9,2,7,2025-01-23,0,2681
1280,Nile Care Pharmacy,,Alexandria,Smouha,31.219235,29.944973,8,2,7,2024-11-26,0,9536
1281,Care 24 Seven - Marg,,Alexandria,Smouha,31.196445,29.935336,9,23,7,2025-07-10,0,3123
1282,Blue Wave Pharmacy - Ain,,Cairo,Ain Shams,30.134582,31.32992,10,1,8,2025-03-08,0,2379
1283,Family Pharmacy - Montaza,,Cairo,Ain Shams,30.126666,31.322723,9,1,8,2025-07-26,0,8955
1284,Pharma Plus - Oct City,,Cairo,Ain Shams,30.137161,31.306818,9,23,8,2025-05-22,1,1368
1285,El Faraby Pharmacy - Faisal,,Cairo,Ain Shams,30.115055,31.321134,8,23,8,2025-08-01,0,1047
1286,Dr Medhat Pharmacy,,Cairo,Ain Shams,30.118691,31.312202,9,1,8,2025-04-08,0,7044
1287,El Hokama Pharmacy - Obour,,Cairo,Ain Shams,30.134133,31.317629,10,23,8,2025-03-02,0,7737
1288,Mira Pharmacy - Marg,,Cairo,Ain Shams,30.12037,31.30483,10,23,8,2024-10-08,0,4322
1289,Nile Care Pharmacy - Dokki,,Cairo,Ain Shams,30.119497,31.329263,9,23,8,2024-10-13,0,6488
1290,Salamtek Pharmacy - Helwan,,Cairo,Ain Shams,30.123612,31.310635,8,23,8,2025-02-01,1,3992
1291,Blue Wave Pharmacy - Oct City,,Cairo,Ain Shams,30.140824,31.323644,9,1,8,2025-02-13,0,3264
1292,El Hokama Pharmacy,,Cairo,Ain Shams,30.141539,31.309209,9,23,8,2025-08-31,2,9614
1293,El Baraka Pharmacy - Imbaba,,Cairo,Ain Shams,30.122263,31.327085,8,1,8,2024-10-11,2,8010
1294,Metro Pharmacy,,Cairo,Ain Shams,30.125323,31.306746,9,23,8,2025-04-11,0,5156
1295,Sunrise Pharmacy - Banha,,Cairo,Ain Shams,30.146934,31.304243,9,23,8,2025-07-18,0,4914
1296,Metro Pharmacy - Zayed,,Cairo,Ain Shams,30.134256,31.306113,9,23,8,2024-12-21,0,6476
1297,Metro Pharmacy - Montaza,,Cairo,Ain Shams,30.134837,31.336272,8,1,8,2024-11-30,0,6123
1298,Mira Pharmacy,,Cairo,Ain Shams,30.116754,31.324265,9,23,8,2025-02-25,0,4348
1299,Care 24 Seven,,Cairo,Ain Shams,30.145298,31.330273,9,23,8,2025-08-19,2,1604
1300,Star Care Pharmacy - Dokki,,Cairo,Ain Shams,30.143115,31.323671,9,23,8,2025-08-23,0,8667
1301,Health Gate Pharmacy - Shubra,,Cairo,Ain Shams,30.129141,31.323388,9,23,8,2024-09-06,0,9213
1302,Ebn Sina Pharmacy - Marg,,Cairo,Ain Shams,30.146366,31.318854,8,23,8,2024-09-11,0,6938
1303,Misr Pharmacy - Faisal,,Cairo,Ain Shams,30.124749,31.331348,9,23,8,2025-04-18,0,9135
1304,El Faraby Pharmacy - Ain,,Cairo,Ain Shams,30.145666,31.331691,9,23,8,2025-07-03,0,5137
1305,Elite Pharmacy - Agami,,Cairo,Ain Shams,30.14405,31.337212,9,23,8,2024-12-22,0,4353
1306,Al Amal Pharmacy - Maadi,,Cairo,Ain Shams,30.14409,31.315171,9,23,8,2024-10-09,0,1514
1307,Metro Pharmacy - Ain,,Cairo,Ain Shams,30.116056,31.323646,9,23,8,2025-06-27,0,3623
1308,Al Amal Pharmacy - Imbaba,,Cairo,Ain Shams,30.136022,31.314216,9,23,8,2025-02-09,0,5146
1309,Dr Medhat Pharmacy - Ain,,Cairo,Ain Shams,30.126431,31.336506,9,23,8,2025-06-26,1,8240
1310,Golden Care Pharmacy,,Cairo,Ain Shams,30.129575,31.316336,9,23,8,2025-08-07,0,1425
1311,City Care Pharmacy - Imbaba,,Cairo,Ain Shams,30.133519,31.321284,8,23,8,2025-08-04,0,2371
1312,El Nasr Pharmacy,,Cairo,Ain Shams,30.135137,31.322038,9,23,8,2025-06-11,0,2776
1313,Nile Care Pharmacy - Montaza,,Cairo,Ain Shams,30.142506,31.326633,9,23,8,2025-01-07,0,6963
1314,Seha First Pharmacy,,Cairo,Ain Shams,30.119423,31.325574,8,23,8,2025-02-16,0,9972
1315,Mira Pharmacy - Ain,,Cairo,Ain Shams,30.114424,31.333021,8,1,8,2024-12-05,2,2087
1316,Health Gate Pharmacy,,Cairo,Ain Shams,30.148965,31.320338,10,23,8,2025-03-28,0,2467
1317,Omega Pharmacy - Ain,,Cairo,Ain Shams,30.126983,31.315484,9,1,8,2024-09-25,0,5364
1318,Silver Care Pharmacy - Square,,Cairo,Ain Shams,30.118526,31.323392,9,23,8,2025-07-02,1,6098
1319,Al Amal Pharmacy - Shubra,,Cairo,Ain Shams,30.132052,31.306868,9,23,8,2024-09-07,0,9775
1320,Metro Pharmacy - Smouha,,Cairo,Ain Shams,30.13307,31.329009,9,23,8,2024-12-17,0,2003
1321,Union Pharm - Nozha,,Cairo,Ain Shams,30.144609,31.339217,9,23,8,2024-12-17,0,5336
1322,El Hokama Pharmacy - Ain,,Cairo,Ain Shams,30.118255,31.312826,9,23,8,2024-12-15,0,7704
1323,Better Life Pharmacy - Ain,,Cairo,Ain Shams,30.125339,31.330268,9,23,8,2024-10-16,1,3960
1324,El Nasr Pharmacy,,Cairo,Downtown,30.048058,31.237124,9,23,9,2024-11-11,0,2736
1325,Al Nozha Pharmacy - Faisal,,Cairo,Downtown,30.030405,31.251438,8,1,9,2025-07-20,0,6599
1326,El Hokama Pharmacy - Downtown,,Cairo,Downtown,30.054836,31.226286,9,23,9,2024-10-22,0,4660
1327,Seha First Pharmacy - Downtown,,Cairo,Downtown,30.032902,31.244401,8,23,9,2025-08-14,0,6067
1328,Dr Medhat Pharmacy - Faisal,,Cairo,Downtown,30.028808,31.251666,9,23,9,2025-08-10,0,4639
1329,Seha First Pharmacy - Agami,,Cairo,Downtown,30.053329,31.249864,9,2,9,2024-12-17,1,2090
1330,Sunrise Pharmacy - Faisal,,Cairo,Downtown,30.026473,31.23123,9,23,9,2025-09-12,1,6336
1331,Silver Care Pharmacy - Downtown,,Cairo,Downtown,30.042756,31.243872,9,23,9,2024-11-09,0,9353
1332,El Nasr Pharmacy - Downtown,,Cairo,Downtown,30.053663,31.223913,9,1,9,2025-06-20,0,6346
1333,Star Care Pharmacy - Oct City,,Cairo,Downtown,30.047932,31.241358,9,1,9,2024-09-23,1,5106
1334,Union Pharm - Oct City,,Cairo,Downtown,30.061048,31.251933,9,23,9,2025-06-23,0,2488
1335,El Tourath Pharmacy,,Cairo,Downtown,30.05622,31.23596,9,23,9,2024-11-20,1,7709
1336,El Zahraa Pharmacy - Nozha,,Cairo,Downtown,30.055848,31.243784,9,2,9,2024-12-26,1,4568
1337,El Shifa Pharmacy,,Cairo,Downtown,30.026469,31.250976,9,23,9,2025-01-18,0,4502
1338,Elite Pharmacy,,Cairo,Downtown,30.05785,31.23848,8,23,9,2025-09-03,0,8686
1339,City Care Pharmacy,,Cairo,Downtown,30.037454,31.249034,8,23,9,2025-08-28,1,7578
1340,Better Life Pharmacy - Downtown,,Cairo,Downtown,30.047223,31.237275,9,23,9,2025-03-11,0,8531
1341,Seha First Pharmacy - Downtown,,Cairo,Downtown,30.031201,31.233284,10,1,9,2025-02-07,0,2429
1342,Omega Pharmacy - Downtown,,Cairo,Downtown,30.039461,31.237273,9,23,9,2024-12-03,0,1161
1343,Nile Care Pharmacy - Downtown,,Cairo,Downtown,30.027405,31.236845,9,23,9,2025-07-05,0,5363
1344,Nile Care Pharmacy - Obour,,Cairo,Downtown,30.054928,31.253273,9,23,9,2025-09-09,0,5493
1345,Elite Pharmacy - Dokki,,Cairo,Downtown,30.049132,31.245351,10,23,9,2025-03-27,0,9387
1346,Sunrise Pharmacy,,Cairo,Downtown,30.053419,31.230777,9,23,9,2024-12-28,0,4403
1347,Omega Pharmacy - Helwan,,Cairo,Downtown,30.047808,31.244275,9,23,9,2025-07-16,0,9032
1348,Blue Wave Pharmacy,,Cairo,Downtown,30.055455,31.224576,9,1,9,2024-10-26,0,5740
1349,Alpha Pharma - Square,,Cairo,Downtown,30.03282,31.24962,9,23,9,2024-11-11,0,6923
1350,Star Care Pharmacy - Agami,,Cairo,Downtown,30.050154,31.225759,9,23,9,2025-07-27,0,8616
1351,Family Pharmacy - Downtown,,Cairo,Downtown,30.042029,31.225839,8,23,9,2024-09-06,0,7500
1352,El Nasr Pharmacy - Obour,,Cairo,Downtown,30.040267,31.228083,8,23,9,2025-01-09,0,8932
1353,Silver Care Pharmacy - Dokki,,Cairo,Downtown,30.036469,31.222818,8,1,9,2025-05-11,0,1223
1354,Sunrise Pharmacy - Oct City,,Cairo,Downtown,30.03344,31.250821,9,23,9,2025-06-19,1,6173
1355,Dr Medhat Pharmacy,,Cairo,Downtown,30.060276,31.242389,9,23,9,2025-04-03,0,6960
1356,El Baraka Pharmacy - Obour,,Cairo,Downtown,30.029522,31.23738,8,23,9,2024-11-29,2,7043
1357,Golden Care Pharmacy - Downtown,,Cairo,Downtown,30.040309,31.238199,9,23,9,2025-08-15,0,9599
1358,Alpha Pharma - El,,Cairo,El Marg,30.162591,31.356172,8,23,10,2024-10-28,2,5669
1359,Care 24 Seven - Nozha,,Cairo,El Marg,30.172293,31.337707,9,1,10,2025-03-14,0,6013
1360,Star Care Pharmacy - El,,Cairo,El Marg,30.150327,31.341259,10,23,10,2025-07-30,0,2576
1361,Health Gate Pharmacy - Helwan,,Cairo,El Marg,30.151617,31.366341,8,23,10,2025-06-01,0,1003
1362,Metro Pharmacy - El,,Cairo,El Marg,30.146713,31.352596,8,23,10,2024-09-07,0,4721
1363,Dr Medhat Pharmacy - Montaza,,Cairo,El Marg,30.171325,31.344362,8,2,10,2025-06-13,0,3801
1364,El Baraka Pharmacy,,Cairo,El Marg,30.164528,31.346861,9,23,10,2024-09-23,0,3066
1365,Angel Pharmacy - El,,Cairo,El Marg,30.176195,31.356406,8,1,10,2024-10-25,1,1978
1366,El Shifa Pharmacy - El,,Cairo,El Marg,30.150789,31.339045,9,23,10,2024-09-24,0,5192
1367,Green Leaf Pharmacy,,Cairo,El Marg,30.14484,31.352675,9,23,10,2025-04-30,0,8379
1368,Misr Pharmacy,,Cairo,El Marg,30.174145,31.345283,9,23,10,2024-11-28,0,8489
1369,Union Pharm - El,,Cairo,El Marg,30.156081,31.357304,10,23,10,2025-08-04,0,6767
1370,Better Life Pharmacy - El,,Cairo,El Marg,30.146788,31.354041,9,23,10,2024-09-02,2,5558
1371,Elite Pharmacy - Haram,,Cairo,El Marg,30.172511,31.342776,9,23,10,2025-03-08,0,1466
1372,Al Nozha Pharmacy - El,,Cairo,El Marg,30.175855,31.366481,9,23,10,2025-09-08,1,9779
1373,El Zahraa Pharmacy - Montaza,,Cairo,El Marg,30.155937,31.355004,8,1,10,2024-12-12,0,7491
1374,El Nasr Pharmacy - Square,,Cairo,El Marg,30.175471,31.335942,8,1,10,2025-02-23,0,5158
1375,El Tourath Pharmacy,,Cairo,El Marg,30.16876,31.363183,8,23,10,2025-07-15,1,6159
1376,Misr Pharmacy,,Cairo,El Marg,30.149106,31.361954,8,23,10,2025-03-12,1,5726
1377,Pharma Plus,,Cairo,El Marg,30.158616,31.335388,9,23,10,2025-04-05,0,6461
1378,El Tourath Pharmacy - Rehab View,,Cairo,El Marg,30.158816,31.350478,9,23,10,2025-02-26,0,3750
1379,El Shifa Pharmacy - El,,Cairo,El Marg,30.158623,31.351222,10,23,10,2025-01-16,0,5483
1380,Ebn Sina Pharmacy - El,,Cairo,El Marg,30.150241,31.357829,9,23,10,2025-01-23,0,6139
1381,Blue Wave Pharmacy - El,,Cairo,El Marg,30.161855,31.360357,10,23,10,2025-05-19,0,9414
1382,El Zahraa Pharmacy - El,,Cairo,El Marg,30.149812,31.363169,9,2,10,2024-12-13,0,3958
1383,Sunrise Pharmacy - El,,Cairo,El Marg,30.148998,31.342763,9,1,10,2024-09-23,0,9562
1384,Golden Care Pharmacy,,Cairo,El Marg,30.14536,31.367764,8,23,10,2025-04-04,0,4060
1385,Family Pharmacy - Oct City,,Cairo,El Marg,30.143135,31.364285,9,23,10,2025-07-28,0,2166
1386,Hope Pharmacy - El,,Cairo,El Marg,30.160574,31.335186,9,2,10,2025-02-22,1,4673
1387,Health Gate Pharmacy - El,,Cairo,El Marg,30.149283,31.350013,9,23,10,2025-08-22,0,3410
1388,Silver Care Pharmacy - Montaza,,Cairo,El Marg,30.168011,31.355267,10,23,10,2025-04-25,0,7241
1389,Salamtek Pharmacy,,Cairo,El Marg,30.160038,31.343448,9,1,10,2024-09-21,0,4203
1390,Better Life Pharmacy - El,,Cairo,El Marg,30.167768,31.345124,9,23,10,2025-07-14,0,4055
1391,Blue Wave Pharmacy - Marg,,Cairo,El Marg,30.149732,31.343847,9,23,10,2024-09-06,0,7327
1392,Ebn Sina Pharmacy - Heliopolis,,Cairo,Heliopolis,30.095912,31.355737,10,23,11,2024-12-28,1,5363
1393,Misr Pharmacy - Marg,,Cairo,Heliopolis,30.093113,31.337836,8,23,11,2025-04-26,1,1696
1394,Better Life Pharmacy - Nozha,,Cairo,Heliopolis,30.089794,31.326734,9,1,11,2024-10-19,0,6869
1395,Seha First Pharmacy - Heliopolis,,Cairo,Heliopolis,30.105018,31.353704,9,23,11,2025-01-14,0,8713
1396,Misr Pharmacy,,Cairo,Heliopolis,30.094344,31.32899,8,23,11,2025-02-17,0,7201
1397,Al Amal Pharmacy,,Cairo,Heliopolis,30.092646,31.352988,8,1,11,2025-09-03,0,3572
1398,Al Amal Pharmacy - Shubra,,Cairo,Heliopolis,30.087882,31.347152,9,23,11,2025-07-26,0,9499
1399,El Tourath Pharmacy - Heliopolis,,Cairo,Heliopolis,30.083841,31.339027,10,23,11,2025-02-07,0,4766
1400,Ebn Sina Pharmacy,,Cairo,Heliopolis,30.103045,31.338747,10,23,11,2025-02-06,0,7031
1401,El Shifa Pharmacy - Heliopolis,,Cairo,Heliopolis,30.073013,31.358945,9,23,11,2025-04-20,0,4658
1402,Metro Pharmacy,,Cairo,Heliopolis,30.101024,31.355265,9,23,11,2025-07-07,0,4102
1403,El Baraka Pharmacy - Agami,,Cairo,Heliopolis,30.089038,31.326557,9,23,11,2025-09-09,0,7238
1404,Metro Pharmacy,,Cairo,Heliopolis,30.08879,31.341313,9,23,11,2025-01-07,0,2778
1405,Nile Care Pharmacy - Square,,Cairo,Heliopolis,30.08016,31.330563,8,23,11,2025-02-26,0,7228
1406,Salamtek Pharmacy,,Cairo,Heliopolis,30.095159,31.330801,10,23,11,2025-09-14,1,7413
1407,Elite Pharmacy - Heliopolis,,Cairo,Heliopolis,30.073931,31.341146,10,1,11,2025-01-16,1,1039
1408,El Shifa Pharmacy - Heliopolis,,Cairo,Heliopolis,30.0861,31.34581,10,1,11,2025-07-06,0,3898
1409,El Nasr Pharmacy - Heliopolis,,Cairo,Heliopolis,30.099356,31.335041,8,23,11,2024-10-03,0,2009
1410,Mira Pharmacy,,Cairo,Heliopolis,30.074909,31.340381,9,23,11,2025-04-25,0,4458
1411,Green Leaf Pharmacy - Dokki,,Cairo,Heliopolis,30.089333,31.329527,9,23,11,2024-09-06,0,7560
1412,Life Line Pharmacy - Nozha,,Cairo,Heliopolis,30.103587,31.335519,10,23,11,2025-08-03,1,7318
1413,El Hokama Pharmacy - Montaza,,Cairo,Heliopolis,30.07291,31.353164,9,1,11,2024-11-23,0,8047
1414,Blue Wave Pharmacy - Faisal,,Cairo,Heliopolis,30.099546,31.34227,8,23,11,2025-05-30,0,4886
1415,Star Care Pharmacy - Haram,,Cairo,Heliopolis,30.089241,31.343695,9,23,11,2025-04-16,0,9151
1416,Angel Pharmacy - Faisal,,Cairo,Heliopolis,30.076119,31.36022,9,2,11,2025-04-04,0,4313
1417,Angel Pharmacy,,Cairo,Heliopolis,30.097655,31.325802,8,23,11,2025-09-15,0,8690
1418,Alpha Pharma - Heliopolis,,Cairo,Heliopolis,30.086931,31.333046,9,23,11,2024-12-27,0,3666
1419,Care 24 Seven,,Cairo,Heliopolis,30.102939,31.355536,10,23,11,2024-11-20,0,6133
1420,Angel Pharmacy - Marg,,Cairo,Heliopolis,30.085203,31.356259,10,23,11,2025-08-29,0,4055
1421,El Shifa Pharmacy,,Cairo,Heliopolis,30.076668,31.336495,9,23,11,2024-09-11,0,6201
1422,Ebn Sina Pharmacy,,Cairo,Heliopolis,30.09505,31.348985,9,23,11,2025-07-09,0,7978
1423,Golden Care Pharmacy - Nozha,,Cairo,Heliopolis,30.102512,31.352374,8,23,11,2025-02-19,0,9620
1424,El Hokama Pharmacy - Heliopolis,,Cairo,Heliopolis,30.082485,31.33702,8,23,11,2025-03-15,0,5122
1425,Omega Pharmacy,,Cairo,Heliopolis,30.08678,31.346326,9,23,11,2025-05-20,0,5355
1426,Better Life Pharmacy,,Cairo,Heliopolis,30.107523,31.346188,9,23,11,2024-09-19,0,7814
1427,Green Leaf Pharmacy - Heliopolis,,Cairo,Heliopolis,30.096729,31.332387,9,23,11,2024-11-30,0,9088
1428,Care 24 Seven,,Cairo,Heliopolis,30.106651,31.328628,9,23,11,2025-02-26,0,7586
1429,El Baraka Pharmacy,,Cairo,Heliopolis,30.075848,31.339086,8,23,11,2024-11-24,1,6176
1430,Star Care Pharmacy - Faisal,,Cairo,Heliopolis,30.099315,31.352565,9,2,11,2025-01-26,0,3324
1431,Al Nozha Pharmacy,,Cairo,Heliopolis,30.083542,31.358751,10,23,11,2024-09-21,0,2607
1432,Silver Care Pharmacy,,Cairo,Heliopolis,30.081963,31.333822,9,23,11,2024-11-12,0,3714
1433,El Tourath Pharmacy - Oct City,,Cairo,Heliopolis,30.073263,31.348318,9,23,11,2024-09-07,0,3016
1434,City Care Pharmacy - Heliopolis,,Cairo,Heliopolis,30.077574,31.332779,8,2,11,2025-07-13,2,6486
1435,Salamtek Pharmacy,,Cairo,Heliopolis,30.082389,31.335939,8,2,11,2025-02-17,0,5961
1436,Blue Wave Pharmacy,,Cairo,Heliopolis,30.077678,31.35225,9,23,11,2025-05-19,0,9563
1437,Blue Wave Pharmacy - Agami,,Cairo,Heliopolis,30.087754,31.342437,10,23,11,2025-05-12,0,2314
1438,Family Pharmacy,,Cairo,Heliopolis,30.105116,31.337573,8,23,11,2025-03-12,0,6855
1439,Nile Care Pharmacy - Heliopolis,,Cairo,Heliopolis,30.074396,31.361097,9,23,11,2025-08-09,0,3042
1440,El Zahraa Pharmacy - Faisal,,Cairo,Heliopolis,30.075195,31.350854,9,23,11,2025-01-09,0,6250
1441,Golden Care Pharmacy,,Cairo,Heliopolis,30.099529,31.345488,8,1,11,2025-01-06,0,1720
1442,El Nasr Pharmacy,,Cairo,Heliopolis,30.106506,31.33638,10,23,11,2025-05-26,1,9293
1443,El Nasr Pharmacy,,Cairo,Heliopolis,30.104463,31.338453,9,23,11,2024-12-14,0,2643
1444,Mira Pharmacy - Obour,,Cairo,Heliopolis,30.100303,31.340412,8,1,11,2024-09-07,0,8110
1445,Misr Pharmacy - Haram,,Cairo,Heliopolis,30.080758,31.338874,9,23,11,2025-01-19,0,8234
1446,Star Care Pharmacy,,Cairo,Heliopolis,30.076741,31.342916,9,1,11,2024-09-07,0,5477
1447,Mira Pharmacy - Square,,Cairo,Heliopolis,30.094089,31.341915,10,23,11,2025-05-09,0,3817
1448,Mira Pharmacy,,Cairo,Heliopolis,30.082074,31.356853,9,23,11,2025-04-20,0,8995
1449,Blue Wave Pharmacy,,Cairo,Heliopolis,30.077843,31.350592,9,1,11,2024-09-06,0,7364
1450,Misr Pharmacy,,Cairo,Heliopolis,30.08267,31.352668,9,23,11,2025-08-13,0,1594
1451,Life Line Pharmacy - Maadi,,Cairo,Heliopolis,30.095944,31.33002,9,23,11,2024-10-05,0,6059
1452,Union Pharm - Haram,,Cairo,Heliopolis,30.079963,31.332486,9,1,11,2025-07-07,1,5061
1453,Sunrise Pharmacy - Heliopolis,,Cairo,Heliopolis,30.105619,31.360581,9,1,11,2025-01-19,0,8643
1454,Al Amal Pharmacy - Maadi,,Cairo,Heliopolis,30.104695,31.358492,10,23,11,2025-02-19,0,4924
1455,Pharma Plus,,Cairo,Heliopolis,30.103217,31.326498,9,23,11,2024-11-01,0,3930
1456,Star Care Pharmacy - Heliopolis,,Cairo,Heliopolis,30.104867,31.339183,10,23,11,2025-06-25,0,9243
1457,El Hokama Pharmacy,,Cairo,Heliopolis,30.084144,31.343303,9,23,11,2024-11-04,0,9876
1458,Family Pharmacy - Nozha,,Cairo,Heliopolis,30.074374,31.329609,9,23,11,2024-09-02,2,1368
1459,Pharma Plus - Heliopolis,,Cairo,Heliopolis,30.092757,31.32662,9,2,11,2025-07-02,0,6410
1460,Mira Pharmacy,,Cairo,Heliopolis,30.094735,31.330523,9,23,11,2025-07-29,1,5387
1461,Angel Pharmacy - Montaza,,Cairo,Heliopolis,30.107599,31.326669,10,23,11,2024-12-07,1,4058
1462,Angel Pharmacy - Dokki,,Cairo,Heliopolis,30.072834,31.333362,8,23,11,2024-09-07,0,1949
1463,Dr Medhat Pharmacy - Heliopolis,,Cairo,Heliopolis,30.103978,31.336699,10,23,11,2025-03-06,0,9268
1464,Mira Pharmacy - Heliopolis,,Cairo,Heliopolis,30.083518,31.358553,8,1,11,2025-09-02,1,2456
1465,Elite Pharmacy - Imbaba,,Cairo,Heliopolis,30.100285,31.348529,9,2,11,2025-03-13,0,9326
1466,Green Leaf Pharmacy,,Cairo,Heliopolis,30.103711,31.333201,9,23,11,2024-11-08,0,2310
1467,Alpha Pharma - Heliopolis,,Cairo,Heliopolis,30.100696,31.343112,9,23,11,2025-02-18,0,2157
1468,Hope Pharmacy - Heliopolis,,Cairo,Heliopolis,30.099853,31.336947,9,23,11,2025-01-31,0,7510
1469,Health Gate Pharmacy,,Cairo,Heliopolis,30.085283,31.346238,9,23,11,2024-09-12,1,7968
1470,City Care Pharmacy,,Cairo,Heliopolis,30.098942,31.356596,8,2,11,2025-02-20,0,2584
1471,Life Line Pharmacy - Heliopolis,,Cairo,Heliopolis,30.084582,31.341566,9,1,11,2025-05-10,0,5276
1472,El Baraka Pharmacy - Heliopolis,,Cairo,Heliopolis,30.103093,31.333154,8,23,11,2024-10-12,1,2506
1473,Nile Care Pharmacy - Dokki,,Cairo,Heliopolis,30.075651,31.328108,8,23,11,2025-04-09,0,8650
1474,City Care Pharmacy - Zayed,,Cairo,Heliopolis,30.076356,31.334282,9,23,11,2024-09-10,0,5720
1475,Hope Pharmacy - Imbaba,,Cairo,Heliopolis,30.099767,31.337722,9,1,11,2025-05-27,0,7636
1476,Star Care Pharmacy,,Cairo,Heliopolis,30.088898,31.35892,8,23,11,2025-03-03,0,5769
1477,Union Pharm - Heliopolis,,Cairo,Heliopolis,30.101672,31.356461,10,23,11,2025-01-18,0,6868
1478,Care 24 Seven - Heliopolis,,Cairo,Heliopolis,30.08195,31.33521,10,23,11,2025-03-22,0,8778
1479,Al Amal Pharmacy - Smouha,,Cairo,Heliopolis,30.088006,31.338691,9,23,11,2025-01-09,0,2620
1480,Better Life Pharmacy,,Cairo,Heliopolis,30.093162,31.332445,8,23,11,2024-12-28,0,7927
