doc_no,qty,unit_price,line_value,vat_flag
300771,6,24.50,110.02,
300771,2,158.08,242.97,
300772,3,530.40,1375.21,
300772,6,24.55,125.53,
300772,5,393.96,1554.57,
300773,8,13.54,94.58,
300773,6,116.47,545.65,
300773,3,46.67,111.15,
300773,5,159.14,642.80,
300773,6,73.55,302.14,
300773,2,234.96,347.13,
300773,6,12.76,61.46,
300773,7,305.24,1767.76,
300773,5,23.95,101.30,
300773,6,223.25,1000.52,
300773,5,231.12,947.13,
300773,7,392.70,2125.34,
300773,7,413.70,2259.79,
300774,4,12.99,44.43,
300774,6,113.16,605.88,
300774,6,165.22,820.21,
300774,4,24.19,80.64,
300774,6,44.28,220.09,
300779,6,58.68,298.66,
300779,3,462.57,1255.94,
300779,4,46.98,165.28,
300779,5,332.96,1532.35,
300779,7,8.79,58.24,
300779,2,286.34,506.54,
300779,6,8.56,48.00,
300781,5,198.44,852.74,
300781,3,128.70,323.61,
300781,1,8.27,7.03,
300781,2,84.94,134.74,
300781,4,168.26,556.69,
300781,2,16.90,26.66,
300781,5,12.58,58.88,
300781,5,16.78,71.42,
300781,5,11.69,50.13,
300781,4,79.05,268.95,
300781,2,521.22,878.66,
300781,3,8.13,21.36,
300781,4,187.58,659.36,
300782,4,141.50,394.70,
300782,4,111.39,345.23,
300782,2,12.00,17.52,
300782,6,116.82,551.20,
300782,3,250.08,593.53,
300785,4,99.36,317.44,
300785,3,406.14,974.00,
300785,4,12.74,43.03,
300785,3,7.40,18.49,
300785,4,22.25,69.89,
300787,3,129.62,313.77,
300787,4,195.16,635.19,
300787,2,178.64,294.42,
300787,2,194.55,322.17,
300787,6,127.44,578.08,
300787,3,126.85,316.87,
300787,2,12.15,19.66,
300787,5,188.32,803.86,
300787,4,186.14,606.67,
300787,3,65.45,162.74,
300787,4,79.52,283.03,
300787,2,25.92,41.64,
300787,3,165.09,435.86,
300789,6,12.91,66.42,
300789,3,16.33,38.90,
300789,2,445.20,781.76,
300789,1,8.00,6.89,
300789,3,26.28,72.72,
300790,3,34.68,90.57,
300790,6,12.45,66.63,
300790,7,121.89,818.28,
300790,2,83.29,154.98,
300790,2,80.07,143.07,
300790,2,48.60,84.74,
300790,5,18.94,80.42,
300790,4,32.41,105.51,
300790,4,78.42,278.46,
300793,6,85.96,425.14,
300793,4,11.96,43.44,
300793,2,233.76,378.06,
300793,2,19.21,33.08,
300793,3,126.98,369.57,
300793,4,17.41,54.88,
300793,3,159.45,394.76,
300793,1,31.38,27.21,
300798,8,22.30,160.58,
300798,6,499.80,2624.32,
300798,4,23.66,79.89,
300798,1,102.72,91.91,
300798,1,33.40,30.50,
300798,3,17.10,46.27,
300798,4,75.12,261.55,
300798,6,55.39,302.01,
300798,8,13.21,94.80,
300799,6,25.56,135.36,
300799,7,81.72,510.93,
300799,5,546.72,2499.40,
300799,4,12.36,43.76,
300800,3,24.67,61.79,
300800,2,34.49,48.92,
300800,2,140.75,205.93,
300800,3,389.34,851.27,
300801,3,21.72,51.61,
300801,6,32.87,140.79,
300801,5,234.00,830.81,
300802,6,322.88,1495.28,
300802,4,48.56,152.92,
300802,5,11.80,45.83,
300802,5,161.27,629.79,
300802,2,412.86,662.08,
300802,4,208.49,608.78,
300804,3,94.94,245.62,
300804,6,530.91,2649.75,
300804,3,482.46,1244.11,
300804,9,42.21,319.07,
300804,5,12.34,52.57,
300804,3,144.54,365.75,
300804,3,289.49,737.12,
300804,3,32.64,87.74,
300804,2,126.14,199.11,
300804,4,35.54,118.82,
300805,3,33.59,82.38,
300805,5,74.42,324.26,
300805,6,44.06,222.49,
300805,6,8.04,42.92,
300805,5,176.18,747.92,
300805,3,298.62,753.20,
300805,3,56.55,141.09,
300806,6,89.86,455.62,
300806,5,120.95,491.96,
300806,5,405.30,1825.00,
300806,7,185.12,1193.18,
300806,5,341.46,1517.67,
300810,4,85.88,250.63,
300810,3,32.90,76.04,
300810,2,473.79,788.24,
300810,6,190.61,870.58,
300812,3,13.01,33.75,
300812,10,59.60,508.13,
300812,3,79.76,215.36,
300812,5,17.35,81.91,
300812,6,100.61,555.47,
300812,2,55.02,98.15,
300812,2,163.86,277.58,
300812,3,35.11,97.64,
300812,3,13.23,37.24,
300814,7,292.64,1792.65,
300814,3,26.30,70.58,
300814,3,7.90,21.30,
300814,4,188.50,643.43,
300814,6,82.82,423.15,
300814,5,329.49,1507.79,
300814,4,559.98,1886.32,
300815,6,30.59,138.97,
300815,4,156.41,481.36,
300815,4,12.24,36.17,
300815,6,150.18,745.22,
300815,3,92.06,199.15,
300815,4,125.67,377.53,
300815,2,81.33,125.68,
300815,5,308.07,1199.33,
300815,3,211.56,528.47,
300815,5,316.26,1202.86,
300815,3,185.94,417.30,
300816,5,168.96,708.13,
300816,8,131.60,873.17,
300816,3,140.05,338.72,
300816,3,106.79,268.24,
300816,4,332.01,1049.02,
300816,4,495.21,1641.69,
300816,5,133.98,528.49,
300816,1,43.79,35.43,
300816,6,100.13,489.46,
300817,3,207.67,569.87,
300817,10,102.82,829.61,
300818,3,41.45,100.05,
300818,3,312.48,774.39,
300818,4,32.84,103.77,
300818,6,16.76,74.73,
300818,6,239.04,1165.51,
300819,6,44.46,234.35,
300819,7,85.96,552.80,
300819,4,96.96,345.72,
300819,6,86.11,477.85,
300819,6,7.76,41.34,
300819,4,11.59,39.87,
300821,4,201.11,754.41,
300821,4,12.23,43.03,
300821,6,108.80,564.34,
300823,4,512.55,1692.02,
300823,2,128.03,216.77,
300823,3,517.14,1280.56,
300823,2,21.77,35.63,
300828,4,126.59,384.37,
300828,3,125.67,307.07,
300828,7,78.11,434.74,
300828,4,437.64,1362.39,
300828,5,121.18,463.53,
300828,3,112.34,241.94,
300828,2,7.42,12.24,
300828,4,17.24,53.12,
300828,2,193.52,302.29,
300828,6,11.64,53.41,
300828,4,86.69,291.52,
300828,6,126.85,630.20,
300828,4,236.88,706.63,
300828,3,30.36,73.36,
300828,8,132.00,805.20,
300831,3,430.08,1021.09,
300831,6,66.80,304.60,
300831,1,19.06,15.68,
300831,3,33.83,83.79,
300831,4,138.47,439.84,
300831,7,55.33,299.01,
300831,3,185.32,460.77,
300834,2,17.26,27.76,
300834,6,161.27,769.60,
300834,4,18.45,58.38,
300834,9,21.96,159.23,
300834,5,145.77,630.91,
300834,5,56.61,218.61,
300834,5,308.07,1212.13,
300834,3,24.50,53.68,
300835,3,79.29,219.50,
300835,4,193.25,716.79,
300835,4,218.94,791.92,
300835,4,509.49,1876.17,
300835,2,48.24,81.12,
300835,4,70.81,254.06,
300835,3,189.73,493.20,
300836,3,24.24,64.41,
300836,5,406.14,1768.25,
300836,5,149.57,706.21,
300836,4,225.09,838.14,
300836,3,470.73,1336.09,
300836,6,143.48,788.44,
300836,3,62.89,177.28,
300837,3,434.70,998.83,
300837,2,325.71,506.12,
300837,3,540.09,1291.53,
300837,5,143.64,620.29,
300837,3,56.06,127.60,
300837,1,42.35,34.63,
300838,5,492.15,1938.10,
300838,6,29.77,141.23,
300838,8,157.93,972.08,
300838,5,161.42,594.99,
300838,5,136.22,522.95,
300838,3,182.51,407.74,
300838,3,43.34,102.64,
300838,4,31.88,101.47,
300838,6,318.78,1482.26,
300839,6,12.18,51.26,
300839,4,199.67,648.99,
300839,6,141.66,682.37,
300839,4,85.09,264.90,
300839,3,145.46,319.65,
300839,4,388.92,1271.41,
300839,2,304.61,494.76,
300839,4,126.85,391.65,
300839,1,22.80,18.92,
300839,8,30.26,183.28,
300839,4,65.76,207.59,
300839,5,45.05,171.59,
300839,6,23.90,105.82,
300839,3,320.36,798.10,
300839,4,7.59,23.87,
300840,4,21.60,64.20,
300840,4,122.25,400.87,
300840,2,11.71,18.72,
300840,3,193.32,446.64,
300840,4,13.60,45.94,
300840,6,11.58,58.56,
300842,4,108.80,388.32,
300842,5,61.73,281.83,
300842,4,31.09,103.05,
300842,5,11.79,52.33,
300842,1,77.40,69.31,
300842,5,260.64,1148.08,
300842,5,215.25,944.65,
300842,2,7.58,13.21,
300842,5,13.71,58.35,
300843,3,23.23,67.62,
300843,3,7.30,19.71,
300843,5,95.14,415.83,
300843,3,26.18,70.31,
300843,6,92.26,496.64,
300843,4,16.90,59.84,
300843,7,12.11,80.50,
300843,4,24.34,89.81,
300843,6,192.02,1020.97,
300843,2,71.67,131.87,
300843,7,42.12,233.85,
300844,1,7.70,6.31,
300844,3,32.64,78.21,
300844,2,42.62,68.34,
300844,2,30.59,49.95,
300844,5,48.78,184.39,
300844,4,144.55,464.01,
300847,7,218.16,1345.11,
300847,2,16.65,26.80,
300847,3,239.04,591.75,
300847,3,24.00,58.34,
300847,2,57.22,98.62,
300847,3,49.32,121.89,
300847,4,180.22,576.47,
300848,6,44.78,238.17,
300848,5,8.61,30.94,
300848,5,22.90,89.45,
300848,5,219.60,911.99,
300848,2,92.45,160.03,
300848,3,11.50,29.21,
300848,3,191.68,430.21,
300848,3,91.68,223.23,
300848,3,164.03,439.83,
300848,4,312.80,1089.83,
300848,3,122.10,278.60,
300850,2,294.84,439.48,
300850,2,100.99,162.89,
300850,4,62.10,179.47,
300852,4,429.24,1476.78,
300852,4,263.04,878.37,
300852,7,24.55,147.24,
300852,4,119.06,403.59,
300854,2,64.36,100.32,
300854,7,253.68,1395.21,
300854,3,91.49,215.86,
300854,2,23.50,37.24,
300854,4,12.03,40.15,
300855,6,213.41,1126.18,
300855,7,7.57,46.86,
300855,4,93.50,345.59,
300855,4,552.33,2118.45,
300855,6,132.53,727.40,
300855,4,393.12,1330.05,
300855,5,116.82,551.65,
300856,4,119.65,397.76,
300856,3,35.11,86.70,
300856,4,102.62,353.47,
300856,6,44.82,226.65,
300856,2,136.49,207.97,
300856,2,437.22,709.82,
300856,4,25.99,81.33,
300856,5,47.75,189.24,
300856,3,8.66,20.40,
300856,4,171.25,560.84,
300857,8,56.12,398.25,
300857,2,393.54,721.06,
300857,6,517.14,2597.83,
300857,3,113.04,289.17,
300857,4,544.17,1959.58,
300857,5,40.68,184.16,
300857,4,12.89,47.86,
300858,5,441.84,1804.69,
300858,6,32.18,171.54,
300858,2,156.10,256.61,
300858,7,7.24,39.25,
300858,2,13.35,22.64,
300858,3,135.43,326.67,
300859,1,62.59,49.55,
300859,2,155.19,243.92,
300859,3,34.16,88.70,
300859,4,195.16,644.61,
300862,5,59.72,258.14,
300862,6,133.72,712.75,
300862,3,22.27,56.75,
300862,4,332.33,1161.58,
300862,5,8.29,36.22,
300862,2,12.41,20.91,
300863,2,162.62,280.49,
300863,4,175.12,601.73,
300863,5,506.94,2251.30,
300863,3,17.84,49.26,
300863,6,441.00,2390.71,
300863,4,332.01,1145.52,
300863,5,8.38,34.51,
300863,5,96.00,421.52,
300864,2,88.13,156.93,
300864,5,329.18,1473.67,
300864,2,219.84,394.98,
300866,6,24.07,108.46,
300866,2,41.99,78.74,
300866,5,97.06,421.58,
300866,8,42.57,299.33,
300866,5,82.03,327.05,
300866,3,12.31,35.21,
300866,5,231.84,1058.23,
300866,8,11.41,82.18,
300867,2,143.94,237.14,
300867,4,17.69,61.50,
300867,6,516.12,2806.79,
300867,4,56.79,195.65,
300867,5,23.11,96.45,
300867,3,417.06,1069.20,
300869,6,445.20,2207.79,
300869,4,179.17,562.89,
300869,2,13.29,19.98,
300869,5,383.04,1395.64,
300869,4,71.59,203.63,
300869,2,306.81,483.61,
300869,7,220.17,1172.45,
300871,2,16.25,26.83,
300871,7,8.00,51.66,
300871,4,104.45,356.98,
300871,2,91.78,172.09,
300871,9,243.36,2041.64,
300872,4,400.68,1355.80,
300872,3,22.37,60.14,
300872,1,78.42,74.62,
300872,2,389.76,679.75,
300872,3,171.95,435.93,
300872,3,220.38,550.59,
300872,5,381.36,1598.30,
300872,3,82.35,210.85,
300872,5,104.93,432.19,
300872,2,133.72,246.45,
300872,4,73.79,252.77,
300873,9,8.26,66.29,
300873,4,177.76,623.92,
300873,4,66.12,201.09,
300873,3,109.15,281.05,
300873,4,24.60,90.41,
300873,2,128.44,238.94,
300873,4,42.17,133.90,
300873,4,93.12,327.08,
300873,4,8.31,28.64,
300873,6,19.64,103.67,
300873,4,185.73,673.21,
300873,4,80.38,283.50,
300874,1,123.42,103.54,
300874,4,17.96,63.05,
300874,2,59.11,106.16,
300874,5,213.82,955.53,
300874,6,132.26,631.04,
300874,2,16.63,30.42,
300874,2,336.11,572.25,
300877,4,456.12,1556.85,
300877,7,461.58,2638.88,
300877,6,17.53,85.80,
300877,4,242.88,821.77,
300877,5,13.55,57.15,
300877,2,46.80,77.54,
300877,3,8.78,21.60,
300878,5,32.74,143.05,
300878,2,124.96,196.18,
300878,7,240.00,1403.00,
300878,2,453.18,736.12,
300878,4,44.28,140.43,
300878,3,235.20,596.89,
300881,6,165.98,812.32,
300881,3,126.98,314.91,
300881,2,77.72,130.42,
300881,4,211.97,746.83,
300881,4,460.74,1541.13,
300881,4,57.89,205.07,
300881,5,160.16,710.99,
300881,2,173.18,296.40,
300884,3,103.10,272.74,
300884,4,58.62,199.88,
300884,6,192.72,971.82,
300884,1,404.04,364.59,
300884,2,251.04,435.43,
300884,1,12.60,10.85,
300884,6,140.14,756.01,
300884,4,12.60,45.80,
300884,3,47.25,125.03,
300885,4,176.35,547.83,
300885,4,416.22,1245.71,
300885,6,35.94,166.17,
300885,7,46.35,243.97,
300885,7,130.55,718.44,
300885,4,7.28,22.87,
300885,6,521.22,2436.97,
300887,2,98.59,143.44,
300887,6,57.95,266.30,
300887,2,199.47,283.48,
300887,4,41.99,129.65,
300887,5,505.92,1731.05,
300887,4,180.93,559.49,
300887,5,12.35,44.52,
300887,5,483.48,1930.33,
300887,4,41.58,121.16,
300887,3,12.48,26.54,
300887,5,452.34,1656.96,
300887,4,112.22,328.41,
300889,5,46.62,223.85,
300889,2,470.73,818.14,
300889,2,16.43,28.27,
300889,3,79.29,215.25,
300889,6,260.16,1286.31,
300889,4,18.67,64.40,
300890,5,193.11,922.74,
300890,3,191.88,519.46,
300890,5,222.48,1112.40,
300890,2,191.14,326.50,
300891,2,119.53,203.86,
300891,3,8.50,20.33,
300891,5,45.23,180.36,
300891,5,291.06,1247.41,
300891,3,318.47,726.26,
300891,4,18.90,60.58,
300893,5,217.71,979.32,
300893,4,383.46,1348.16,
300894,6,425.46,2291.75,
300894,2,96.96,170.78,
300894,4,336.42,1118.85,
300896,4,11.98,39.21,
300896,7,12.43,70.71,
300896,7,104.26,644.42,
300896,5,11.48,43.95,
300896,5,459.90,1776.14,
300896,3,35.87,91.53,
300896,4,93.22,321.44,
300896,3,125.79,292.95,
300896,7,194.34,1156.23,
300897,2,57.04,90.05,
300897,6,209.31,1076.61,
300897,4,165.53,530.92,
300897,6,125.93,638.97,
300897,4,220.32,724.16,
300897,2,23.16,42.53,
300897,5,121.07,524.44,
300897,2,12.39,21.29,
300897,4,254.40,856.96,
300897,5,59.78,253.35,
300897,7,25.06,138.15,
300897,3,48.74,115.33,
300907,5,220.79,930.94,
300907,5,12.41,52.32,
300907,3,49.28,125.02,
300907,4,157.93,545.21,
300907,5,121.18,462.51,
300907,4,18.50,62.04,
300907,2,86.88,132.91,
300907,3,217.10,519.84,
300907,3,243.36,573.12,
300907,4,8.39,28.42,
300907,3,193.11,445.20,
300912,5,78.66,312.68,
300912,5,215.46,938.53,
300912,4,394.80,1268.88,
300912,6,31.55,143.41,
300912,2,11.41,19.44,
300912,5,24.91,98.82,
300912,2,325.08,550.80,
300912,1,32.44,25.67,
300912,1,66.67,55.70,
300913,10,59.11,541.97,
300913,2,34.82,64.21,
300913,5,74.10,340.30,
300913,5,172.83,797.35,
300913,6,230.64,1257.85,
300913,2,24.46,43.40,
300913,2,290.12,520.60,
300913,6,159.28,896.44,
300913,4,12.91,45.00,
300914,5,106.20,401.61,
300914,5,146.68,600.92,
300914,4,47.30,147.20,
300915,1,553.35,435.21,
300915,4,94.85,299.75,
300915,2,105.31,174.40,
300915,3,399.42,873.83,
300915,6,337.68,1470.44,
300915,10,86.78,684.47,
300917,5,82.74,410.29,
300917,4,480.93,1826.70,
300917,3,225.50,621.09,
300917,3,88.80,245.59,
300917,3,8.09,22.27,
300917,6,250.80,1397.31,
300917,4,44.10,147.27,
300917,7,550.29,3606.15,
300917,3,72.77,200.75,
300917,5,193.93,899.94,
300918,3,31.05,74.21,
300918,5,256.56,929.27,
300918,6,128.38,622.77,
300918,5,295.47,1100.97,
300918,3,41.90,98.07,
300918,6,211.15,985.47,
300918,3,142.73,348.98,
300918,5,226.08,864.10,
300918,1,163.10,135.92,
300918,5,400.26,1416.34,
300918,2,73.32,119.29,
300918,4,121.54,374.67,
300918,4,216.69,689.72,
300918,1,141.77,118.88,
300921,3,79.29,194.09,
300921,3,473.79,1166.48,
300921,2,73.71,117.11,
300921,4,177.58,597.70,
300921,8,33.23,208.11,
300921,3,533.97,1330.55,
300923,4,104.45,310.54,
300923,2,122.60,190.10,
300923,6,139.92,658.20,
300923,9,143.03,984.35,
300923,6,31.52,143.28,
300923,5,299.88,1198.15,
300927,3,81.17,234.04,
300927,5,122.23,516.10,
300927,5,519.18,2446.69,
300928,3,18.67,43.05,
300928,2,108.09,153.52,
300928,5,19.33,72.23,
300928,3,181.10,406.53,
300928,4,235.68,735.12,
300928,4,19.46,55.52,
300928,4,437.22,1288.63,
300928,4,35.18,99.94,
300928,5,506.43,1898.75,
300928,4,26.33,74.46,
300928,4,59.17,181.58,
300930,6,145.31,648.35,
300930,2,433.86,657.63,
300930,4,33.20,97.45,
300930,1,22.03,15.97,
300932,6,65.39,315.42,
300932,4,383.88,1354.49,
300932,4,343.98,1038.10,
300932,2,108.44,174.02,
300932,4,498.78,1654.34,
300932,4,7.93,24.92,
300933,4,186.03,676.83,
300933,4,456.12,1613.13,
300933,4,13.60,48.00,
300933,3,34.29,95.99,
300934,2,29.80,42.34,
300934,4,481.95,1401.07,
300934,2,134.11,192.28,
300934,9,401.10,2596.73,
300934,5,169.84,614.29,
300934,5,34.25,133.49,
300934,4,56.36,152.35,
300934,4,312.48,1006.12,
300934,4,7.24,21.11,
300934,4,194.96,570.84,
300934,3,48.92,101.89,
300934,5,459.48,1697.11,
300935,7,341.78,1998.48,
300935,8,96.29,624.86,
300935,4,13.13,43.38,
300935,3,34.95,90.99,
300938,6,251.28,1249.87,
300938,4,289.17,825.42,
300938,4,30.72,97.87,
300938,3,144.55,341.72,
300938,6,60.63,290.83,
300939,7,35.77,196.73,
300939,4,420.84,1373.00,
300939,3,89.95,202.18,
300939,5,19.06,75.11,
300940,5,177.76,755.94,
300940,5,144.14,602.68,
300940,7,23.50,142.00,
300940,4,237.12,807.08,
300940,3,121.04,320.09,
300940,8,121.54,833.06,
300940,6,186.74,1023.31,
300940,5,143.94,656.93,
300940,4,195.57,648.54,
300941,3,136.62,335.42,
300941,4,62.95,223.87,
300941,3,18.70,50.08,
300941,5,262.80,1191.00,
300941,5,42.57,194.33,
300941,4,34.02,124.98,
300943,5,43.25,199.10,
300943,3,128.44,344.21,
300943,7,140.32,821.45,
300943,5,12.84,58.69,
300943,3,238.80,628.85,
300943,6,17.44,89.65,
300943,2,22.73,40.88,
300943,4,431.76,1541.62,
300943,3,429.24,1174.48,
300943,2,13.65,24.62,
300943,3,254.88,687.59,
300943,3,185.15,523.43,
300944,6,94.46,436.26,
300944,4,75.12,228.67,
300944,4,80.70,269.43,
300952,4,18.86,59.20,
300952,4,12.58,39.38,
300952,5,90.53,352.33,
300952,1,18.56,14.53,
300952,4,396.90,1253.85,
300952,3,516.63,1222.50,
300952,3,391.02,970.90,
300953,4,123.90,393.74,
300953,5,140.84,577.98,
300953,3,244.80,604.96,
300953,5,22.39,94.30,
300953,2,11.55,19.38,
300953,6,520.71,2613.62,
300955,4,7.98,28.83,
300955,5,165.09,710.22,
300955,5,31.45,136.07,
300955,7,208.08,1346.82,
300955,3,556.41,1428.12,
300955,3,90.82,232.20,
300955,6,144.25,769.81,
300958,9,35.74,269.79,
300958,3,124.61,318.13,
300958,4,23.02,83.30,
300958,3,308.70,801.55,
300958,4,45.18,157.59,
300958,1,34.42,28.70,
300958,2,243.60,421.16,
300959,3,79.60,209.62,
300959,2,66.67,123.46,
300959,3,119.18,334.41,
300959,6,30.20,159.30,
300959,3,35.18,97.33,
300959,5,150.33,647.29,
300959,4,560.49,2038.85,
300959,6,34.91,206.06,
300959,2,83.52,144.48,
300961,4,31.61,113.18,
300961,2,196.60,345.76,
300961,2,78.81,145.05,
300961,2,417.06,764.06,
300963,4,122.25,372.04,
300963,3,12.54,26.54,
300963,2,32.44,53.31,
300963,4,117.41,347.73,
300963,8,540.09,3491.35,
300966,4,33.10,119.94,
300966,4,190.08,678.40,
300966,3,17.84,50.27,
300966,4,167.20,630.00,
300966,5,162.45,784.02,
300966,8,59.96,428.37,
300970,5,41.90,163.91,
300970,5,18.54,71.38,
300970,3,425.04,1125.31,
300970,7,8.55,48.84,
300970,6,403.62,2080.03,
300970,9,119.86,823.21,
300970,3,305.24,752.99,
300970,7,140.98,810.68,
300970,4,65.70,219.56,
300970,1,11.35,9.07,
300972,7,291.69,1860.91,
300972,4,44.51,158.99,
300972,5,453.60,1829.19,
300972,1,200.08,173.05,
300972,5,191.88,851.98,
300972,3,74.18,194.16,
300972,3,12.99,34.63,
300973,3,34.49,70.07,
300973,5,11.73,38.57,
300973,6,7.59,36.55,
300974,2,553.86,898.13,
300974,4,229.68,759.69,
300974,3,142.03,338.54,
300974,3,18.23,43.74,
300974,2,42.03,65.21,
300975,2,298.62,466.98,
300975,4,240.24,792.17,
300975,2,30.29,48.16,
300975,5,254.88,902.80,
300976,4,305.87,892.33,
300976,5,46.67,176.93,
300977,4,521.73,1770.79,
300977,7,116.23,686.34,
300977,4,142.27,436.11,
300977,6,44.96,230.91,
300977,4,30.99,94.05,
300977,2,21.96,38.58,
300978,4,23.33,80.23,
300978,4,289.17,1042.89,
300978,7,45.63,273.58,
300978,2,306.18,527.31,
300978,2,161.88,304.07,
300978,5,71.12,307.52,
300978,3,220.80,578.85,
300978,4,468.69,1612.74,
300980,4,460.53,1468.85,
300980,4,241.92,692.29,
300980,2,177.23,268.61,
300980,3,59.11,144.54,
300980,6,41.54,211.45,
300980,4,31.32,99.80,
300980,5,326.66,1346.59,
300980,8,90.14,622.94,
300980,4,463.59,1581.37,
300980,9,221.40,1565.49,
300982,5,207.67,913.90,
300982,7,23.93,137.57,
300982,4,182.51,626.74,
300982,3,43.11,106.71,
300982,2,8.44,14.55,
300984,4,35.08,130.71,
300984,5,525.81,2409.39,
300985,8,128.83,886.52,
300985,1,525.30,445.35,
300985,5,310.91,1236.66,
300985,4,11.94,40.10,
300985,4,391.02,1276.64,
300985,2,99.74,168.86,
300985,5,41.54,182.53,
300985,3,34.58,82.93,
300985,4,244.80,799.24,
300985,4,32.77,106.70,
300985,3,12.64,30.87,
300986,7,202.54,1112.56,
300986,4,31.32,104.33,
300986,7,210.33,1307.86,
300986,2,13.45,21.63,
300988,5,146.83,681.36,
300988,3,494.70,1302.09,
300988,5,303.03,1385.57,
300988,5,531.93,2430.07,
300988,2,152.91,284.03,
300988,5,126.26,573.61,
300988,2,546.21,1058.60,
300988,2,122.60,202.52,
300988,2,119.65,222.47,
300993,4,161.74,519.01,
300993,4,486.03,1572.99,
300993,2,111.86,173.71,
300993,5,460.53,1896.21,
300996,3,545.19,1563.58,
300996,4,404.88,1525.56,
300997,2,19.33,32.48,
300997,8,188.67,1277.07,
300997,6,57.77,268.76,
300997,4,131.87,440.49,
300997,3,300.20,741.16,
301000,1,314.69,247.20,
301000,5,8.23,31.60,
301000,5,12.25,49.15,
301000,1,98.50,75.10,
301000,2,12.94,20.68,
301000,5,150.02,569.13,
301000,7,88.70,493.54,
301002,4,239.04,858.89,
301002,7,65.64,400.95,
301002,5,128.57,560.14,
301002,5,285.39,1417.78,
301002,2,12.95,23.51,
301002,6,307.13,1711.83,
301002,2,64.48,115.53,
301002,7,22.08,152.09,
301002,5,34.78,170.39,
301004,3,30.76,77.59,
301004,6,17.51,86.00,
301004,4,189.38,660.27,
301004,8,202.34,1291.97,
301004,4,188.32,628.18,
301004,7,102.05,581.85,
301005,5,499.80,2271.52,
301005,4,155.65,557.89,
301005,3,332.64,884.17,
301005,4,139.66,461.04,
301005,3,459.48,1218.49,
301006,3,17.60,40.18,
301006,1,29.77,23.00,
301006,4,119.77,323.07,
301006,5,169.84,654.13,
301006,3,18.81,41.21,
301006,4,48.20,142.66,
301006,2,66.37,104.95,
301006,6,433.44,1850.35,
301006,5,175.47,633.95,
301007,6,118.83,629.35,
301007,8,97.82,741.74,
301007,5,23.45,99.62,
301007,4,342.09,1291.33,
301007,3,35.81,99.42,
301007,3,461.55,1187.38,
301012,3,56.49,135.05,
301012,7,257.28,1399.51,
301012,4,533.46,1678.87,
301012,4,108.32,338.25,
301012,3,140.90,332.73,
301012,4,484.50,1533.12,
301012,3,19.21,46.10,
301012,2,123.19,199.78,
301012,7,62.59,336.38,
301012,3,24.05,54.37,
301012,4,57.58,177.62,
301015,4,174.94,592.44,
301015,3,22.58,56.37,
301015,4,129.21,441.05,
301015,1,424.62,331.76,
301015,7,140.90,854.31,
301015,7,18.61,113.23,
301015,5,16.60,68.10,
301015,1,186.21,157.90,
301015,6,17.53,83.12,
301015,6,45.09,222.18,
301015,4,24.89,83.81,
301015,5,13.54,55.93,
301015,4,419.58,1449.48,
301015,2,56.18,92.98,
301015,4,71.59,239.56,
301016,5,32.11,125.43,
301016,1,232.80,174.31,
301016,5,246.00,929.70,
301016,7,440.58,2365.08,
301016,3,46.71,111.49,
301016,4,7.40,22.63,
301016,2,113.75,182.20,
301016,7,130.68,713.58,
301017,4,463.59,1827.12,
301017,4,126.85,440.54,
301017,1,24.19,22.11,
301017,3,488.58,1295.59,
301017,4,128.57,452.39,
301017,5,338.31,1569.41,
301017,3,31.12,81.80,
301017,4,61.67,215.06,
301018,4,556.41,1619.96,
301018,4,71.59,231.94,
301018,4,82.03,245.49,
301018,8,114.11,668.29,
301018,8,23.78,152.17,
301018,6,24.00,108.84,
301018,5,74.97,270.56,
301018,5,140.32,541.68,
301018,3,8.02,17.61,
301018,2,94.75,142.72,
301018,3,96.96,236.59,
301019,1,47.07,43.34,
301019,2,30.03,52.98,
301019,3,59.48,155.84,
301019,5,446.46,1981.44,
301019,4,24.14,81.58,
301019,8,217.92,1416.42,
301019,8,95.23,639.96,
301019,2,472.77,811.48,
301019,4,246.96,870.70,
301021,4,207.46,671.62,
301021,2,19.46,29.02,
301021,1,22.15,16.40,
301021,2,18.41,28.97,
301021,4,164.01,503.68,
301021,4,214.84,641.69,
301021,3,31.78,74.23,
301021,2,215.05,330.72,
301021,4,193.25,611.40,
301021,4,12.29,40.88,
301024,5,481.44,1920.97,
301024,3,303.03,694.86,
301024,2,120.95,202.10,
301024,1,62.10,47.06,
301024,3,141.37,324.83,
301024,4,293.58,883.81,
301024,10,193.52,1509.83,
301024,2,127.09,188.24,
301024,3,17.91,45.18,
301024,3,147.14,362.48,
301025,2,16.70,26.64,
301025,3,518.16,1184.19,
301025,1,104.45,80.89,
301025,3,180.22,417.76,
301025,2,71.12,115.50,
301025,5,144.10,578.31,
301025,3,86.50,201.49,
301025,7,220.99,1343.81,
301025,2,231.60,353.66,
301025,6,30.39,150.45,
301025,5,88.13,347.76,
301025,4,114.11,341.08,
301030,5,296.73,1276.95,
301030,5,225.30,1077.61,
301030,4,128.27,471.79,
301030,5,488.07,2208.28,
301030,1,110.57,96.57,
301030,8,13.09,94.47,
301030,3,74.89,217.86,
301030,5,36.10,172.70,
301030,6,78.26,417.44,
301034,3,441.84,1033.02,
301034,3,502.86,1097.04,
301034,4,22.39,73.34,
301035,3,256.08,683.31,
301035,4,22.63,79.24,
301035,3,118.83,313.13,
