invoice_id,customer_id,placed_at_utc,delivery_slot,grand_total,paid_total,declared_items,campaign_ref,order_status
308134,1587,2025-07-05T11:47:44Z,,3333.89,,11,LUX-R6,paid
308136,1589,2025-07-10T12:04:35Z,,2559.01,,4,NONE,shipped
308138,1591,2025-07-03T07:55:14Z,,1485.03,1485.03,7,NONE,paid
308139,1592,2025-07-10T10:29:37Z,,2923.62,,5,LUX-R6,paid
308147,1600,2025-07-16T06:05:07Z,,2042.96,,4,,pending_hold
308148,1601,2025-07-01T06:08:04Z,,1752.75,1752.75,7,LUX-R6,paid
308151,1603,2025-07-14T18:36:12Z,,2507.42,,6,NONE,canceled
308152,1604,2025-07-02T11:57:24Z,,2527.94,2527.94,7,NONE,paid
308156,1609,2025-07-21T09:47:17Z,,3712.82,,6,LUX-R6,paid
308157,1609,2025-07-12T12:48:22Z,,1640.48,,4,RAMADAN-BUNDLE,paid
308158,1610,2025-07-09T13:34:47Z,,2991.46,,3,LUX-R6,canceled
308164,1619,2025-07-06T14:15:53Z,,3319.56,,8,NONE,pending_hold
308166,1621,2025-07-05T14:30:04Z,,1225.59,1225.59,2,NONE,shipped
308177,1634,2025-07-15T09:46:40Z,,1349.62,1349.62,6,,paid
308178,1634,2025-07-11T10:22:59Z,,5287.1,,8,NONE,paid
308180,1635,2025/07/22 11:16,,4440.7,4440.70,8,,paid
308185,1639,2025-07-25T11:23:51Z,,1466.08,1466.08,3,RAMADAN-BUNDLE,shipped
308186,1640,2025-07-25T06:40:39Z,,2674.27,2674.27,6,LUX-R6,paid
308194,1650,2025-07-27T09:38:59Z,,5321.26,,10,LUX-R6,paid
308195,1650,2025-07-06T14:03:52Z,,4006.91,,9,WINTER-FLYER,paid
308199,1655,2025-07-21T06:39:26Z,,3252.74,,4,RAMADAN-BUNDLE,shipped
308201,1661,2025-07-26T15:59:31Z,,1645.71,,7,NONE,shipped
308206,1669,2025-07-02T08:48:41Z,,5833.01,,7,LUX-R6,paid
308207,1671,2025-07-15T09:20:56Z,,4312.04,,10,,paid
308210,1676,2025-07-13T10:05:58Z,,3436.38,3436.38,5,NONE,shipped
308213,1676,2025-07-01T10:42:11Z,,4491.5,,11,,paid
308214,1676,2025-07-16T12:00:04Z,,2556.58,,8,LUX-R6,shipped
308216,1679,2025-07-21T09:46:07Z,,3917.84,3917.84,9,,shipped
308222,1685,2025-07-09T06:36:18Z,,305.84,,3,LUX-R6,paid
308227,1698,2025-07-02T11:10:57Z,,6325.09,6325.09,8,NONE,paid
308229,1701,2025-07-13T09:15:10Z,,2950.78,,7,,canceled
308232,1705,2025-07-12T13:09:42Z,,4545.07,4545.07,10,WINTER-FLYER,paid
308235,1705,2025-07-25T09:13:52Z,,4100.05,4100.05,10,NONE,paid
308239,1713,2025/07/11 08:42,,3461.31,3461.31,6,RAMADAN-BUNDLE,paid
308243,1720,2025-07-14T11:47:45Z,,845.93,,4,RAMADAN-BUNDLE,paid
308244,1720,2025-07-20T06:42:30Z,,4878.65,4878.65,7,LUX-R6,canceled
308255,1731,2025-07-15T10:32:12Z,,3094.16,3094.16,5,RAMADAN-BUNDLE,pending_hold
308260,1737,2025-07-21T11:26:42Z,,9026.48,,10,WINTER-FLYER,paid
308262,1738,2025-07-20T14:29:47Z,,1725.86,1725.86,7,RAMADAN-BUNDLE,paid
308263,1746,2025-07-18T11:12:13Z,,4246.3,4246.30,8,NONE,paid
308266,1750,2025-07-19T14:26:46Z,,5213.45,5213.45,9,WINTER-FLYER,paid
308267,1752,2025-07-01T11:13:14Z,,7616.91,,12,,paid
308269,1753,2025-07-11T09:31:47Z,,2713.8,2713.80,4,NONE,paid
308274,1757,2025-07-22T08:01:51Z,,2801.87,,7,,paid
308276,1762,2025-07-06T06:41:40Z,,4850.73,,11,WINTER-FLYER,canceled
308277,1765,2025/07/08 16:33,,2974.55,,8,,shipped
308279,1767,2025-07-04T06:30:05Z,,7592.02,,13,RAMADAN-BUNDLE,paid
308288,1774,2025-07-24T14:59:08Z,,1482.04,,3,WINTER-FLYER,pending_hold
308289,1774,2025-07-13T07:27:26Z,,3643.72,,13,NONE,canceled
308290,1776,2025-07-12T08:18:10Z,,3537.79,3537.79,3,NONE,paid
308295,1780,2025-07-19T13:04:05Z,,2522.08,,6,RAMADAN-BUNDLE,paid
308298,1781,2025-07-21T07:23:38Z,,8812.27,8812.27,10,LUX-R6,paid
308300,1789,2025-07-19T08:28:10Z,,1523.82,1523.82,2,WINTER-FLYER,pending_hold
308306,1795,2025-07-05T11:05:13Z,,5375.21,5375.21,7,,paid
308311,1802,2025-07-21T10:50:36Z,,2196.22,2196.22,4,RAMADAN-BUNDLE,canceled
308314,1804,2025-07-14T11:38:34Z,,11284.29,,14,NONE,canceled
308319,1816,2025-07-04T07:37:22Z,,2483.12,,3,RAMADAN-BUNDLE,paid
308325,1832,2025-07-25T13:00:34Z,,3350.19,,7,LUX-R6,paid
308327,1835,2025-07-13T11:14:02Z,,4759.36,4759.36,9,LUX-R6,shipped
308328,1837,2025-07-22T06:51:42Z,,3132.58,,13,NONE,pending_hold
308332,1857,2025-07-19T09:31:13Z,,1394.42,,7,,paid
308335,1859,2025-07-13T08:11:51Z,,3148.1,3148.10,6,LUX-R6,paid
308343,1875,2025-07-04T07:22:35Z,,1254.04,1254.04,2,RAMADAN-BUNDLE,pending_hold
308346,1876,2025-07-26T06:41:03Z,,2187.95,,5,RAMADAN-BUNDLE,paid
308348,1879,2025-07-16T11:05:04Z,,3362.41,,15,RAMADAN-BUNDLE,paid
308358,1892,2025-07-15T11:39:11Z,,3119.84,,9,RAMADAN-BUNDLE,pending_hold
308362,1901,2025-07-22T12:43:01Z,,3670.2,,8,RAMADAN-BUNDLE,paid
308366,1904,2025-07-21T10:20:35Z,,2486.65,2486.65,6,,paid
308369,1913,2025/07/28 14:47,,1577.56,,6,NONE,pending_hold
308372,1918,2025-07-12T11:20:02Z,,8337.51,,13,,paid
308374,1926,2025/07/27 13:05,,2620.42,,5,NONE,paid
308377,1933,2025-07-24T14:20:52Z,,7717.27,,15,LUX-R6,pending_hold
308382,1938,2025-07-15T12:23:29Z,,2287.03,2287.03,6,LUX-R6,shipped
308386,1945,2025-07-28T09:19:35Z,,3758.75,,10,RAMADAN-BUNDLE,canceled
308387,1945,2025-07-02T11:21:12Z,,2761.47,,6,LUX-R6,canceled
308389,1947,2025-07-19T08:16:39Z,,1271.92,,4,LUX-R6,canceled
308391,1947,2025-07-18T06:58:37Z,,1442.62,1442.62,6,,paid
308394,1951,2025-07-07T08:30:56Z,,2466.62,2466.62,7,,pending_hold
308397,1952,2025-07-08T12:03:34Z,,4326.28,4326.28,6,RAMADAN-BUNDLE,pending_hold
308400,1953,2025-07-10T06:12:49Z,,3189.02,3189.02,8,RAMADAN-BUNDLE,paid
308402,1958,2025/07/20 11:37,,4186.83,,5,NONE,canceled
308409,1961,2025-07-01T08:09:14Z,,3067.88,,7,,canceled
308410,1962,2025-07-02T09:01:46Z,,6484.11,6484.11,14,NONE,shipped
308411,1962,2025-07-23T14:41:39Z,,2665.47,,4,,paid
308416,1965,2025-07-14T07:44:58Z,,6623.21,,7,NONE,paid
308417,1968,2025-07-21T06:57:17Z,,4540.48,,5,NONE,canceled
308418,1968,2025/07/09 15:29,,1788.35,,5,NONE,pending_hold
308437,1998,2025-07-27T09:34:20Z,,5021.0,,9,RAMADAN-BUNDLE,paid
308439,2002,2025-07-26T13:38:10Z,,2021.72,,4,,paid
308442,2012,2025-07-16T15:16:11Z,,1579.46,,6,RAMADAN-BUNDLE,paid
308444,2012,2025-07-10T12:51:35Z,,2627.52,,10,LUX-R6,paid
308445,2012,2025-07-27T14:12:23Z,,3215.73,,9,RAMADAN-BUNDLE,paid
308448,2014,2025-07-21T15:18:20Z,,2782.41,,6,NONE,paid
308450,2021,2025-07-19T15:18:52Z,,5712.41,,10,,paid
308453,2026,2025-07-19T13:04:03Z,,2432.28,,10,RAMADAN-BUNDLE,paid
308455,2030,2025-07-05T09:13:16Z,,1371.32,,6,LUX-R6,paid
308456,2031,2025-07-09T12:39:01Z,,4332.8,4332.80,6,,paid
308462,2041,2025-07-09T06:14:40Z,,4386.94,4386.94,5,LUX-R6,pending_hold
308463,2044,2025/07/11 12:16,,2281.29,2281.29,8,WINTER-FLYER,paid
308466,2046,2025-07-10T09:58:20Z,,144.42,,3,LUX-R6,canceled
308468,2049,2025-07-02T14:35:39Z,,1277.01,,2,NONE,pending_hold
308469,2051,2025-07-23T06:57:34Z,,8488.58,8488.58,13,,paid
308477,2058,2025-07-01T06:53:40Z,,2406.75,2406.75,4,RAMADAN-BUNDLE,canceled
308481,2062,2025-07-06T08:51:24Z,,1823.97,1823.97,6,,paid
308490,2072,2025/07/11 09:05,,4328.07,4328.07,7,,paid
308493,2073,2025-07-05T06:08:51Z,,4781.41,4781.41,8,WINTER-FLYER,paid
308496,2074,2025-07-04T12:29:18Z,,1835.54,1835.54,4,LUX-R6,shipped
308498,2079,2025-07-12T10:21:11Z,,2813.76,2813.76,11,NONE,shipped
308502,2087,2025-07-20T14:39:26Z,,5362.07,,8,NONE,paid
308515,2101,2025-07-26T08:02:56Z,,2483.12,2483.12,2,,paid
308517,2104,2025-07-15T14:06:10Z,,4690.84,,8,WINTER-FLYER,canceled
308522,2112,2025-07-17T14:34:04Z,,5037.59,5037.59,9,WINTER-FLYER,shipped
308523,2115,2025-07-22T06:52:45Z,,7255.03,7255.03,12,NONE,pending_hold
308524,2117,2025-07-22T06:31:43Z,,883.36,883.36,3,RAMADAN-BUNDLE,paid
308525,2117,2025-07-13T11:23:06Z,,10490.54,10490.54,13,LUX-R6,paid
308527,2119,2025-07-19T10:40:56Z,,951.93,951.93,4,WINTER-FLYER,canceled
308531,2123,2025-07-03T15:28:28Z,,1570.91,1570.91,5,,canceled
308536,2140,2025-07-22T10:16:20Z,,1765.76,1765.76,5,RAMADAN-BUNDLE,paid
308537,2140,2025/07/08 15:38,,1294.24,,6,,paid
308539,2141,2025-07-28T11:05:07Z,,2782.44,,6,WINTER-FLYER,paid
308540,2142,2025-07-22T12:40:06Z,,1220.84,,6,LUX-R6,pending_hold
308549,2154,2025-07-26T07:12:10Z,,3278.54,,5,,shipped
308552,2156,2025-07-05T10:29:46Z,,4467.59,4467.59,8,,paid
308553,2156,2025-07-20T17:58:24Z,,5999.52,5999.52,7,NONE,paid
308555,2165,2025-07-10T11:09:42Z,,3978.69,,5,NONE,paid
308557,2169,2025-07-10T17:22:37Z,,4359.59,4359.59,7,LUX-R6,paid
308560,2177,2025-07-10T11:31:39Z,,755.11,,5,WINTER-FLYER,paid
308561,2179,2025-07-02T14:05:22Z,,5371.19,5371.19,4,RAMADAN-BUNDLE,shipped
308564,2180,2025-07-14T08:57:03Z,,540.84,,3,NONE,paid
308566,2185,2025-07-21T08:55:36Z,,4440.62,,13,NONE,shipped
308570,2189,2025-07-01T10:41:02Z,,5487.5,,13,WINTER-FLYER,paid
308576,2199,2025-07-13T12:37:54Z,,3251.59,3251.59,10,NONE,paid
308578,2200,2025-07-05T06:56:55Z,,2239.45,2239.45,6,LUX-R6,paid
308587,2216,2025-07-19T16:48:50Z,,5023.95,,15,NONE,paid
308594,2231,2025-07-15T07:39:33Z,,2672.69,,7,WINTER-FLYER,paid
308595,2233,2025-07-04T09:02:01Z,,4744.42,,6,LUX-R6,paid
308606,2238,2025-07-02T06:54:26Z,,2982.98,,4,LUX-R6,pending_hold
308612,2246,2025-07-15T07:22:04Z,,940.65,940.65,2,RAMADAN-BUNDLE,pending_hold
308613,2247,2025-07-16T12:38:57Z,,1763.09,,7,,pending_hold
308615,2247,2025-07-20T06:47:28Z,,3413.6,,8,NONE,canceled
308625,2255,2025-07-13T06:55:54Z,,2751.96,,7,NONE,canceled
308626,2255,2025-07-03T07:46:00Z,,2765.74,,7,NONE,shipped
308627,2259,2025-07-10T12:29:11Z,,5957.95,5957.95,12,NONE,paid
308631,2268,2025/07/17 10:59,,1990.4,,6,,canceled
308638,2273,2025-07-22T10:49:54Z,,981.86,981.86,5,RAMADAN-BUNDLE,paid
308639,2273,2025-07-13T09:48:36Z,,908.79,908.79,5,NONE,pending_hold
308641,2278,2025-07-27T10:52:12Z,,3585.39,3585.39,8,RAMADAN-BUNDLE,paid
308643,2279,2025-07-14T07:20:35Z,,5215.85,5215.85,11,LUX-R6,paid
308645,2284,2025-07-10T07:01:42Z,,2986.57,,3,RAMADAN-BUNDLE,canceled
308650,2289,2025/07/20 08:49,,2447.88,,5,,paid
308651,2290,2025-07-15T12:33:27Z,,3679.96,,8,,shipped
308659,2301,2025-07-07T11:57:22Z,,4197.57,4197.57,9,NONE,pending_hold
308665,2315,2025-07-15T07:05:18Z,,2711.12,,7,LUX-R6,pending_hold
308666,2319,2025-07-09T09:33:04Z,,3444.55,3444.55,8,RAMADAN-BUNDLE,paid
308667,2322,2025-07-13T08:22:54Z,,2227.49,2227.49,5,LUX-R6,canceled
308669,2323,2025-07-24T09:56:05Z,,3528.23,3528.23,10,LUX-R6,paid
308672,2326,2025-07-05T11:17:25Z,,5997.89,5997.89,9,RAMADAN-BUNDLE,paid
308675,2327,2025-07-27T09:43:58Z,,5612.41,5612.41,10,RAMADAN-BUNDLE,paid
308679,2333,2025-07-08T12:37:01Z,,2710.18,,7,NONE,paid
308682,2334,2025-07-05T13:45:20Z,,3067.28,,5,RAMADAN-BUNDLE,canceled
308684,2335,2025-07-17T08:32:58Z,,1422.36,,6,WINTER-FLYER,paid
308685,2336,2025-07-24T09:33:31Z,,8520.96,,9,,canceled
308686,2337,2025-07-08T11:25:56Z,,2782.43,,6,RAMADAN-BUNDLE,pending_hold
308689,2339,2025-07-03T06:39:03Z,,5197.85,5197.85,14,,paid
308694,2346,2025-07-09T18:19:14Z,,2375.41,,6,RAMADAN-BUNDLE,shipped
308700,2350,2025-07-08T09:13:19Z,,7635.24,,8,LUX-R6,pending_hold
308701,2351,2025-07-21T11:31:50Z,,1213.57,1213.57,3,RAMADAN-BUNDLE,paid
308703,2353,2025-07-08T06:22:52Z,,3761.83,,9,NONE,pending_hold
308704,2355,2025-07-09T07:00:09Z,,2493.25,,8,NONE,paid
308711,2362,2025-07-06T13:19:28Z,,2385.46,,6,WINTER-FLYER,canceled
308713,2362,2025-07-21T10:55:25Z,,2002.77,,7,NONE,paid
308714,2364,2025-07-21T11:11:46Z,,4517.33,,8,LUX-R6,pending_hold
308715,2364,2025-07-04T08:38:29Z,,6205.05,6205.05,10,NONE,paid
308717,2368,2025-07-21T10:18:30Z,,1402.7,,5,,paid
308720,2371,2025-07-15T10:10:00Z,,4849.69,,6,NONE,pending_hold
308724,2375,2025-07-23T11:52:07Z,,1531.39,,5,NONE,canceled
308725,2375,2025-07-28T07:03:52Z,,3617.47,3617.47,10,NONE,paid
308728,2379,2025-07-17T17:21:25Z,,982.6,982.60,3,WINTER-FLYER,pending_hold
308732,2381,2025-07-01T10:24:53Z,,3103.98,3103.98,7,WINTER-FLYER,shipped
308733,2382,2025-07-17T07:31:12Z,,3486.21,3486.21,5,WINTER-FLYER,canceled
308734,2384,2025-07-20T11:31:50Z,,5041.09,,6,LUX-R6,paid
308746,2395,2025-07-13T07:14:10Z,,4881.1,,10,LUX-R6,paid
308748,2395,2025/07/16 08:51,,2256.51,,6,WINTER-FLYER,paid
308750,2398,2025-07-12T12:05:29Z,,2862.57,2862.57,4,WINTER-FLYER,canceled
308751,2399,2025-07-22T08:09:35Z,,2906.98,2906.98,4,RAMADAN-BUNDLE,paid
308752,2399,2025-07-25T13:18:43Z,,5510.11,5510.11,7,LUX-R6,paid
308755,2400,2025-07-12T06:10:16Z,,8488.56,8488.56,13,NONE,paid
308758,2401,2025-07-01T10:12:34Z,,4959.31,,5,NONE,paid
308761,2402,2025-07-15T13:41:17Z,,2222.71,,10,NONE,paid
308762,2402,2025-07-01T06:44:46Z,,1923.53,,5,NONE,pending_hold
308763,2406,2025-07-17T10:12:02Z,,10070.04,10070.04,15,NONE,shipped
308766,2413,2025-07-19T12:19:50Z,,4668.37,,9,LUX-R6,paid
308770,2416,2025-07-04T14:13:10Z,,2255.45,,7,,paid
308772,2418,2025/07/14 15:21,,4512.47,,10,NONE,canceled
308773,2419,2025-07-08T15:34:04Z,,6978.69,6978.69,13,WINTER-FLYER,pending_hold
308775,2420,2025-07-22T09:41:12Z,,5247.85,5247.85,8,LUX-R6,shipped
308778,2427,2025-07-22T10:12:59Z,,4880.25,,15,NONE,paid
308782,2428,2025-07-06T14:42:49Z,,2128.44,,8,,paid
308783,2429,2025-07-03T13:59:05Z,,5750.08,,7,NONE,shipped
308790,2430,2025-07-24T07:20:53Z,,3983.06,3983.06,10,,paid
308791,2431,2025-07-21T08:45:12Z,,7184.31,,15,,pending_hold
308792,2433,2025-07-07T12:38:14Z,,6177.0,,11,NONE,paid
308808,2455,2025-07-15T13:21:37Z,,2633.47,2633.47,7,NONE,paid
308822,2485,2025/07/21 18:03,,4244.56,,7,RAMADAN-BUNDLE,paid
308823,2488,2025/07/01 08:53,,1988.95,1988.95,3,WINTER-FLYER,paid
308824,2488,2025-07-02T13:18:50Z,,1112.76,,5,LUX-R6,shipped
308825,2489,2025-07-16T11:41:22Z,,6087.91,,10,NONE,pending_hold
308828,2490,2025-07-24T08:24:50Z,,2648.84,2648.84,8,WINTER-FLYER,pending_hold
308830,2493,2025-07-20T06:28:46Z,,3689.19,3689.19,9,RAMADAN-BUNDLE,canceled
308835,2519,2025-07-04T12:39:06Z,,4653.34,4653.34,9,NONE,paid
308836,2520,2025-07-22T07:11:21Z,,4390.67,,5,RAMADAN-BUNDLE,shipped
308845,2541,2025-07-03T10:20:37Z,,854.71,,3,RAMADAN-BUNDLE,shipped
308847,2544,2025-07-25T14:02:05Z,,3255.06,,9,,pending_hold
308848,2545,2025-07-10T09:14:23Z,,8198.98,8198.98,10,LUX-R6,canceled
308853,2556,2025-07-20T13:02:37Z,,2403.14,2403.14,10,LUX-R6,paid
308854,2560,2025-07-15T06:31:26Z,,2474.13,,5,LUX-R6,paid
308855,2562,2025-07-14T10:58:22Z,,1748.82,,5,NONE,pending_hold
308859,2565,2025-07-17T06:05:42Z,,3303.01,3303.01,8,RAMADAN-BUNDLE,canceled
308863,2575,2025-07-10T09:24:18Z,,1896.87,1896.87,3,RAMADAN-BUNDLE,pending_hold
308865,2575,2025-07-21T11:27:11Z,,5206.39,5206.39,12,NONE,paid
308868,2576,2025-07-18T08:36:26Z,,3339.33,3339.33,5,RAMADAN-BUNDLE,shipped
308872,2585,2025-07-15T13:25:47Z,,6975.09,6975.09,15,,paid
308874,2586,2025-07-05T12:59:02Z,,1632.12,1632.12,7,,paid
308882,2595,2025-07-28T11:13:20Z,,2267.35,2267.35,6,,pending_hold
308883,2595,2025-07-24T12:35:28Z,,2891.56,2891.56,4,NONE,paid
308889,2603,2025-07-05T13:09:09Z,,2354.84,2354.84,4,NONE,shipped
308894,2608,2025/07/16 16:15,,1857.46,1857.46,6,LUX-R6,paid
308895,2608,2025-07-25T08:33:37Z,,3588.09,3588.09,10,LUX-R6,pending_hold
308899,2609,2025-07-08T09:07:56Z,,2570.07,2570.07,6,RAMADAN-BUNDLE,pending_hold
308901,2612,2025-07-13T15:41:33Z,,5461.73,5461.73,8,NONE,canceled
308904,2616,2025-07-10T10:58:25Z,,6197.55,,12,WINTER-FLYER,paid
308905,2617,2025-07-21T10:23:03Z,,952.14,952.14,6,WINTER-FLYER,canceled
308907,2618,2025-07-26T09:21:01Z,,5779.74,,9,NONE,canceled
308908,2620,2025-07-21T11:22:22Z,,6257.95,,12,NONE,paid
308911,2622,2025-07-13T10:00:19Z,,3375.79,,4,,paid
308912,2622,2025-07-25T11:41:52Z,,3227.41,,9,NONE,shipped
308918,2630,2025-07-22T12:51:26Z,,2998.59,,6,LUX-R6,paid
308919,2631,2025-07-17T06:12:11Z,,3669.06,3669.06,5,NONE,paid
308928,2644,2025-07-28T08:38:12Z,,4229.37,4229.37,7,NONE,paid
308930,2646,2025-07-06T09:13:17Z,,2876.84,,8,LUX-R6,paid
308931,2647,2025-07-10T10:24:16Z,,1607.85,1607.85,4,,paid
308932,2648,2025-07-21T09:28:34Z,,6809.13,,10,WINTER-FLYER,paid
308934,2648,2025-07-01T11:06:38Z,,7866.36,7866.36,7,NONE,canceled
308936,2649,2025-07-01T11:28:53Z,,1657.7,,4,NONE,paid
308938,2650,2025-07-18T08:24:42Z,,1300.52,1300.52,3,NONE,pending_hold
308940,2651,2025-07-01T15:47:40Z,,1816.67,1816.67,7,,paid
308944,2656,2025/07/15 17:43,,633.86,,3,RAMADAN-BUNDLE,paid
308945,2658,2025/07/15 13:03,,2855.76,,6,WINTER-FLYER,shipped
308948,2663,2025-07-06T07:56:09Z,,2612.05,2612.05,6,WINTER-FLYER,shipped
308949,2664,2025-07-21T11:56:32Z,,4576.09,4576.09,10,,paid
308951,2669,2025-07-15T07:52:04Z,,1459.45,1459.45,7,NONE,paid
308952,2675,2025-07-03T11:43:27Z,,2085.44,,6,WINTER-FLYER,canceled
308956,2683,2025-07-12T13:13:32Z,,3486.47,3486.47,3,WINTER-FLYER,paid
308959,2690,2025-07-28T07:04:23Z,,3535.91,,11,LUX-R6,canceled
308963,2695,2025-07-13T08:02:20Z,,2443.53,2443.53,5,,shipped
308964,2696,2025-07-05T11:57:47Z,,3191.86,3191.86,8,LUX-R6,canceled
308968,2703,2025-07-28T07:24:15Z,,3985.68,,6,WINTER-FLYER,paid
308974,2726,2025-07-21T12:37:02Z,,2692.38,2692.38,11,NONE,paid
308975,2726,2025-07-01T09:39:19Z,,3899.99,,10,RAMADAN-BUNDLE,paid
308976,2726,2025-07-26T11:41:59Z,,1591.07,,9,LUX-R6,shipped
308978,2729,2025-07-23T14:08:25Z,,1401.72,,2,,shipped
308983,2738,2025-07-28T11:16:33Z,,1249.15,1249.15,3,RAMADAN-BUNDLE,shipped
308985,2739,2025-07-15T10:12:46Z,,5645.49,5645.49,11,RAMADAN-BUNDLE,shipped
308988,2746,2025-07-17T06:15:43Z,,1375.9,1375.90,2,,shipped
308993,2751,2025-07-13T09:45:14Z,,2732.88,,10,RAMADAN-BUNDLE,pending_hold
308994,2752,2025-07-05T09:46:45Z,,3917.92,,7,LUX-R6,paid
308996,2754,2025-07-27T09:40:13Z,,3295.31,3295.31,8,RAMADAN-BUNDLE,paid
308997,2755,2025-07-12T09:56:00Z,,3562.62,,4,,paid
309010,2769,2025-07-25T07:56:29Z,,3519.11,,8,NONE,pending_hold
309011,2769,2025-07-13T12:11:46Z,,6134.93,,11,RAMADAN-BUNDLE,shipped
309018,2776,2025-07-06T11:37:16Z,,6178.78,,8,LUX-R6,shipped
309019,2779,2025-07-01T11:20:23Z,,3164.73,,4,WINTER-FLYER,canceled
309020,2779,2025-07-24T10:43:32Z,,2074.77,2074.77,7,LUX-R6,paid
309022,2780,2025-07-15T13:44:15Z,,5995.23,,12,NONE,pending_hold
309026,2785,2025-07-14T07:44:10Z,,6132.45,6132.45,10,NONE,paid
309032,2797,2025-07-13T11:02:28Z,,4215.83,,6,LUX-R6,shipped
309034,2804,2025-07-04T09:28:36Z,,2521.48,,7,NONE,paid
309036,2808,2025-07-23T08:07:01Z,,9473.33,,15,,pending_hold
309038,2815,2025-07-24T09:59:09Z,,5256.14,5256.14,8,LUX-R6,canceled
309039,2816,2025-07-01T12:08:41Z,,1798.48,1798.48,3,LUX-R6,canceled
309041,2820,2025-07-27T07:11:57Z,,2738.5,,7,LUX-R6,paid
309046,2823,2025-07-22T07:17:42Z,,7619.32,,11,WINTER-FLYER,paid
309048,2823,2025-07-12T06:23:31Z,,2384.61,2384.61,5,NONE,canceled
309051,2824,2025-07-05T12:05:21Z,,1481.52,,10,,paid
309060,1012,2025-08-05T10:53:10Z,,8125.97,,8,LUX-R6,paid
309064,1017,2025/08/01 08:51,,4917.68,4917.68,11,NONE,shipped
309065,1019,2025/08/09 12:26,,4322.08,,4,,canceled
309066,1019,2025-08-23T08:59:27Z,,7250.46,7250.46,9,RAMADAN-BUNDLE,paid
309072,1030,2025-08-04T10:26:32Z,,6202.07,,11,NONE,paid
309074,1034,2025-08-08T13:10:46Z,,1332.29,,3,,canceled
309077,1040,2025-08-05T09:45:32Z,,2320.3,2320.30,6,NONE,paid
309081,1046,2025-08-06T15:31:28Z,,2801.6,2801.60,4,RAMADAN-BUNDLE,canceled
309082,1047,2025-08-01T12:50:34Z,,3276.1,3276.10,9,LUX-R6,paid
309086,1049,2025-08-25T09:00:46Z,,1616.51,1616.51,6,NONE,paid
309093,1055,2025-08-03T11:53:44Z,,2388.78,2388.78,5,WINTER-FLYER,paid
309094,1056,2025-08-08T14:01:41Z,,5000.05,5000.05,7,NONE,paid
309099,1064,2025-08-13T12:49:50Z,,684.23,684.23,3,,paid
309102,1065,2025-08-17T08:37:18Z,,3640.14,3640.14,9,LUX-R6,canceled
309105,1069,2025/08/27 17:53,,8116.7,8116.70,7,,paid
309106,1070,2025-08-01T10:52:25Z,,3071.24,,10,NONE,shipped
309109,1076,2025-08-17T06:48:15Z,,2363.58,,6,,canceled
309110,1077,2025-08-19T09:43:04Z,,2122.74,2122.74,5,NONE,shipped
309114,1083,2025-08-26T10:21:20Z,,4239.73,,6,NONE,paid
309118,1084,2025-08-15T14:28:48Z,,5527.82,5527.82,8,LUX-R6,shipped
309121,1088,2025-08-22T09:51:59Z,,12233.29,,15,LUX-R6,pending_hold
309126,1100,2025-08-18T06:13:06Z,,3119.15,,4,NONE,shipped
309127,1100,2025-08-23T10:04:16Z,,2393.81,,3,,paid
309141,1123,2025-08-24T08:22:15Z,,3322.08,3322.08,12,NONE,shipped
309142,1125,2025-08-19T11:00:28Z,,2849.98,2849.98,8,WINTER-FLYER,canceled
309146,1132,2025-08-14T06:46:03Z,,3352.82,3352.82,4,WINTER-FLYER,shipped
309148,1137,2025-08-16T08:50:33Z,,2364.46,2364.46,6,LUX-R6,paid
309159,1160,2025-08-23T11:34:08Z,,2185.0,2185.00,3,RAMADAN-BUNDLE,shipped
309170,1177,2025-08-13T06:44:14Z,,2816.0,,7,WINTER-FLYER,pending_hold
309171,1177,2025-08-22T12:07:23Z,,1936.82,1936.82,6,,shipped
309173,1179,2025-08-01T11:54:52Z,,5105.71,,8,,shipped
309175,1183,2025/08/28 10:25,,3737.03,,7,LUX-R6,pending_hold
309178,1191,2025-08-25T10:35:38Z,,1035.19,,3,NONE,paid
309179,1192,2025-08-13T06:28:30Z,,7516.03,,15,LUX-R6,paid
309180,1192,2025-08-27T07:37:20Z,,8911.51,8911.51,12,WINTER-FLYER,paid
309181,1192,2025-08-22T06:09:31Z,,3706.69,3706.69,5,LUX-R6,paid
309183,1194,2025-08-21T08:03:37Z,,2249.3,2249.30,10,WINTER-FLYER,shipped
309185,1197,2025-08-02T16:57:27Z,,4299.39,4299.39,8,NONE,paid
309191,1211,2025-08-19T18:42:04Z,,6447.34,,8,NONE,paid
309192,1213,2025-08-14T11:08:29Z,,2949.48,2949.48,5,NONE,paid
309203,1226,2025-08-20T07:36:19Z,,6661.86,,11,WINTER-FLYER,paid
309208,1228,2025-08-01T10:26:39Z,,5942.8,,6,WINTER-FLYER,paid
309209,1228,2025-08-17T10:51:18Z,,1625.06,1625.06,3,NONE,pending_hold
309213,1232,2025-08-18T08:15:31Z,,2849.01,,7,NONE,paid
309215,1233,2025-08-05T11:19:07Z,,2625.38,,11,LUX-R6,canceled
309217,1236,2025-08-28T06:49:39Z,,1738.17,1738.17,5,,paid
309220,1241,2025-08-11T12:08:20Z,,3479.94,3479.94,3,LUX-R6,canceled
309222,1241,2025-08-01T14:13:45Z,,2421.96,2421.96,2,NONE,pending_hold
