alias_id,account_name,branch_id,supplier_code
A51407,angel faisal Main Road,707,9
A51408,angel faisal br.2,733,20
A51409,PY/Angel Faisal409,733,20
A51410,ANGEL FAISAL,739,12
A51411,EL Angel Faisal Station St.,739,12
A51412,PH Angel Fasal 6th Zone,742,16
A51413,Angel Faisal,742,16
A51414,el Angel Faisal,776,10
A51415,EL TOURATH SMOUHA 04,715,12
A51416,el tourath smouha Main Road,719,17
A51417,EL el tourah smouha,719,17
A51418,el tourath smouha Branch 1,736,10
A51419,el El Tourath Smouha Station St.,744,8
A51420,El-El Tourath Smouha,744,8
A51421,El Hkoama,703,9
A51422,El Hokama Branch 2,707,10
A51423,PH El Hokama Mall,707,10
A51424,El HHokama,723,10
A51425,El Hokama,723,10
A51426,El-El oHkama,725,17
A51427,Ph/El Hokama (2),725,17
A51428,PH EL HKAMA,729,16
A51429,Ph/El Hokama Mall535,754,10
A51430,EL HOKAMA br.2,754,10
A51431,el El Hokama 6th Zone,756,11
A51432,Ph/EL HOKAMA Main Road,756,11
A51433,PH El Hokama (2),764,15
A51434,Ph/El Hokama179,764,15
A51435,E-sunrise-A,700,14
A51436,Ph/SUNRISE (2),700,14
A51437,Ph/Sunrise Station St.,724,12
A51438,Sunrise Mall,731,13
A51439,EL Sunrise Branch 2,736,11
A51440,Snurise Branch 2,753,17
A51441,PY/Sunrise,753,17
A51442,Ph/EL FARABY IMBABA 6th Zone,702,12
A51443,Ph/el faraby imbaba Mall833,718,10
A51444,el faraby imbaba Main Road,718,10
A51445,PY/EL FARABY IMBABA 04,724,13
A51446,EL El Faraby Imbaba,724,13
A51447,El-EL FARABY IMBABA 6th Zone,740,16
A51448,El Faraby Imbaba 6th Zone645,740,16
A51449,El Faraby Imbaba,741,13
A51450,El-El Faraby Imbaba 6th Zone471,741,13
A51451,Ph/EL FARABY IMBABA211,750,13
A51452,el faraby imbaba 04,760,10
A51453,EL FARABY IMBAAB br.2,760,10
A51454,Ph/EL FARABYIMBABA,774,14
A51455,PH El Faraby Imbaba (2),774,14
A51456,el zahraa square105,717,11
A51457,El Zahraa Square,717,11
A51458,el El Zahraa Square Main Road,721,17
A51459,EL El Zahraa Square Branch 2416,721,17
A51460,Ph/el zahraa square537,724,14
A51461,El Zahraa Square 011,724,14
A51462,Ph/el zahraa square-A,741,14
A51463,Ph/El Zahraa Square 6th Zone,745,17
A51464,PY/el zahraa square Mall500,745,17
A51465,EL ZAHRAA SQUARE Brancch 2,761,15
A51466,PY/El Zahraa Square 04,761,15
A51467,PH El Zahraa Square 6th Zone,762,16
A51468,PY/el zahraa square 011327,765,13
A51469,al amal Branch 2,702,13
A51470,El-al amal,707,11
A51471,Al Amal Branch 1,707,11
A51472,AL AMAL Station St.,716,13
A51473,PY/AL AMAL,723,11
A51474,PY/Al Amal,723,11
A51475,Al Amal-A,725,18
A51476,EL AL AMAL-A,725,18
A51477,al amal Branch 1,728,13
A51478,AL AMAL,753,18
A51479,PY/Al Amal 04,765,14
A51480,health gate 6th Zone,710,9
A51481,El-Health Gate,710,9
A51482,EL health gate Station St.,719,18
A51483,EL Health Gate 04,745,18
A51484,PH Health Gate br.2,745,18
A51485,PH BLUE WAVE Mall,702,14
A51486,Ph/lBue Wave Main Road,711,15
A51487,BULE WAVE 04,711,15
A51488,Ph/Blue Wave 6th Zone,752,11
A51489,Ph/Blue Wave,773,8
A51490,blue wave0 4,773,8
A51491,blue wave,777,21
A51492,el MIRA MARG,718,11
A51493,PH MIRA MARG Station St.,720,13
A51494,Ph/Mira Marg Main Road,720,13
A51495,mira marg 011,728,14
A51496,Mira Marg,728,14
A51497,El-mira marg,750,14
A51498,MIRA MARG,750,14
A51499,PY/mira marg Station St.,753,19
A51500,MIRA MARG Branch 1,753,19
A51501,Miraa Marg Mall,764,16
A51502,PY/Mira Marg Branch 1,764,16
A51503,PH Mira Mrag 011,769,16
A51504,EL MIRA MARG-A,770,9
A51505,MIRAMARG 04,770,9
A51506,EL golden care shubra Station St.,709,11
A51507,Ph/GOLDEN CARE SHUBRA Main Road547,728,15
A51508,el Golden Care Shubra br.2,728,15
A51509,El-Golen Care Shubra Station St.,738,14
A51510,golden care shubra br.2,748,16
A51511,PY/Golden Care Shubra (2)64,754,11
A51512,el Golden Care Shubra Branch 2,754,11
A51513,PH golden care shuubra 6th Zone,766,14
A51514,el Golden Care Shubra,773,9
A51515,el MIRA DOKKI219,709,12
A51516,EL MIRA DOKKI 6th Zone,709,12
A51517,mira dokki br.2,734,12
A51518,Ph/mira dokki 04,749,14
A51519,Mira Dokki 6th Zone,750,15
A51520,MIRA DOKKI756,750,15
A51521,el MIRA ODKKI 6th Zone992,751,18
A51522,EL Mira Dokki ranch 1,751,18
A51523,El-Mira Dokki-A,753,20
A51524,Ph/MIRA DOKKI,765,15
A51525,el Mira Dokki Station St.,765,15
A51526,Ph/mira dokki br.2,777,22
A51527,Mira Dokki 011,777,22
A51528,el star care br.2,706,16
A51529,PH Star Care 6th Zone,706,16
A51530,el Star Care 04,708,19
A51531,Ph/STAR CARE Main Road,710,10
A51532,PH Star Care Branc h1,710,10
A51533,El-star acre,751,19
A51534,El-Star Care Station St.,764,17
A51535,PY/Star Care145,776,11
A51536,Star Care (2),776,11
A51537,Pharma Plus Nozha 011,702,15
A51538,PH Pharma Plus Nozha br.2,709,13
A51539,El-Pharma PlusN ozha,709,13
A51540,phamra plus nozha 6th Zone443,714,12
A51541,El-PHARMA PLUS NOZHA (2),714,12
A51542,Pharma Plus Nozha 04,718,12
A51543,PH Pharma Plus Noha-A,731,14
A51544,PH pharma plus nozha-A,731,14
A51545,PHARMA PLUS NOZHA Branch 1,762,17
A51546,PHARMA PLUS NOZHA 011,777,23
A51547,el baraka Main Road,709,14
A51548,el El Baraka 04,710,11
A51549,PY/El Baraka Branch 2,752,12
A51550,ElB araka,758,15
A51551,el baraka 04,760,11
A51552,EL EL BARAKA,760,11
A51553,El Baraka Station St.,774,15
A51554,Ph/mira smouha,714,13
A51555,Ph/Mira Smouha 011,730,13
A51556,mira smouha-A,730,13
A51557,El-mira smouha,760,12
A51558,el mira smouha,760,12
A51559,EL El Shifa 6th Zone,707,12
A51560,El Shifa531,718,13
A51561,E lShifa Mall,742,17
A51562,EL SHIFA Branch 2,742,17
A51563,EL SHIFA 011,768,10
A51564,PH El Shifa Branch 2,768,10
A51565,Silver Care-A,700,15
A51566,Silver Care 011,700,15
A51567,PY/Silver Care (2),705,13
A51568,PY/SILVER CARE,719,19
A51569,El-SILVER CARE,750,16
A51570,Silver Care 04,750,16
A51571,Golden Care Smouha,724,15
A51572,GOLDEN CARE SMOUHA 04,724,15
A51573,golden care smouha Branch 1,739,13
A51574,glden care smouha,739,13
A51575,EL Gloden Care Smouha457,769,17
A51576,El-GOLDEN CARE SMOUHA Mall,769,17
A51577,PH Golden Care Smouha 6th Zone,773,10
A51578,Golden Care Smuoha,773,10
A51579,el faraby smouha (2),709,15
A51580,El Faraby Smouha br.2,709,15
A51581,el el faraby smouha 011,722,13
A51582,El-El Farab Smouha Branch 2,739,14
A51583,Ph/El Faraby Smouha 6th Zone,762,18
A51584,Ph/EL FARABY SMOUHA-A483,771,15
A51585,E lFaraby Smouha Main Road,771,15
A51586,El-MISR HELWAN 6th one,709,16
A51587,EL Msr Helwan,709,16
A51588,Ph/Misr Helwan (2),718,14
A51589,EL Misr Helwan,718,14
A51590,Ph/misr helwan,727,10
A51591,El-MISR HELWAN-A,727,10
A51592,MISR HELWAN br.2,756,12
A51593,Misr Helwan,756,12
A51594,Ph/MISR HELAWN Branch 1,757,8
A51595,El-Misr Helwan b.2,757,8
A51596,El-Misr Hewlan-A,761,16
A51597,EL Misr Helwan 04,770,10
A51598,el misr helwan br.2,770,10
A51599,Misr Helwan 04,774,16
A51600,el MISR HELWAN br.2,774,16
A51601,El-Misr 011,703,10
A51602,MISR (2),703,10
A51603,misr,707,13
A51604,Misr,707,13
A51605,PY/misr (2),713,11
A51606,el misr,717,12
A51607,PY/MISR Mall371,717,12
A51608,el Misr Main Road,733,21
A51609,PH MISR 04,733,21
A51610,Misr br.2,736,12
A51611,el El Zahraa AAgami br.2,705,14
A51612,El-EL ZAHRAA AGAMI,705,14
A51613,el El Zahraa Agami 011,709,17
A51614,EL ZAHRAA AGAMI Mall,709,17
A51615,EL el zahraa agami 011,753,21
A51616,El Zahraa Agami (2)59,755,12
A51617,El-el zahraa agami Mall,755,12
A51618,EL Al Amal Obour,704,15
A51619,El-Al Amal Obour,704,15
A51620,al amal obour-A,726,8
A51621,al amal obour Station St.,726,8
A51622,El-AlA mal Obour87,728,16
A51623,El-Al Amal Obour br.2,728,16
A51624,PH al amal obour,738,15
A51625,PH Al Amal Obour,738,15
A51626,PY/AL AMAL OBOUR Main Road920,748,17
A51627,el AL AMAL OBOUR-A,748,17
A51628,El-green leaf smouha 6th Zone,737,13
A51629,El-GREEN LEAF SMOUHA,742,18
A51630,green leaf smouha,742,18
A51631,PY/Green Leaf Smouha (2),763,14
A51632,PH Green Leaf Smouha-A,775,17
A51633,PH El Tourath Branch 2,703,11
A51634,PY/el tourath br.2,707,14
A51635,PY/El Tourath Station St.,707,14
A51636,Ph/EL TOURATH536,719,20
A51637,El-EL TOURATH Branch 2894,723,12
A51638,EL el tourath Branch 1,723,12
A51639,el el tourath,725,19
A51640,El-El Tourath Branch 1,725,19
A51641,el el tourath 011,753,22
A51642,elE L TOURATH,753,22
A51643,El oTurath-A,762,19
A51644,el turath,770,11
A51645,el family Branch 2853,709,18
A51646,el Family br.2,709,18
A51647,Family 011,716,14
A51648,El-Family Branch 2,716,14
A51649,el Family Branch 2,749,15
A51650,PY/family-A,774,17
A51651,Ph/Family Main Road,777,24
A51652,Slamtek (2),706,17
A51653,el Salamtek 011951,723,13
A51654,Salamtek 04,723,13
A51655,Salamtek 04,737,14
A51656,Salamtek 011,749,16
A51657,el Salamtek Main Road,767,12
A51658,Salamtek,775,18
A51659,PY/alpha phharma400,712,10
A51660,alpha pharma Main Road445,733,22
A51661,el alpha pharma Mall,733,22
A51662,EL Alha Pharma21,747,17
A51663,Alpha Pharma Mall262,750,17
A51664,Alpha Pharma-A754,750,17
A51665,El-Alpha Pharma Station St.,751,20
A51666,Alpha Pharma Branch 2,762,20
A51667,alpha pharma,762,20
A51668,alpha pharma Main Road,765,16
A51669,el El Hokama Smouha,724,16
A51670,PH El Hokama Smouha br.2,729,17
A51671,EL HOKAA SMOUHA,729,17
A51672,PH El Hokama Smouha 04,732,12
A51673,EL HOKAMA SMOUHA,732,12
A51674,Ph/El Hokama Smouha (2),746,10
A51675,PH EL HOKAMA SMOUHA,746,10
A51676,El Hokama Smouha br.2,748,18
A51677,DR MEDHAT FAISAL-A38,710,12
A51678,el dr medhat faisal Station St.872,710,12
A51679,EL DR MEDHAT FAISAL Main Road,730,14
A51680,PH Dr Medhat Faisal,775,19
A51681,PY/DR MEDHAT FAISAL 011,775,19
A51682,Ph/Union Pharm,722,14
A51683,PH union pharm-A,730,15
A51684,Union Pharm Branch 1,730,15
A51685,el Union Pharm Main Road,751,21
A51686,PH union pharm Main Road120,751,21
A51687,EL Union Pharm Branch 1,757,9
A51688,Union Phamr 6th Zone,757,9
A51689,EL Union Pharm (2),758,16
A51690,el Union Pharm Branch 2219,763,15
A51691,PY/union pharm 011579,763,15
A51692,EL El Faraby Smouha Main Road,708,20
A51693,Ph/El Faraby Smouha (2),708,20
A51694,PY/EL FARABY SMOUHA 6th Zone,726,9
A51695,El-EL FARABY SMOUHA br.2,739,15
A51696,EL El FarabySmouha br.2,739,15
A51697,Ph/EL FARABY SMOUHA 6th Zone,742,19
A51698,el El Faraby Smouha Main Road,742,19
A51699,PY/EL FARABY SMOUHA Main Road,764,18
A51700,PY/El Faraby Smouha 6th Zone,770,12
A51701,Ebn SinaS mouha (2),719,21
A51702,ebn sina smouha 011,719,21
A51703,PH EBN SINA SMOUHA Mall18,730,16
A51704,El-EBN SINA SMOUHAA Branch 2,730,16
A51705,PH ebn sina smouha,733,23
A51706,EBN SINA SMOUHA 6th Zone,733,23
A51707,PH Ebn ina Smouha-A,776,12
A51708,PH EBN SINA SMOUHA Main Road,776,12
A51709,el ELITE 04,701,10
A51710,el ELITE 6th Zone,705,15
A51711,EL Elite Branch 1,736,13
A51712,Ph/Elite,736,13
A51713,El-Elite 6th Zone,777,25
A51714,PH elite,777,25
A51715,el MISSR (2),720,14
A51716,el MIRS-A627,751,22
A51717,PY/Mis-A,765,17
A51718,EL Misr Mall,765,17
A51719,PY/misr br.2,766,15
A51720,PH MIS-A,766,15
A51721,LIFE LINE SMOUHA Branch 2,702,16
A51722,EL Life Line Smouha Stationn St.,716,15
A51723,PY/Life Line Smouha,716,15
A51724,PH Life Line Smouha,724,17
A51725,El-Life Line Smouha Station St.,748,19
A51726,Life Line Smouha Branch 2,748,19
A51727,Life Line Smouha (2),752,13
A51728,PY/LIFE LINE SMOUHA 04,759,11
A51729,life line smouha 6th Zone,769,18
A51730,el golden care br.2,715,13
A51731,Ph/Golden aCre Branch 1,719,22
A51732,Golden Care 6th Zone,729,18
A51733,El-golden care Branch 1,745,19
A51734,GOLDEN CARE 6th Zone,745,19
A51735,Ph/GOLEN CARE Station St.270,749,17
A51736,El-GOLDEN CCARE Station St.,773,11
A51737,Golden Caer 04,777,26
A51738,El Zahraa Haram Mall,718,15
A51739,El-el zahraa haram 6th Zone871,718,15
A51740,EL El Zahraa Haram 6th Zone,724,18
A51741,PY/El Zhraa Haram,724,18
A51742,Ph/El Zahraa Haram 6th Zone,752,14
A51743,EL El Zahraa Haram Main Road,752,14
A51744,EL ZAHRAA HARAM Mall192,767,13
A51745,El-El Zahraa Haram0 4736,767,13
A51746,EL Omega Branch 2,715,14
A51747,Omeg-A,715,14
A51748,Ph/OMEGA 04,720,15
A51749,PH Omega,720,15
A51750,Omega Branch 1234,722,15
A51751,EL OMEGA-A,759,12
A51752,OMEGA (2),759,12
A51753,el omega,767,14
A51754,el faraby rehab view 04,719,23
A51755,PY/El Faraby Rehab View Main Road,719,23
A51756,EL El Faraby Rehab View Branch 2,742,20
A51757,El Faraby Rehab View 04312,742,20
A51758,Ph/El Faraby Rehab View611,745,20
A51759,P/green leaf 011,700,16
A51760,Greenn Leaf,700,16
A51761,EL green leaf Branch 2,701,11
A51762,el green leaf 011,701,11
A51763,PH GREEN LEAFB ranch 2,702,17
A51764,PY/green leaf (2)680,702,17
A51765,EL Green Leaf509,721,18
A51766,GREEN EAF 04,721,18
A51767,El-GREEN LEAF (2),725,20
A51768,PH Green Lef-A,735,16
A51769,green leaf 011722,735,16
A51770,el GREEN LEAF br.2,762,21
A51771,Ph/green leaf Branch 180,773,12
A51772,EL green leaf br.2,773,12
A51773,Nile Care Station St.,725,21
A51774,PH Nile Care,735,17
A51775,El-Nile Care br.2,742,21
A51776,PY/NILE CARE Branch 2,742,21
A51777,nile care 011,762,22
A51778,PH Nile Care 2(),762,22
A51779,El-mira 011,712,11
A51780,el Mira 011,713,12
A51781,P HMira 04,717,13
A51782,MIRA-A,717,13
A51783,el mira (2),718,16
A51784,Mira,737,15
A51785,El-Mira Branch 1,737,15
A51786,PY/Mira-A,741,15
A51787,Ph/Mira Branch 1,771,16
A51788,el Mira,771,16
A51789,care 2 4seven obour 04,731,15
A51790,Care 24 Seven Obour-A,731,15
A51791,CARE 24 SEVEN OBOUR-A,736,14
A51792,PY/Care 24 Seven Obour,738,16
A51793,care 24 seven obour 6th Zone,738,16
A51794,PH Care 24 Seven Obour 04,739,16
A51795,care 24 seven obour,739,16
A51796,El-care 24 seven obour br.2,743,18
A51797,el care 24 seven obour Mall,772,11
A51798,PH Ebn Sina Smouha Branch 2,720,16
A51799,Ph/Ebn Sina Smouha,721,19
A51800,el EBN SINA SMOUHA Station St.,745,21
A51801,EL Ebn Sina Smouha,745,21
A51802,Ebn Sina Smouha 011,753,23
A51803,ENB SINA SMOUHA br.2,753,23
A51804,EL Ebn Sina Souha,777,27
A51805,el ebn sina smouha,777,27
A51806,PY/Family (2),706,18
A51807,PY/FAMILY 0458,711,16
A51808,PH Family 011,719,24
A51809,PH family,726,10
A51810,PY/Family Station St.,726,10
A51811,al onzha-A,701,12
A51812,PH al nozha (2)672,745,22
A51813,EL Al Nozha 6th Zone,745,22
A51814,Ph/Al Nozha 6th Zone,750,18
A51815,El-Al Nozha-A,759,13
A51816,PH AL NOZHA 6th Zone,759,13
A51817,Ph/Al Noha (2),760,13
A51818,el HEALTH GATE,710,13
A51819,el Health Gate 011,713,13
A51820,PH Health Gate Branch 1,713,13
A51821,health gate Main Road,716,16
A51822,EL health gate,722,16
A51823,El-health gate 04,729,19
A51824,health gate-A178,729,19
A51825,health gate Branch 2,768,11
A51826,Health Gate Branch 2,768,11
A51827,City Care Smouha,743,19
A51828,PY/city care smouha-A,743,19
A51829,EL City Care Smouha Main Road,746,11
A51830,PY/CITTY CARE SMOUHA (2)872,776,13
A51831,Ph/City Care Smouha Main Road,776,13
A51832,FAMILY SMOUHA Branch 1,706,19
A51833,EL Family Smouha (2),706,19
A51834,Ph/Family Smouha 04,760,14
A51835,Family Smouha Braanch 1,760,14
A51836,EL family smouh-aA,770,13
A51837,AL AMAL BANHA (2),736,15
A51838,Al Amal Banha815,739,17
A51839,PY/Al AAmal Banha Station St.,755,13
A51840,el Al Amal Banha Branch 1372,761,17
A51841,el Al Amal Banha 011,761,17
A51842,Ph/AL AMAL BANHA br.2,766,16
A51843,PY/Al Amal Banha-A,766,16
A51844,EL AL AMAL BANHA,771,17
A51845,PY/AAl Amal Banha 04,771,17
A51846,Ph/Sunrise Branch 1,704,16
A51847,sunnrise,717,14
A51848,Ph/Sunrise Mall,736,16
A51849,EL Sunrise 6th Zone,750,19
A51850,Ph/Bettter Life Smouha (2)799,715,15
A51851,Better Life Smouha 04872,715,15
A51852,BETTER LIFE SMOUHA Branch 1,724,19
A51853,better life smouha561,724,19
A51854,PH better life smouha Branch 2,736,17
A51855,better life smouha (2),736,17
A51856,BETTER LIFE SMOUHA br.2,747,18
A51857,PY/Betetr Life Smouha Station St.571,755,14
A51858,El-BETTER LLIFE SMOUHA (2),758,17
A51859,PY/Better Life Smouha 04,758,17
A51860,Ph/Better Life Smouha Branch 2,776,14
A51861,El-Seha First Marg Branch 1,700,17
A51862,SEHA FIRST MARG Main Road,700,17
A51863,seha first marg 011,705,16
A51864,EL SEHA FIRST MARG ain Road,705,16
A51865,PY/Seha First Marg 04,724,20
A51866,PH Seha First Marg Branch 1,724,20
A51867,SEHA FIRST MARG br.2,741,16
A51868,SEHA FIRST MARG 04779,754,12
A51869,EL SEHA FIRST MARG,769,19
A51870,SEHA FIRST MARG,769,19
A51871,Ph/seha first marg-A,770,14
A51872,Seha First Marg 011,770,14
A51873,el SEHA FIRST MARG Branch 2,774,18
A51874,Pharma Plus Square Branch 1,701,13
A51875,EL Pharma Plus Squae Branch 1,717,15
A51876,el Pharma Plus Square-A,719,25
A51877,El-pharma plus square MainRoad,719,25
A51878,el Pharma Plus Square Main Road,727,11
A51879,Pharma Plus Square,728,17
A51880,pharma plus square Branch 1176,728,17
A51881,Pharma Plus Square br.2,737,16
A51882,PY/PHARMA PLUS SQUARE Main Road719,741,17
A51883,Pharma Plus Square,741,17
A51884,Ph/Pharma Plus Square-A,775,20
A51885,pharma plus square 011,775,20
A51886,MISR DOKKI145,705,17
A51887,el MISR DOKKI,718,17
A51888,EL MISR DOKKI br.2,718,17
A51889,PY/Misr Dokki Main Road,736,18
A51890,El-misr dokki Station St.,736,18
A51891,Misr Dokki (2),737,17
A51892,El-Misr Dokki br.2,737,17
A51893,Misr Dokki bbr.2,753,24
A51894,Misr Dokki 04,753,24
A51895,el Misr Doki 04,757,10
A51896,Misr Dokki Mall,757,10
A51897,el Misr Dokki-A,777,28
A51898,Ph/elite Branch 2,704,17
A51899,Elite,704,17
A51900,Elite Mall,714,14
A51901,PH Elite Mall,718,18
A51902,Ph/Elite (2),754,13
A51903,ELITE Barnch 1,754,13
A51904,El-EILTE br.2295,774,19
A51905,elite Mall,774,19
A51906,El-seha first oct city Mall,723,14
A51907,Ph/Seha First Oct City805,723,14
A51908,SEHA FIRST OCTCITY,742,22
A51909,Seha First Oct City br.2710,763,16
A51910,PH Salamtek Smouha 011,700,18
A51911,elsalamtek smouha,707,15
A51912,PH Salamtek Smouha,709,19
A51913,salamtek smouha 04,709,19
A51914,el Salamtek Smouha 6th Zone,726,11
A51915,Ph/salamtek smouha Main Road925,741,18
A51916,Salamtek Smouha Main Road,744,9
A51917,EL Salamtek Smouha,762,23
A51918,EL LEITE SMOUHA 011,719,26
A51919,Ph/Elite Smouha 04,719,26
A51920,el elite smouha Station St.,720,17
A51921,el Elite Smouha 04,723,15
A51922,PY/elite smouha214,723,15
A51923,PH elite smouha (2),726,12
A51924,EL Elite Smouha,744,10
A51925,el Elite Smouha,756,13
A51926,Elite Smouha (2),763,17
A51927,EL Elite Smouha 011,763,17
A51928,Elite Smouha Branch 2,773,13
A51929,Ph/elite smouha Branch 1,773,13
A51930,Seha First Branch 2,731,16
A51931,EL seha first-A,731,16
A51932,EL seha first (2),733,24
A51933,PH seha first 04351,736,19
A51934,PH seha first Branch 2802,736,19
A51935,EL Seha First 011,748,20
A51936,Ph/seha first Station St.,748,20
A51937,EL HOPE IMBABA Main Road,720,18
A51938,el hope imbaba Branch 1,720,18
A51939,Hope mbaba Station St.,726,13
A51940,PY/Hope Imbaba-A911,726,13
A51941,EL Hope Imbaba,767,15
A51942,El-hope imbaba br.2,767,15
A51943,el GREEN LAEF AGAMI Branch 2,722,17
A51944,EL GREEN LEAF AGAMI br.2,722,17
A51945,EL Green Leaf Agami,725,22
A51946,el Green Leaf Agami Mall,748,21
A51947,PY/green leaf agami 04,748,21
A51948,El-green leaf agami-A,758,18
A51949,EL Green Leaf Agami,762,24
A51950,El-Green Leaf Agami (2),762,24
A51951,El-GREEN LEAF AGAMI Branch 1,765,18
A51952,PY/GREEN LEAF AGAMI 011,765,18
A51953,EL reen Leaf Smouha 04,701,14
A51954,EL Green Leaf Smouha,716,17
A51955,PH Green Leaf Smouha-A450,716,17
A51956,green leaf smouha Station St.,742,23
A51957,Green Leaf Smouha br.2,742,23
A51958,El-green lea smouha br.2,747,19
A51959,Ph/Green Leaf Smouha,747,19
A51960,PH GREEN LEFA SMOUHA,752,15
A51961,Ph/green leaf smouha,770,15
A51962,Green Lea Smouha 011,775,21
A51963,PH GREEN LEAF SMOUHA 011,777,29
A51964,PH Green Leaf Smouha,777,29
A51965,city care-A,721,20
A51966,El-City Care br.2,721,20
A51967,El-cit ycare 04,733,25
A51968,El-CITY CARE br.2,750,20
A51969,PH CITY CARE 011,764,19
A51970,Ph/City Care 6th Zone,764,19
A51971,el City Care,768,12
A51972,PY/CITY CARE Branch 2,769,20
A51973,CITY CARE 6th Zone,769,20
A51974,el Care 24 Seven Oct City 04,700,19
A51975,PH Care 24 Seven Oct City,700,19
A51976,El-Care 24 Seven Oct City Branch 1,707,16
A51977,Care 244 Seven Oct City-A,715,16
A51978,PY/Care 24 Seven Oct City 04,740,17
A51979,MISR OBOUR 04,720,19
A51980,Misr Obour br.2,721,21
A51981,Misr Obour-A,721,21
A51982,misr obour Station St.839,722,18
A51983,Ph/MISR OBOUR 011,722,18
A51984,PH misr obour br.2,774,20
A51985,PY/Misr bour (2),774,20
A51986,el GOLDEN CARE SMOUHA br.2,705,18
A51987,GOLDEN CARE SMOUHA,705,18
A51988,Golden Care Smuoha (2),708,21
A51989,GOLDEN CARE SMOUHA,718,19
A51990,GOLDEN CARE SMOUHA-A,718,19
A51991,Ph/golden care smouha 011,720,20
A51992,El-Golden Care Smouha Branch 1,756,14
A51993,PY/GOLDEN CARE SMOUHA,756,14
A51994,El-Golden Care Smouha,760,15
A51995,PH golden care smouha 011,760,15
A51996,golden care smouha 04,773,14
A51997,Ph/El Nasr Main Road,727,12
A51998,PH el nasr 011,727,12
A51999,el el nasr 011,739,18
A52000,EL el nasr Branch 2,748,22
A52001,el E lNasr Mall,748,22
A52002,El-el nasr (2),768,13
A52003,Ph/Ebn Sina Dokki Branch 1,711,17
A52004,Ph/Ebn Sina Dokki (2),721,22
A52005,Ph/ebn sina dokki 011692,721,22
A52006,El-EBN SINA DOKKI 04,724,21
A52007,Ebn Sina Dokki (2)677,724,21
A52008,PY/elite zayed-A,702,18
A52009,Elite Zayed Branch 1,702,18
A52010,Elite Zayed 04,721,23
A52011,el Elite Zayed,731,17
A52012,Ph/Elite Zayed 011,746,12
A52013,PH ELITE ZAYED-A,753,25
A52014,El-ELITE ZAYED Station St.812,753,25
A52015,PY/elite zzayed Mall,761,18
A52016,Ph/Elite Zayed-A,761,18
A52017,Ph/elite zayed Station St.,766,17
A52018,Ph/elite zayed,766,17
A52019,Life Line 011,711,18
A52020,Life Line br.2,711,18
A52021,PY/LIFE LINE 011,765,19
A52022,EL Life Line Mall,766,18
A52023,PYLife Line-A,766,18
A52024,e lLife Line,768,14
A52025,EL ANGEL776,716,18
A52026,El-Angel Branch 2,731,18
A52027,ANGEL04,731,18
A52028,PH Angel,760,16
A52029,PH aangel507,769,21
A52030,ANGEL Branch 1,769,21
A52031,El-Angel Branch 2,703,12
A52032,PH Angel-A,703,12
A52033,El-Angel 011819,720,21
A52034,angel,720,21
A52035,EL angel,735,18
A52036,Ph/AL AMAL ZAYED Branch 2,703,13
A52037,Ph/AL AMAL ZAYED Branch 1284,710,14
A52038,PH AL AMAL ZAYED br.2,726,14
A52039,Ph/Al Amal Zayed Branch 1,738,17
A52040,El-AL AMAL ZAYED Station St.157,738,17
A52041,Ph/Al Amal Zayed,743,20
A52042,Ph/al amal zayed,760,17
A52043,El-al amal zayed (2),764,20
A52044,Ph/Al Amal Zayed,774,21
A52045,el Salamtek Smouha Station St.,746,13
A52046,PH salamtek smouha br.2,746,13
A52047,PH SALAMTEK SMOUHA Branch 2,754,14
A52048,EL SALAMTEK SMOUHA 6th Zone,761,19
A52049,el salamtek smouha 011,761,19
A52050,PY/Salamtek Smouha,770,16
A52051,Salamtek Smouha Station St.583,770,16
A52052,PY/El Faraby Main Road,702,19
A52053,EL ELFARABY Main Road,702,19
A52054,el EL FARABY (2)248,705,19
A52055,el faraby Station St.691,708,22
A52056,PH el faraby Branch 2,723,16
A52057,PY/El Faraby (2),723,16
A52058,el faraby,755,15
A52059,EL FARBAY-A,755,15
A52060,EL EL FARABY-A,766,19
A52061,EL FARABY Mall,766,19
A52062,Ph/El Faraby,771,18
A52063,PY/Care 24 Seven Marg,704,18
A52064,PH Care 24 Seven Marg Branch 1,704,18
A52065,PY/care 24 seven marg Branch 1,709,20
A52066,Care 24 Seven Marg (2),709,20
A52067,Ph/Care 24 Seven Marg,732,13
A52068,Ph/CARE 24 SEVEN MARG Branch 1,737,18
A52069,Ph/Carre 24 Seven Marg,737,18
A52070,PH Care 24 Seven Marg 6th Zone,740,18
A52071,CARE 24 SEVEN MARG br.2,753,26
A52072,El-care 24 seven marg Station St.,767,16
A52073,care 24 seven marg-A,777,30
A52074,Care 24 Seven Marg 6th Zone384,777,30
A52075,Ph/Seha First Marg Station St.,713,14
A52076,Ph/Seha First Marg br.2,719,27
A52077,EL SEHA FIRST MARG 04,722,19
A52078,PY/Seha First Marg Branch 1620,729,20
A52079,EL SEHA FIRST MARG-A,734,13
A52080,el Seha First Marg (2),740,19
A52081,Ph/seha first marg,758,19
A52082,Seha First Marg 6th Zone,758,19
A52083,El-Seha First Marg Main Road,763,18
A52084,el Seha First Marg-A,763,18
A52085,Ph/Better Life Imbaba,708,23
A52086,el Better Life Imbaba 011,732,14
A52087,Better Life Imbaba Station St.,758,20
A52088,PH better life imbaba,758,20
A52089,Ph/Union PharmS mouha,701,15
