invoice_line_id,invoice_id,quantity,unit_price_input,line_total,tax_regime_flag
5473,302721,2,110.68 EGP,198.10,
5474,302724,6,60.39,280.26,
5475,302724,5,165.68,632.55,
5476,302724,1,97.63,77.87,
5477,302724,5,58.13,235.61,
5478,302729,6,161.74,800.99,
5479,302729,8,420.00,3012.74,
5480,302729,7,94.94,607.59,
5481,302729,6,12.59,65.78,
5482,302729,8,115.99,820.39,
5483,302729,3,42.39,121.62,
5484,302729,4,19.46,71.45,
5485,302729,6,283.82,1518.53,
5486,302731,4,92.06,269.65,
5487,302731,4,56.12,163.94,
5488,302731,7,8.34,42.58,
5489,302731,5,222.22,861.96,
5490,302731,4,19.28,56.19,
5491,302731,7,31.42,155.11,
5492,302731,3,305.55,643.57,
5493,302731,3,48.96,115.95,
5494,302731,3,224.16,510.44,
5495,302731,4,18.94,61.61,
5496,302731,2,24.65,35.61,
5497,302731,2,42.12,63.06,
5498,302731,9,167.20,1152.01,
5499,302731,7,215.05,1097.39,
5500,302731,4,16.79,50.12,
5501,302735,2,189.01,277.73,
5502,302735,6,200.49,912.76,
5503,302735,3,173.54,386.85,
5504,302735,2,448.98,732.49,
5505,302735,2,555.90,837.46,
5506,302735,5,101.47,387.04,
5507,302735,3,19.13,43.14,
5508,302740,4,238.08,834.05,
5509,302740,7,100.80,587.57,
5510,302740,5,159.46,650.50,
5511,302740,2,95.71,148.22,
5512,302741,6,125.20,642.03,
5513,302741,9,45.59 EGP,363.03,
5514,302741,3,173.01,467.78,
5515,302741,6,46.98,242.96,
5516,302741,5,344.30,1586.13,
5517,302741,4,91.87,327.58,
5518,302743,4,184.45,573.29,
5519,302743,7,34.25,183.67,
5520,302743,5,544.68,2187.14,
5521,302743,6,459.90,2312.76,
5522,302743,5,32.04 EGP,127.66,
5523,302743,6,36.14,174.66,
5524,302743,4,8.24,24.77,
5525,302747,4,208.49,668.73,
5526,302747,4,88.70,302.17,
5527,302747,3,121.19,300.67,
5528,302747,3,172.13,411.78,
5529,302747,1,47.12,39.02,
5530,302749,6,17.86,90.18,
5531,302749,6,451.50,2320.54,
5532,302749,2,102.34,190.22,
5533,302749,1,30.62,26.01,
5534,302749,4,113.87,395.25,
5535,302749,4,16.61,60.15,
5536,302749,5,302.40,1272.85,
5537,302749,4,156.71,527.75,
5538,302749,5,298.94,1240.32,
5539,302752,3,7.93,20.27,
5540,302752,3,559.98,1329.42,
5541,302752,11,11.74,113.32,
5542,302752,7,99.74,599.59,
5543,302752,7,314.69,1881.75,
5544,302752,6,119.30,652.23,
5545,302752,4,184.10,593.80,
5546,302752,3,381.78,1023.06,
5547,302753,7,437.22,2724.76,
5548,302753,1,456.96,413.05,
5549,302753,5,192.02,859.89,
5550,302753,6,106.67,555.03,
5551,302753,3,225.50,649.12,
5552,302753,6,7.80,44.36,
5553,302753,2,59.78,106.45,
5554,302755,2,214.84,341.10,
5555,302755,4,120.25,387.93,
5556,302755,7,94.18,536.48,
5557,302755,3,75.91,190.18,
5558,302755,3,314.69,759.93,
5559,302755,3,41.36,103.69,
5560,302761,3,42.66,94.41,
5561,302761,3,171.78,381.47,
5562,302761,4,16.92,47.07,
5563,302761,7,139.00,721.16,
5564,302761,3,389.76,891.93,
5565,302761,8,318.47,1965.57,
5566,302768,1,214.43,168.71,
5567,302768,5,132.53,516.73,
5568,302768,4,139.52,459.60,
5569,302768,5,46.40,185.80,
5570,302768,3,105.60,251.62,
5571,302768,6,175.47,874.75,
5572,302768,3,7.71,19.34,
5573,302784,1,198.65 EGP,185.00,
5574,302784,3,85.64,247.32,
5575,302784,6,118.94,650.99,
5576,302784,4,23.93,80.53,
5577,302784,5,396.06,1685.17,
5578,302784,3,446.04,1232.84,
5579,302784,9,436.80,3931.20,
5580,302784,5,59.54,267.17,
5581,302784,5,32.67,139.04,
5582,302790,5,392.70,1686.66,
5583,302790,3,190.96 EGP,543.57,
5584,302790,5,23.52,110.58,
5585,302790,5,522.75,2334.10,
5586,302790,3,8.18,21.34,
5587,302790,4,436.38,1540.87,
5588,302790,5,17.98,82.15,
5589,302790,4,34.95,129.57,
5590,302795,5,33.59,151.92,
5591,302795,4,143.94,512.50,
5592,302795,4,11.73,40.02,
5593,302795,3,46.53,131.13,
5594,302795,6,32.87,173.34,
5595,302795,3,8.21,21.85,
5596,302795,2,21.82,41.01,
5597,302795,6,41.94,232.83,
5598,302795,7,198.24,1257.80,
5599,302795,4,13.00 EGP,45.11,
5600,302795,4,17.75,65.82,
5601,302795,4,155.95,562.28,
5602,302795,1,431.34,394.30,
5603,302799,5,209.92,928.13,
5604,302799,4,245.52,876.43,
5605,302799,4,91.01 EGP,331.97,
5606,302799,5,95.62 EGP,440.06,
5607,302799,4,140.90,505.92,
5608,302799,4,317.52,1195.44,
5609,302799,5,7.92,37.50,
5610,302804,2,12.76,19.72,
5611,302804,6,96.19,415.40,
5612,302804,8,13.23,73.31,
5613,302804,7,109.74,604.18,
5614,302804,5,199.88,810.05,
5615,302806,7,240.48,1280.01,
5616,302806,2,308.70,452.16,
5617,302806,2,12.79,18.57,
5618,302806,5,71.28,277.89,
5619,302807,5,124.02,496.22,
5620,302807,3,29.83,71.32,
5621,302807,1,16.67,14.31,
5622,302807,4,515.10,1771.99,
5623,302807,2,62.59,108.34,
5624,302807,9,325.40,2756.79,
5625,302807,3,16.27,40.48,
5626,302810,4,160.66,480.61,
5627,302810,5,204.59,812.12,
5628,302810,6,8.33,44.81,
5629,302810,3,317.84,784.88,
5630,302810,4,122.72,396.20,
5631,302810,3,42.35,99.33,
5632,302811,6,21.77,121.47,
5633,302811,5,46.53,215.00,
5634,302811,6,231.36,1263.47,
5635,302811,4,131.47,525.88,
5636,302811,6,86.69 EGP,483.13,
5637,302811,5,26.02,126.59,
5638,302811,5,231.36,1106.64,
5639,302812,3,141.64,354.44,
5640,302812,2,101.66,154.48,
5641,302812,6,143.34,660.76,
5642,302812,4,8.50,27.15,
5643,302812,2,129.10,229.08,
5644,302812,6,145.01,695.78,
5645,302812,1,31.65,27.06,
5646,302812,3,229.92,566.75,
5647,302812,2,97.25,170.91,
5648,302815,5,129.36,475.24,
5649,302815,5,144.41,542.63,
5650,302815,5,7.76,29.23,
5651,302815,1,430.92 EGP,298.89,
5652,302815,5,8.11 EGP,32.89,
5653,302817,3,8.11,19.88,
5654,302817,3,47.12,120.44,
5655,302817,4,86.35,309.13,
5656,302817,3,296.73,767.66,
5657,302817,4,332.96,1166.48,
5658,302817,5,133.85,594.33,
5659,302817,5,120.48,548.85,
5660,302817,4,261.60,877.21,
5661,302817,4,132.92,474.51,
5662,302818,5,116.70,445.27,
5663,302818,6,414.54,2001.83,
5664,302818,6,205.62,930.67,
5665,302818,8,120.83 EGP,749.08,
5666,302818,3,8.40,19.79,
5667,302818,4,191.31,585.83,
5668,302818,6,98.40,445.78,
5669,302818,6,393.12 EGP,1916.65,
5670,302818,6,49.32,233.83,
5671,302818,2,541.62,851.09,
5672,302820,7,56.91,325.56,
5673,302820,2,18.95,26.33,
5674,302820,4,99.94,313.17,
5675,302820,4,13.41 EGP,40.77,
5676,302820,4,18.61,58.92,
5677,302820,5,92.06,362.91,
5678,302820,5,190.78,695.69,
5679,302820,5,147.59,604.91,
5680,302825,5,247.44,995.28,
5681,302825,3,165.83,388.27,
5682,302825,2,17.10,28.96,
5683,302825,5,144.01,592.59,
5684,302825,3,190.61,455.10,
5685,302830,1,44.69,40.10,
5686,302830,3,48.38,134.18,
5687,302830,3,84.70,229.81,
5688,302830,1,129.09,119.26,
5689,302830,4,162.03,591.43,
5690,302830,1,510.51,465.11,
5691,302830,4,342.09,1226.09,
5692,302830,4,25.63,93.45,
5693,302830,4,131.34 EGP,487.77,
5694,302830,5,125.20,597.22,
5695,302830,3,49.32,131.75,
5696,302830,2,542.13,978.44,
5697,302830,1,301.14,278.17,
5698,302830,2,41.94,75.50,
5699,302844,4,289.80,963.98,
5700,302844,5,34.72,148.88,
5701,302844,5,131.08,580.90,
5702,302844,4,140.90,501.39,
5703,302844,4,18.05,66.61,
5704,302844,6,401.52,2166.16,
5705,302844,6,26.04,141.96,
5706,302844,11,35.61,331.36,
5707,302844,1,75.20,64.75,
5708,302844,7,35.41,229.35,
5709,302844,5,419.16,1979.14,
5710,302844,6,222.48 EGP,1136.10,
5711,302844,3,94.56,254.72,
5712,302844,2,76.38,137.16,
5713,302844,3,175.47,453.28,
5714,302849,5,109.62,524.12,
5715,302849,4,31.38,110.81,
5716,302849,3,133.58,353.79,
5717,302849,2,12.90,23.52,
5718,302849,6,57.58,321.73,
5719,302849,8,8.29,59.64,
5720,302849,6,64.84,352.41,
5721,302849,3,299.57,813.89,
5722,302850,6,148.96,735.69,
5723,302850,5,11.60,47.84,
5724,302850,5,41.22,177.60,
5725,302858,7,420.42,2188.08,
5726,302858,1,169.84,128.14,
5727,302858,4,34.68,99.74,
5728,302858,7,234.24,1299.10,
5729,302864,3,81.80,180.37,
5730,302864,2,158.93,219.99,
5731,302869,7,166.85,944.93,
5732,302869,3,57.83,145.77,
5733,302869,2,170.37,289.45,
5734,302869,3,219.56,602.91,
5735,302869,3,234.72,599.71,
5736,302869,7,32.64,193.69,
5737,302869,4,24.50,81.93,
5738,302869,5,12.60,55.98,
5739,302869,4,19.04,67.58,
5740,302869,8,178.11,1226.83,
5741,302869,3,190.61,463.82,
5742,302869,5,190.78,794.11,
5743,302873,6,156.41,807.38,
5744,302873,4,526.32,1920.09,
5745,302873,4,256.56,980.73,
5746,302873,5,220.38,937.48,
5747,302873,6,247.44,1302.99,
5748,302873,8,144.25,993.68,
5749,302873,4,187.37,625.75,
5750,302878,3,42.44,107.53,
5751,302878,2,18.11,33.16,
5752,302878,3,505.41,1297.82,
5753,302878,6,30.23,163.94,
5754,302878,4,308.07,1080.71,
5755,302881,4,442.26,1592.06,
5756,302881,6,325.40,1818.93,
5757,302881,1,102.34,95.05,
5758,302881,7,559.47,3482.15,
5759,302881,5,396.90,1761.90,
5760,302882,4,403.20,1538.62,
5761,302882,3,72.53,210.15,
5762,302882,3,155.34,439.17,
5763,302882,4,184.27,705.31,
5764,302882,6,259.44,1415.77,
5765,302882,6,318.78,1810.96,
5766,302882,9,17.23,137.54,
5767,302882,4,19.60,73.09,
5768,302882,7,451.50,2943.48,
5769,302882,1,175.82,151.67,
5770,302882,6,97.63,550.75,
5771,302882,4,11.75 EGP,39.95,
5772,302882,4,228.48,875.03,
5773,302883,4,78.81,266.31,
5774,302883,4,86.78 EGP,312.16,
5775,302883,3,88.32,233.71,
5776,302883,3,55.63,144.31,
5777,302883,4,140.60,520.56,
5778,302883,3,242.88,638.98,
5779,302883,2,71.59,125.56,
5780,302884,3,261.84,713.97,
5781,302884,1,83.68,71.02,
5782,302884,5,450.24,1774.61,
5783,302884,4,121.18,442.03,
5784,302884,5,211.56,901.02,
5785,302884,3,125.27,326.38,
5786,302884,8,63.50 EGP,471.21,
5787,302884,2,303.66,540.39,
5788,302884,4,128.62,501.33,
5789,302884,3,241.68,673.51,
5790,302897,2,45.23,76.00,
5791,302897,3,124.61,336.13,
5792,302897,6,220.56,1083.21,
5793,302897,5,140.05,588.91,
5794,302897,5,33.23,138.67,
5795,302897,4,126.72,437.16,
5796,302897,3,74.97,194.12,
5797,302897,4,178.11,624.50,
5798,302905,6,237.36,1092.04,
5799,302905,2,527.85,789.20,
5800,302905,3,226.32,570.72,
5801,302905,7,23.35,130.67,
5802,302905,5,89.18,371.62,
5803,302905,6,108.21,577.95,
5804,302914,4,63.20,227.78,
5805,302914,3,222.72,561.74,
5806,302914,5,94.27,441.63,
5807,302914,5,112.93,481.11,
5808,302914,4,47.25,180.26,
5809,302914,5,47.57,203.13,
5810,302914,1,48.33,42.63,
5811,302916,4,49.41,159.74,
5812,302916,6,24.22,114.12,
5813,302916,4,25.66,84.48,
5814,302916,3,128.27,327.47,
5815,302916,3,80.93,193.57,
5816,302916,1,133.98,117.87,
5817,302919,4,8.28,23.43,
5818,302919,7,474.30,2584.99,
5819,302919,5,486.54,1632.92,
5820,302919,7,33.53,166.40,
5821,302919,2,8.42,12.95,
5822,302920,5,49.32 EGP,197.21,
5823,302920,3,30.72,74.75,
5824,302920,7,61.37,336.87,
5825,302920,4,324.14,1076.44,
5826,302920,4,76.22,243.75,
5827,302920,2,222.24,346.16,
5828,302920,4,13.23,43.78,
5829,302920,3,136.36,337.14,
5830,302926,5,59.90,251.08,
5831,302926,5,478.38,2075.37,
5832,302926,6,8.18,39.89,
5833,302926,4,25.27,92.10,
5834,302926,3,16.76,43.61,
5835,302926,4,97.63,310.46,
5836,302926,3,90.91,244.69,
5837,302929,9,23.74,173.45,
5838,302929,5,8.19,35.32,
5839,302929,2,146.53,251.86,
5840,302929,4,204.59 EGP,685.11,
5841,302929,3,19.08,52.28,
5842,302929,4,145.62,477.06,
5843,302929,5,7.98,36.29,
5844,302929,2,223.04,391.28,
5845,302930,5,84.70,338.03,
5846,302930,7,24.91,145.95,
5847,302930,4,82.19,252.64,
5848,302930,5,531.93,2279.37,
5849,302931,6,220.58,1007.62,
5850,302931,5,13.11,51.64,
5851,302931,2,213.61,338.91,
5852,302931,4,34.82,98.75,
5853,302931,6,332.96,1349.01,
5854,302931,6,33.36,133.13,
5855,302931,4,35.67,110.18,
5856,302931,3,164.16,382.10,
5857,302931,4,559.47,1643.03,
5858,302931,7,460.02 EGP,2528.64,
5859,302931,4,260.16,714.38,
5860,302931,6,43.16,181.33,
5861,302936,6,157.62,797.21,
5862,302936,6,98.11,541.31,
5863,302936,3,153.37,396.60,
5864,302936,7,12.31,76.49,
5865,302936,4,142.03,491.75,
5866,302936,4,221.52,812.52,
5867,302936,2,137.28,250.18,
5868,302936,5,159.10,680.72,
5869,302936,4,13.01,47.52,
5870,302936,6,49.32,278.34,
5871,302939,4,120.91,469.75,
5872,302939,3,539.07,1434.49,
5873,302939,5,18.70,80.93,
5874,302939,4,33.53,121.70,
5875,302939,2,19.62,36.59,
5876,302939,5,219.12,1008.25,
5877,302939,1,104.45,89.19,
5878,302939,2,208.90,375.87,
5879,302944,1,8.14,6.23,
5880,302944,4,215.05 EGP,598.65,
5881,302944,5,473.28,1894.48,
5882,302944,5,318.15,1202.12,
5883,302944,2,70.65,101.44,
5884,302944,6,77.32,354.99,
5885,302944,2,114.46,178.28,
5886,302944,3,117.76,277.09,
5887,302944,6,314.69,1437.93,
5888,302945,4,77.79,206.97,
5889,302945,4,123.78,394.20,
5890,302945,5,131.87,460.61,
5891,302945,4,24.10,72.46,
5892,302945,5,123.42 EGP,461.38,
5893,302945,2,25.27,37.81,
5894,302945,2,48.83,67.25,
5895,302948,2,173.71,297.16,
5896,302948,5,209.10,909.30,
5897,302948,2,46.89,85.64,
5898,302948,2,113.75,192.51,
5899,302948,6,469.71,2412.90,
5900,302948,5,79.52,327.25,
5901,302948,3,11.70,29.20,
5902,302948,3,169.84,454.76,
5903,302948,4,71.51,252.79,
5904,302948,3,287.28 EGP,754.52,
5905,302948,5,100.32,466.14,
5906,302950,5,7.47,32.14,
5907,302950,4,262.32,910.05,
5908,302950,5,248.64,1116.64,
5909,302951,5,523.77,2503.93,
5910,302951,3,162.49,420.07,
5911,302951,4,457.38,1712.82,
5912,302951,4,180.75,639.93,
5913,302951,2,84.86,148.17,
5914,302951,7,46.53,322.37,
5915,302951,4,121.89,486.14,
5916,302951,4,100.13,362.38,
5917,302951,4,18.41,68.01,
5918,302958,2,195.98,311.11,
5919,302958,5,7.58,28.82,
5920,302958,4,32.60 EGP,96.53,
5921,302958,2,44.55,69.99,
5922,302958,4,503.88,1527.91,
5923,302958,7,123.95,687.39,
5924,302971,6,547.74,2616.83,
5925,302971,4,118.00,360.86,
5926,302971,4,202.95,643.46,
5927,302971,2,34.19,53.03,
5928,302971,5,222.96 EGP,915.64,
5929,302971,4,65.27,212.34,
5930,302971,9,17.51,117.57,
5931,302974,3,399.00,892.45,
5932,302974,2,124.34,186.09,
5933,302974,4,96.38,275.97,
5934,302974,4,136.49,414.50,
5935,302974,5,499.29,1741.81,
5936,302974,2,17.48,23.03,
5937,302974,2,164.62,259.69,
5938,302974,5,173.36,629.29,
5939,302977,3,12.06,32.25,
5940,302977,3,550.29,1500.66,
5941,302980,5,57.58,234.71,
5942,302980,6,163.70 EGP,778.85,
5943,302982,5,231.84,996.14,
5944,302982,3,114.81,296.98,
5945,302982,3,42.93,110.64,
5946,302982,3,41.72,105.41,
5947,302982,6,192.91,1002.36,
5948,302982,4,32.41,121.14,
5949,302982,4,8.59,29.28,
5950,302982,6,139.79,705.31,
5951,302982,4,222.22,786.38,
5952,302982,5,11.78,48.09,
5953,302982,1,112.34,94.93,
5954,302982,5,94.08,386.79,
5955,302982,4,337.68,1155.85,
5956,302982,6,7.38 EGP,39.77,
5957,302988,4,123.19,394.09,
5958,302988,6,12.75,68.09,
5959,302988,7,92.45,585.68,
5960,302988,5,228.72 EGP,1097.12,
5961,302988,6,85.17,438.39,
5962,302994,8,41.94,311.11,
5963,302994,4,7.66,26.60,
5964,302994,5,124.74,533.68,
5965,302994,4,18.74,62.71,
5966,302995,5,22.56,83.60,
5967,302995,8,150.78,889.44,
5968,302995,3,123.95,306.70,
5969,302995,4,503.88,1466.93,
5970,302995,3,43.97,97.95,
5971,302995,6,235.68,1115.14,
5972,302995,5,41.18,159.36,
5973,302995,3,47.61,101.51,
5974,302999,3,289.49,628.05,
5975,302999,4,162.10,490.15,
5976,302999,4,121.66,366.67,
5977,302999,4,185.73,578.58,
5978,302999,2,88.51,140.53,
5979,302999,3,406.14,902.47,
5980,302999,3,19.06,43.35,
5981,302999,2,142.88,220.71,
5982,302999,3,49.19,109.67,
5983,302999,5,34.35 EGP,136.11,
5984,302999,5,45.50,197.65,
5985,302999,7,7.89,43.25,
5986,302999,5,29.80,117.88,
5987,302999,5,211.36,824.32,
5988,302999,11,42.17,351.11,
5989,303001,2,8.74,11.93,
5990,303001,1,13.30,9.36,
5991,303001,3,108.09,217.29,
5992,303001,3,491.64,1071.70,
5993,303001,3,127.25,264.24,
5994,303001,2,118.59,179.28,
5995,303001,5,137.26,517.00,
5996,303001,3,380.10,829.94,
5997,303001,2,56.00,82.37,
5998,303001,3,59.05,139.01,
5999,303002,3,16.88,47.02,
6000,303002,2,80.46,149.17,
6001,303002,7,417.48,2751.67,
6002,303002,6,460.74,2537.18,
6003,303003,1,62.04,58.73,
6004,303003,4,499.80,1738.67,
6005,303003,4,47.43,165.92,
6006,303003,4,12.13,48.43,
6007,303003,4,108.09,397.81,
6008,303003,7,8.35,53.18,
6009,303003,6,117.76,641.30,
6010,303003,5,18.29,82.47,
6011,303003,3,44.51,127.59,
6012,303003,1,7.86,6.92,
6013,303003,7,13.31 EGP,83.64,
6014,303004,5,178.82,726.13,
6015,303004,4,165.62,582.93,
6016,303004,4,97.92,341.50,
6017,303004,2,223.25,409.62,
6018,303004,3,539.58,1401.97,
6019,303004,3,83.52,224.34,
6020,303004,5,58.13,245.04,
6021,303004,4,83.21,297.75,
6022,303010,3,324.45,849.07,
6023,303010,7,178.82,1008.85,
6024,303010,5,22.42,86.29,
6025,303010,2,340.20,557.78,
6026,303012,9,224.40,1471.07,
6027,303012,2,82.43,129.47,
6028,303012,3,531.42,1241.91,
6029,303012,2,89.66,146.76,
6030,303014,6,170.02,757.88,
6031,303014,2,223.44,351.82,
6032,303014,5,19.51,82.40,
6033,303014,1,7.34,5.85,
6034,303014,4,7.65,24.52,
6035,303016,4,245.76,881.37,
6036,303016,3,263.52,650.98,
6037,303016,4,8.34,29.18,
6038,303016,3,11.43,30.49,
6039,303019,3,120.60 EGP,331.96,
6040,303019,3,19.21 EGP,52.46,
6041,303019,3,84.86,232.08,
6042,303019,3,121.44,318.50,
6043,303019,2,34.19,59.94,
6044,303019,6,196.19 EGP,974.94,
6045,303019,2,172.30,281.96,
6046,303019,3,123.43,332.97,
6047,303019,4,66.49,229.19,
6048,303019,4,23.02,79.09,
6049,303019,4,240.24,830.77,
6050,303020,1,73.08,61.86,
6051,303020,6,514.08,2385.74,
6052,303023,5,41.85,168.73,
6053,303023,4,57.28,193.73,
6054,303023,4,49.23,162.31,
6055,303023,5,11.63,46.28,
6056,303023,5,44.42,174.05,
6057,303023,3,8.78,19.97,
6058,303023,5,21.94 EGP,89.40,
6059,303026,4,84.47,270.92,
6060,303026,2,516.63,924.93,
6061,303026,3,18.86,51.32,
6062,303029,4,90.72,272.93,
6063,303029,2,384.30,605.28,
6064,303029,2,33.07,50.85,
6065,303029,3,503.88,1268.69,
6066,303029,3,120.60,280.47,
6067,303029,4,11.93,38.30,
6068,303032,3,25.27,66.83,
6069,303032,6,250.32,1299.23,
6070,303032,3,207.67,524.12,
6071,303032,3,84.78,223.90,
6072,303032,4,47.03,164.98,
6073,303032,3,127.38,356.19,
6074,303032,3,19.15,49.95,
6075,303035,5,35.21,162.80,
6076,303035,3,65.51,166.26,
6077,303035,9,139.84,1061.42,
6078,303035,6,24.58,120.16,
6079,303038,5,7.75,34.18,
6080,303038,5,75.44,296.02,
6081,303038,4,475.83 EGP,1625.01,
6082,303040,2,7.76,13.62,
6083,303040,4,500.82,1921.23,
6084,303040,6,534.48,2989.33,
6085,303040,3,185.86 EGP,456.40,
6086,303040,7,247.68,1584.55,
6087,303040,5,163.25,724.38,
6088,303040,3,12.29,33.63,
6089,303040,8,13.49,96.56,
6090,303040,2,408.66,736.85,
6091,303041,5,164.46,697.70,
6092,303041,2,190.65,314.12,
6093,303041,3,33.69,84.73,
6094,303041,3,547.74,1315.18,
6095,303041,2,416.22,649.84,
6096,303041,6,29.87,147.19,
6097,303041,4,226.80,697.89,
6098,303041,6,23.66,118.31,
6099,303041,5,316.58,1294.89,
6100,303041,3,61.31,149.80,
6101,303047,6,284.45,1221.07,
6102,303047,7,56.18,316.33,
6103,303047,5,73.24,279.69,
6104,303047,7,192.09,1028.49,
6105,303047,2,62.46,101.15,
6106,303047,2,253.44,344.20,
6107,303047,3,22.61,52.82,
6108,303047,2,167.20,262.52,
6109,303047,6,217.51,944.21,
6110,303047,5,24.29,81.11,
6111,303047,4,105.60,320.65,
6112,303047,3,412.86,1029.61,
6113,303047,3,74.42,163.43,
6114,303047,2,162.98,234.80,
6115,303047,5,141.77,512.17,
6116,303056,6,85.02 EGP,402.12,
6117,303056,7,34.82,197.99,
6118,303056,6,320.99,1533.89,
6119,303056,3,344.30,823.31,
6120,303056,3,304.61,704.18,
6121,303056,3,66.92,167.14,
6122,303056,2,143.18,234.52,
6123,303056,2,17.28,26.42,
6124,303057,6,345.87,1591.88,
6125,303057,4,47.25,140.94,
6126,303057,4,73.32,216.96,
6127,303057,2,404.88,596.89,
6128,303057,5,326.03,1188.64,
6129,303057,1,485.52,394.41,
6130,303057,2,452.34,641.61,
6131,303057,4,42.53,130.23,
6132,303057,7,30.79,153.22,
6133,303057,5,554.88,2123.82,
6134,303062,5,432.18,1595.24,
6135,303062,3,17.48,39.59,
6136,303062,5,205.41,804.01,
6137,303062,4,132.79,376.59,
6138,303062,3,23.28,51.90,
6139,303062,2,165.07 EGP,242.59,
6140,303062,2,199.67,288.03,
6141,303062,3,67.10,140.78,
6142,303072,9,178.82,1351.26,
6143,303072,3,71.91,160.61,
6144,303072,6,155.19,804.17,
6145,303075,7,18.92,102.10,
6146,303075,5,19.71,76.67,
6147,303075,2,12.75,17.21,
6148,303075,4,300.51,943.57,
6149,303075,3,445.20,981.26,
6150,303075,2,318.15,497.76,
6151,303075,4,41.09,111.25,
6152,303075,3,46.71,98.33,
6153,303075,2,11.84,18.22,
6154,303076,1,121.42,103.71,
6155,303076,1,64.36,52.76,
6156,303076,5,558.45,2078.83,
6157,303076,6,46.13,244.38,
6158,303076,5,305.87,1268.37,
6159,303076,3,217.44,558.08,
6160,303078,6,156.56,852.70,
6161,303078,4,160.16,548.69,
6162,303078,3,11.60,30.27,
6163,303078,7,389.34,2302.46,
6164,303081,5,44.46,204.40,
6165,303081,3,13.71,37.58,
6166,303081,4,263.28,995.42,
6167,303081,5,161.42,711.40,
6168,303081,3,92.74,252.43,
6169,303081,6,16.25,88.29,
6170,303081,3,16.90,48.00,
6171,303081,3,433.02,1236.61,
6172,303081,6,46.80,264.13,
6173,303081,4,337.37,1262.60,
6174,303087,3,157.47,351.92,
6175,303087,7,163.40 EGP,807.28,
6176,303087,7,12.26,59.64,
6177,303087,3,111.16,266.59,
6178,303087,2,188.50,289.01,
6179,303091,6,23.33,129.45,
6180,303091,3,397.32,955.54,
6181,303091,1,17.26,14.51,
6182,303100,3,143.75,395.25,
6183,303100,3,208.28,589.09,
6184,303100,4,226.56,817.39,
6185,303100,6,81.88,417.73,
6186,303100,1,170.37,140.14,
6187,303100,2,147.59,261.17,
6188,303100,3,32.11,82.49,
6189,303100,2,7.22,13.37,
6190,303100,2,7.92,14.11,
6191,303102,3,74.03,194.04,
6192,303102,4,64.78,226.92,
6193,303102,5,399.42,1598.47,
6194,303102,5,103.30,425.53,
6195,303102,6,36.30,181.14,
6196,303102,6,125.32,620.08,
6197,303102,5,247.68,1037.60,
6198,303102,6,255.36,1327.47,
6199,303102,3,120.95,297.28,
6200,303103,5,60.51,213.39,
6201,303103,3,70.89,165.96,
6202,303103,3,143.88,312.05,
6203,303103,6,25.20,113.88,
6204,303103,4,17.64,56.76,
6205,303103,3,22.01,49.95,
6206,303103,4,81.64 EGP,256.42,
6207,303103,1,431.34,329.20,
6208,303103,10,23.33,166.49,
6209,303103,4,251.52,735.21,
6210,303103,3,32.74,78.71,
6211,303103,2,336.11,484.13,
6212,303105,1,73.32,58.09,
6213,303105,6,12.55,56.23,
6214,303105,4,539.58,1813.85,
6215,303105,2,287.28,514.54,
6216,303105,7,95.71,543.18,
6217,303105,1,109.39,91.13,
6218,303105,5,221.40,941.06,
6219,303105,4,190.45,679.92,
6220,303108,6,7.31,39.56,
6221,303108,2,215.46,371.17,
6222,303108,4,294.21,1073.95,
6223,303108,4,141.24,467.43,
6224,303108,2,213.41,389.41,
6225,303108,1,540.09,476.35,
6226,303108,2,41.54,74.94,
6227,303110,4,74.89,254.54,
6228,303110,4,201.93,655.46,
6229,303110,4,12.66,41.10,
6230,303110,2,7.26,10.87,
6231,303110,3,59.78,154.66,
6232,303110,4,198.44,611.97,
6233,303110,3,24.94,60.37,
6234,303110,2,11.61,17.55,
6235,303110,7,117.17,698.69,
6236,303110,4,23.76,83.53,
6237,303111,2,193.11,341.58,
6238,303111,4,81.72,288.45,
6239,303111,2,8.14,14.46,
6240,303111,3,445.62,1207.83,
6241,303111,4,8.70,30.73,
6242,303112,5,542.64,2624.92,
6243,303112,5,34.25,154.29,
6244,303112,4,325.71,1224.73,
6245,303112,3,47.03,135.83,
6246,303112,7,81.72,515.87,
6247,303112,3,144.54,390.19,
6248,303112,2,197.21 EGP,346.96,
6249,303112,4,93.02,356.57,
6250,303114,4,7.81,26.79,
6251,303114,2,523.26,919.93,
6252,303114,10,23.42,209.39,
6253,303114,6,34.02,180.55,
6254,303114,9,13.63,108.30,
6255,303114,4,31.61,121.92,
6256,303114,7,330.75,1943.73,
6257,303114,3,35.34,96.38,
6258,303114,3,233.52,665.12,
6259,303114,4,252.96,883.52,
6260,303114,2,86.11,156.32,
6261,303114,4,295.79,1027.14,
6262,303114,2,456.12,833.47,
6263,303114,7,126.85,746.11,
6264,303114,4,32.27 EGP,116.48,
6265,303115,4,448.14,1652.39,
6266,303115,4,178.29,588.18,
6267,303115,7,85.17,596.19,
6268,303115,1,216.89 EGP,192.98,
6269,303115,5,121.30,528.70,
6270,303115,2,74.03,136.91,
6271,303115,4,8.53,29.92,
6272,303116,4,92.74,271.17,
6273,303116,2,34.45,58.16,
6274,303116,4,203.57,651.82,
6275,303116,4,143.49,451.16,
