invoice_no,account_name_raw,branch_code,entry_date_text,entry_time,account_address,governorate,area,gross_value,total_discount,total_after_discount,stated_line_count,record_state
310486,el el nasr Main Road,728,05092025,20:29:25,,,,380.43,36.55,343.88,4,
310487,PY/El Hokama Downton Mall,722,28092025,10:15:12,blk 3 - DNT - metro,,,976.96,91.14,885.82,4,
310488,dr medhat faisal br.2,715,14092025,09:02:40,,,,4377.15,460.54,3916.61,8,CLSD
310489,PH SEHA FIRST AGAMI 04,746,04-Sep-2025,08:09:43,"82 Haram st., near square, DNT",,,1953.30,438.57,1514.73,3,
310490,sunrise faisal Mall,747,15092025,15:13:03,,,,4297.21,1068.12,3229.09,7,
310491,PY/SUNRISE FAISAL Branch 2,766,24-Sep-2025,12:55:12,DNT/69,,,4243.05,844.91,3398.14,6,CLSD
310492,PH sunrisef aisal (2),729,28092025,14:48:36,blk 12 - DNT - police st.,,,7929.97,771.37,7158.60,10,
310493,PH sunrisef aisal (2),706,09092025,18:26:04,,Cairo,Zamalek,1299.06,247.59,1051.47,2,CLSD
310494,Ph//El Nasr Downtwon,733,02092025,17:04:26,,,,6135.81,1077.77,5058.04,11,CLSD
310495,star care oct city Station St.,743,17092025,10:04:56,"180 Haram st., near hospital, DNT",,,13325.74,2674.97,10650.77,12,
310496,el El Zahraa Nozha 6th Zone,743,27092025,08:25:40,blk 26 - DNT - gas station,,,3521.75,642.81,2878.94,6,
310498,EL SHIFA-A,719,21092025,12:40:37,,,,3660.21,694.88,2965.33,10,
310499,Ph/El Shifa 011,761,01092025,10:48:18,,,,3759.93,543.66,3216.27,9,CLSD
310501,el city care Main Road,747,16092025,09:08:22,DNT/80,,,1326.20,321.69,1004.51,7,CLSD
310502,PH BETTER LIFE DOWNTOWN 011,764,21092025,09:12:32,,Cairo,Downtown,7091.63,938.41,6153.22,8,
310504,PH Nile CareD owntown Mall,744,05092025,15:42:25,blk 23 - DNT - police st.,,,7785.20,833.38,6951.82,6,CLSD
310505,El-NILE CARE DOWNTOWN Station St.,745,15092025,11:27:37,,,,5054.39,548.17,4506.22,9,CLSD
310507,El-NILE CARE DOWNTOWN Station St.,710,05092025,13:40:45,,,,3352.49,627.66,2724.83,7,
310508,EL Nile Care Downtown Branch 2232,728,01092025,15:04:05,Downtwn 86 Abbas,,,2366.40,205.63,2160.77,6,CLSD
310509,PY/lEit eDokki,721,06092025,08:01:57,"218 Salah Salem st., near park, DNT",,,5938.41,604.61,5333.80,6,
310512,EL OOMEGA HELWAN (2),735,17092025,10:17:18,"21 Mustafa Nahhas st., near square, DNT",Cairo,Mokattam,4651.75,880.25,3771.50,7,CLSD
310516,El Nasr Obour 6th Zone120,735,01092025,10:45:37,,Cairo,New Cairo,1217.45,285.38,932.07,4,CLSD
310517,el SILVER CARED OKKI 04431,730,10092025,13:02:20,"Geish 73, DNT zone",,,589.42,34.35,555.07,2,
310518,el Sunrise Oct City Mall958,752,17092025,10:26:43,Dowwntown 185 Tahrir,,,5807.36,1498.83,4308.53,6,CLSD
310520,GOLDEN CARE DOWNTOWN br.2,722,28092025,08:04:13,,,,7446.96,622.08,6824.88,12,CLSD
310521,El-Care 24 Seven Nozha 6th Zone,768,06092025,14:05:59,blk 27 - MRG - police st.,,,3121.56,489.02,2632.54,10,CLSD
310523,el Health Gate Helwan,751,19092025,08:47:22,,Giza,Agouza,6222.98,1371.07,4851.91,7,
310524,Ph/El Baraka (2),761,18092025,11:33:17,,,,3864.09,489.80,3374.29,6,
310528,Ph/Misr Mian Road,737,23092025,08:27:20,ElMarg 141 Tahrir,,,6435.34,1657.69,4777.65,14,
310529,PH Misr 011,769,09-Sep-2025,12:48:06,blk 4 - MRG - gas station,,,1614.83,210.49,1404.34,2,CLSD
310530,PH EL ZAHRAA MONTAZA Mainn Road,731,15092025,12:11:55,blk 2 - MRG - park,,,2629.71,324.59,2305.12,5,
310531,PH el zahraa montaza Branch 1906,728,26-Sep-2025,13:14:14,,,,5144.20,463.21,4680.99,9,CLSD
310532,PH el zahraa montaza Branch 1906,765,08092025,09:36:47,blk 11 - MRG - square,,,1623.40,198.33,1425.07,6,CLSD
310534,PH eel tourath Mall,729,18092025,12:09:57,El Marg 37 Game Dewal,,,4394.96,351.18,4043.78,7,
310536,PY/PHARMMA PPLUS 04,743,21092025,08:31:16,El Marg 11 Tahrir,Cairo,Maadi,2967.45,557.46,2409.99,5,
310537,El-Ebn Sina El,738,20092025,13:35:08,,,,3714.27,932.12,2782.15,6,CLSD
310538,El-BLUE WAVE EL Branch 2,762,18092025,09:34:35,"21 Tahrir st., near square, MRG",,,2253.98,227.62,2026.36,7,CLSD
310539,el EL ZAHRAA EL71,768,24092025,13:55:15,,Cairo,El Marg,4794.41,591.19,4203.22,7,CLSD
310541,PH El Zahraa El Main Road,711,08092025,09:27:37,,,,1617.99,307.18,1310.81,4,CLSD
310542,PY/Snrise El br.2447,747,28092025,15:49:30,,,,10540.13,2115.28,8424.85,8,
310544,El-FAMILY OCT CITY,739,20092025,15:03:21,,,,1875.51,445.51,1430.00,4,CLSD
310545,Ph/Hope El,752,18092025,11:04:55,"Tahrir 43, MRG zone",,,6226.01,1505.18,4720.83,14,
310546,EL Silver Care Monatza 04,745,20092025,10:25:27,,,,2647.78,270.53,2377.25,5,
310547,SILVER CARE MONTAZA376,708,09092025,10:03:39,blk 22 - MRG - market,,,5544.95,1442.36,4102.59,5,CLSD
310548,Silver Care Montaza  011,701,16092025,14:46:32,,,,4960.90,794.46,4166.44,7,
310550,Better Life El Main Road,757,20092025,08:50:38,"Sudan 233, MRG zone",,,4316.32,1091.51,3224.81,7,
310552,el better life el Branch 1,724,19092025,11:23:57,"124 Faisal st., near mosque, MRG",,,2742.14,280.77,2461.37,9,
310553,Better Life El 6th Zone,759,03-Sep-2025,13:43:04,El Marg 186 ZZayed,,,2179.68,573.14,1606.54,4,CLSD
310554,Blue Wave Marg (2),729,15092025,13:10:44,El Mrg 184 Autostrad,,,2138.55,189.88,1948.67,7,CLSD
310555,EL ebn sina heliopols (2),714,09-Sep-2025,13:07:49,Helioppolis 238 Autostrad,,,5730.59,1303.06,4427.53,7,CLSD
310556,P MISR MARG 04,728,10092025,10:58:05,blk 20 - HLPL - school,,,2941.30,233.20,2708.10,5,
310557,PY/Misr Marg Main Road643,754,24092025,15:24:55,"221 Faisal st., near park, HLPL",,,1646.88,433.50,1213.38,3,CLSD
310558,Better Life Nozha 6th Zone,705,04092025,10:05:21,blk 11 - HLPL - gas station,,,2091.83,448.52,1643.31,5,CLSD
310559,PH Better Life ozha Main Road,757,04-Sep-2025,12:29:22,,,,2847.02,772.58,2074.44,4,
310561,El Tourath Heliopli Mall,727,15092025,10:09:34,,,,4697.19,350.67,4346.52,8,
310562,El Tourath Heliolpis Mall,747,03092025,09:35:19,,,,1395.20,336.31,1058.89,2,
310563,PY/EL TOURATH HELIOPOLIS (2),770,23092025,08:55:58,Heliopolis 103 9ht District,,,3088.78,354.84,2733.94,7,CLSD
310564,el El Touraath Heliopolis97,744,20092025,15:47:59,"7 Mustafa Nahhas st., near bridge, HLPL",,,4378.45,391.52,3986.93,12,
310565,El SShifa Heliopolis-A925,746,23092025,16:21:50,,,,1375.14,392.48,982.66,3,
310566,EL el shifa heliopolis,755,03092025,13:23:57,"Industrial Zone 32, HLPL zone",Alexandria,Mandara,4329.99,1052.56,3277.43,6,CLSD
310567,PH/METRO WH-858,701,12092025,09:29:45,,,,12597.72,2013.57,10584.15,10,
310568,Ph/NILE CARE SQUARE Branch 2298,742,26092025,08:59:45,Heliopolis 151 Autstrad,,,12985.73,2401.38,10584.35,11,
310569,PY/Salamtek 011,767,27092025,12:06:03,,Cairo,Maadi,3306.35,698.46,2607.89,8,CLSD
310570,PH Elite Heliopolis-A359,770,24092025,12:33:20,,,,435.41,58.21,377.20,3,
310573,Life Line Nozha,737,28092025,13:07:02,"Autostrad 147, HLPL zone",Cairo,Ain Shams,3054.00,734.28,2319.72,5,
310576,PH ngel 04,760,27092025,09:59:35,Heliopois 56 9th District,,,2543.61,303.20,2240.41,7,
310577,Ph/Alpha Pharma Heliopolis (2),746,12092025,11:11:27,HLPL/205,,,5048.28,1260.27,3788.01,9,
310578,el Alpha Pharma Helioolis Station St.,702,17092025,11:42:42,,,,2956.35,691.93,2264.42,3,
310579,PY/Care 24 Seven Branch 1897,754,21092025,11:02:55,HLPL/26,,,6145.82,1310.78,4835.04,6,
310580,PH ebn sina 04,744,18092025,12:37:48,"54 Faisal st., near market, HLPL",,,3127.44,264.62,2862.82,7,CLSD
310581,Ph/EBN SINA 04,712,10092025,08:43:41,"Mustafa Nahhas 156, HLPL zone",,,3250.74,518.46,2732.28,4,CLSD
310582,golden care nozha-A408,716,01092025,08:47:38,,,,3680.97,364.22,3316.75,9,
310584,EL Omega (2),714,03092025,11:21:35,,,,4630.08,1183.39,3446.69,5,
310585,EL Omega (2),770,08-Sep-2025,08:42:09,"Faisal 138, HLPL zone",,,1724.05,187.60,1536.45,3,
310586,Ph/Better Life-A,767,23092025,16:54:36,blk 16 - HLPL - park,,,3783.50,786.98,2996.52,10,CLSD
310587,Ph/care 24 seven (2),756,03092025,12:21:51,blk 26 - HLPL - hospital,,,1022.04,107.46,914.58,3,CLSD
310588,PH care 24 seven-A,735,27-Sep-2025,08:59:30,,Cairo,Heliopolis,2534.51,452.49,2082.02,4,CLSD
310589,Care 24 Seven Mall215,765,28092025,12:41:43,,,,5182.19,634.41,4547.78,7,CLSD
310591,Ph/STAR CARE FAISAL (2),764,26092025,12:22:13,,,,2259.51,231.90,2027.61,4,
310592,PY/Star Care Faisal Station St.,733,22092025,12:54:37,,,,6503.04,817.99,5685.05,8,
310594,El Tourath Oct City-A,741,21-Sep-2025,18:31:21,,,,1086.64,186.14,900.50,3,
310595,CITY CARE HELIOPOLIS 6th Zone,747,02092025,10:49:27,HLPL/212,,,3680.76,846.80,2833.96,7,CLSD
310596,PH salamtek 011,756,11092025,13:14:39,,Giza,Hadayek October,8594.27,747.02,7847.25,9,CLSD
310597,Salatmek,719,27092025,15:34:07,Heliopollis 52 Horreya,,,3674.58,743.71,2930.87,7,
310599,Ph/nile care heliopolis,733,21092025,10:55:18,,,,6567.47,763.54,5803.93,7,
310600,PY/nile care heliopolis Branch 1494,740,10092025,12:55:15,,,,2977.18,504.41,2472.77,6,
310601,Nle CareHeliopolis-A,755,16092025,14:13:48,blk 21 - HLPL - park,Cairo,Heliopolis,4241.46,952.86,3288.60,9,
310602,EL NILE WH-893,753,25092025,09:23:00,,Cairo,Heliopolis,3261.26,371.11,2890.15,4,
310603,EL ZAHRAA FAISAL 04480,743,08092025,11:49:11,,,,3189.03,445.44,2743.59,4,
310605,El-Goldden Care 011,726,06-Sep-2025,12:36:25,,,,9144.49,2258.73,6885.76,15,
310606,golden care Branch 2,712,10092025,11:57:00,HLPL/221,Cairo,Heliopolis,6153.00,800.86,5352.14,10,
310607,EL NASR,748,14092025,16:04:50,blk 3 - HLPL - market,Giza,Mohandessin,5676.31,680.52,4995.79,13,CLSD
310608,PY/El Nasr Statoin St.,765,10092025,12:26:22,,Cairo,Heliopolis,6594.92,736.78,5858.14,10,CLSD
310609,PY/El Nasr-A,762,13092025,15:22:48,,,,3311.47,313.76,2997.71,7,CLSD
310611,PY/Mira Obour Main Road,728,19092025,12:10:05,"Autostrad 149, HLPL zone",,,2613.50,203.57,2409.93,4,
310612,Mi 04,739,06092025,09:56:33,blk 12 - HLPL - square,,,6600.60,1708.47,4892.13,10,CLSD
310613,Life Line Maadi Station St.,747,08092025,08:57:44,Heliiopolis 16 Zayed,,,2970.96,669.92,2301.04,8,
310614,UNIO NPHARM HARAM Branch 2,744,24092025,11:45:22,,,,3362.81,312.48,3050.33,9,
310615,PH Sunrise Heliopolis 04,724,05092025,09:17:20,blk 5 - HLPL - police st.,Cairo,Heliopolis,5681.06,813.53,4867.53,9,CLSD
310617,STAR CAR WH-908,719,28092025,15:38:08,"94 Horreya st., near square, HLPL",Giza,Haram,4794.15,824.81,3969.34,7,
310618,El Hokama Branch 2,706,25092025,11:11:26,,,,1065.96,157.90,908.06,4,
310619,el hokama-A,744,07092025,13:54:42,,,,4834.31,299.26,4535.05,8,CLSD
310621,EL Angel Montaza br.2,744,09092025,09:27:22,,,,4465.78,355.01,4110.77,8,CLSD
310622,PH dr medhat heliopolis 6thZone,759,07092025,12:52:55,"134 Corniche st., near park, HLPL",,,5012.21,1319.83,3692.38,4,
310623,el Mira Heliopolis (2),717,03092025,13:32:29,"Gamet Dewal 231, HLPL zone",,,4452.35,415.09,4037.26,6,CLSD
310624,PY/Alpha Pharma Heliopoils,755,10092025,13:10:21,HLPL/121,,,3018.09,665.77,2352.32,5,CLSD
310625,PY/alpha parma heliopolis,705,06092025,12:54:02,"Corniche 71, HLPL zone",,,8030.46,1596.06,6434.40,10,
310626,EL ALPHA WH-917,702,22092025,11:40:06,"129 Corniche st., near police st., HLPL",Cairo,Heliopolis,8329.38,1733.54,6595.84,13,
310627,PH ALPHA PHARMA HELIOPOLIS-A,764,02092025,09:17:53,HLPL/205,,,3327.90,505.41,2822.49,7,CLSD
310628,Ph/Hope Helioplis 011,746,09092025,10:29:35,"Industrial Zone 89, HLPL zone",,,3637.46,810.89,2826.57,6,CLSD
310632,nile carre  dokki,706,04092025,17:28:58,"15 Corniche st., near park, HLPL",,,1414.40,214.88,1199.52,3,
310633,nile care dokki Branch 2,706,11092025,10:21:54,Heliiopolis 9 Nasr,,,2512.28,399.43,2112.85,7,CLSD
310634,nile care dokki Branch 2,702,27092025,08:27:08,"Nasr 85, HLPL zone",,,3194.06,561.67,2632.39,5,CLSD
310636,Ph/Star Care Branch 1985,720,15092025,11:45:51,blk 27 - HLPL - metro,,,4096.04,598.99,3497.05,8,CLSD
310637,Care 24 Seven Heliopolis,748,28092025,08:43:51,"206 Tahrir st., near bridge, HLPL",,,8696.35,939.32,7757.03,9,
310638,El-Union Pham 04,762,17-Sep-2025,11:00:04,,,,4182.28,223.46,3958.82,5,CLSD
310640,FAMILY HELIOPOLIS Main Road,763,14092025,16:28:28,"Sudan 151, HLPL zone",,,6087.36,568.82,5518.54,7,CLSD
310641,GREEN LEAF BANHA Station St.,744,16-Sep-2025,12:34:00,,,,2997.38,300.37,2697.01,3,
310642,el green leaf banha (2),737,23092025,12:59:53,Hleiopolis 89 Zayed,,,7661.09,2129.66,5531.43,12,CLSD
310643,EL El Nasr Maadi Branch 1,760,10092025,14:08:26,"Nasr 59, HLPL zone",,,4088.81,489.34,3599.47,7,
310644,Ph/El Nasr Maadi83,727,18092025,08:00:42,Heilopolis 233 9th District,,,3480.68,370.93,3109.75,7,
310645,E-Seha First Nozha 04,706,03092025,11:52:46,blk 7 - HLPL - market,Cairo,Heliopolis,4052.45,564.25,3488.20,10,
310647,Silver Care Marg 04,750,07092025,13:39:42,,,,5117.80,1250.99,3866.81,9,
310648,EL  Silver Care Marg Main Road,738,20092025,10:09:29,Heliopolis 177 Ababs,,,5587.59,1496.03,4091.56,5,
310649,EL el zahraa heliopoliis (2),700,22092025,13:49:35,Heliopolis 84 9th Diistrict,,,2536.77,436.95,2099.82,6,
310650,el zahraa helioopolis 6th Zone,736,08092025,13:43:23,,,,3270.32,455.91,2814.41,6,CLSD
310652,PY/salamtek smouha (2),751,25092025,13:52:34,HLPL/102,,,5453.11,1222.11,4231.00,8,
310653,Salamtek Smouha 011869,767,07092025,08:12:04,HLPL/44,,,2997.79,520.91,2476.88,5,
310654,el Health Gate,740,08092025,16:28:02,"23 Autostrad st., near metro, HLPL",,,2049.06,277.13,1771.93,4,
310655,Misr Branch 1,756,16092025,08:16:52,,,,3708.37,295.45,3412.92,9,
310656,PH Misr 011,762,25092025,17:35:48,,,,4061.31,414.10,3647.21,8,CLSD
310657,Ph/Health Gate Hlewan Main Road,723,07092025,17:23:57,,,,4973.88,795.07,4178.81,2,
310658,el Seha First Main Road,720,16092025,16:20:49,Helwan 118 Autostrad,,,6343.64,605.61,5738.03,10,CLSD
310659,seha first388,742,22092025,13:11:33,HLWN/63,,,1381.27,294.22,1087.05,6,CLSD
310661,union pharm-A,746,08092025,12:53:18,,,,1193.37,324.61,868.76,2,
310662,SALAMTEK OCT CITY Branch 2,713,23092025,08:32:56,HLWN/81,Alexandria,Mandara,5780.76,1099.42,4681.34,9,
310665,EL Life Line 6th Zone,713,12092025,08:42:59,,,,8162.88,1511.58,6651.30,11,
310668,SALAMTEK HELWN 04,704,28092025,13:02:20,,,,6033.22,1401.54,4631.68,10,CLSD
310669,EL salamtek helwan (2),768,10092025,08:12:31,Helwan 67 Gaemt Dewal,Giza,Boulak Dakrour,2289.61,274.10,2015.51,6,
310671,Seha First 011,752,09092025,15:50:47,HLWN/139,,,7426.76,2039.05,5387.71,8,
310673,el lue wave marg Station St.,763,02092025,12:24:44,,,,4875.89,598.71,4277.18,10,CLSD
310674,Blue Wave Marg (2),746,19-Sep-2025,13:08:32,"Geish 174, HLWN zone",,,4845.38,1220.94,3624.44,8,
310675,PH blue wave marg-A,736,22092025,20:03:44,"190 Industrial Zone st., near mosque, HLWN",,,2742.61,537.77,2204.84,4,
310678,PY/Hope br.2,743,16092025,09:29:41,"Autostrad 238, HLWN zone",,,2083.58,427.65,1655.93,6,
310679,PY/EL BARAKA FAISAL-A233,722,16092025,17:47:30,,,,1787.00,84.52,1702.48,2,CLSD
310681,PY/Mira Marg (2),729,04-Sep-2025,09:11:06,Helwan 115Gamet Dewal,,,3002.84,274.87,2727.97,4,
310682,Green Lef Zayed,701,04092025,15:35:49,HLWN/233,Cairo,Helwan,5430.12,972.58,4457.54,11,
310684,el green lleaf-A,719,14092025,17:18:13,,,,3007.34,717.22,2290.12,7,CLSD
310685,PH El Nasr Agami Main Road,723,19-Sep-2025,14:57:12,,,,4733.05,568.58,4164.47,6,CLSD
310689,star care helwan (2),727,14092025,08:02:57,,,,10202.06,785.58,9416.48,15,CLSD
310690,PhAngel Branch 2,720,11092025,08:36:08,,,,1716.61,169.74,1546.87,3,
310694,El Baraka Maadi (2),756,27092025,08:09:43,MAD/3,,,1790.87,162.34,1628.53,4,CLSD
310695,ANGEL 011782,705,23-Sep-2025,10:57:23,blk 17 - MAD - square,,,2259.33,498.73,1760.60,3,
310698,el AL AMAL Branch 1,708,06092025,15:28:53,"Nile 137, MAD zone",,,7139.86,1763.93,5375.93,10,CLSD
310702,Dr Medhhat Shubra Mall,757,26092025,15:51:18,,Cairo,Nasr City,2451.78,666.12,1785.66,7,CLSD
310703,mi Main Road,730,20092025,08:38:06,MAD/220,Cairo,Maadi,2410.00,275.84,2134.16,4,
310705,PH MSIR,759,12092025,16:58:15,MAD/165,,,3446.61,1097.65,2348.96,3,
310706,MISR Mall,765,06092025,10:19:40,MAD/204,,,4994.53,555.89,4438.64,6,CLSD
310707,el DR MEDHAT Mlal,736,22092025,09:50:09,,,,2793.22,467.80,2325.42,5,CLSD
310710,El Shifa 04534,716,20092025,14:51:03,,,,4209.53,413.64,3795.89,9,
310711,El Shifa 04219,742,25092025,11:28:04,,Cairo,El Marg,2652.35,497.71,2154.64,7,
310712,EL l shifa,767,02092025,09:30:29,,,,6331.43,1506.11,4825.32,6,
310713,EL E Nars Maadi 04,747,03092025,17:08:57,,Giza,Sheikh Zayed,710.76,150.69,560.07,2,
310715,PH El Nasr Maadi-A334,751,16092025,10:02:54,"209 Nasr st., near hospital, MAD",,,3490.64,876.28,2614.36,6,CLSD
310716,El-sunrise maadi 6th Zone,722,07092025,11:30:09,,,,5406.66,578.45,4828.21,3,CLSD
310719,el Salamtek Maadi Main Road,702,09-Sep-2025,12:51:00,blk 25 - MAD - mosque,Cairo,Maadi,2620.94,545.80,2075.14,6,
310721,Salamtek Square Mall809,712,14092025,16:17:06,Maadi 112 Pot Said,,,3885.31,509.03,3376.28,8,
310722,PY/salamtek square Branch 1,739,23-Sep-2025,11:21:40,"91 Autostrad st., near bridge, MAD",Giza,Imbaba,199.69,55.90,143.79,2,
310725,EL mira Mall,718,19092025,13:45:08,"238 Corniche st., near park, MAD",,,950.97,196.94,754.03,3,CLSD
310726,NILE CARE REHAB VIEW Station St.,757,26092025,09:31:07,blk 19 - MAD - police st.,Cairo,Zamalek,12050.28,3168.66,8881.62,15,CLSD
310728,Ph/harma Plus Maadi 04,770,25092025,12:07:10,"Port Said 147, MAD zone",,,7186.18,883.50,6302.68,8,CLSD
310734,Sunrise Smuha Mall,700,26092025,09:10:35,Maadi 22 Saalh Salem,,,5956.74,1106.15,4850.59,9,CLSD
310736,Silver Care 011,749,05092025,13:09:53,,,,5192.44,658.17,4534.27,8,
310737,PY/iSlver Care,717,17092025,12:03:01,blk 1 - MAD - mosque,,,6756.83,716.93,6039.90,10,CLSD
310738,EL BARAKA HELWAN,766,21092025,09:06:13,MAD/68,,,2011.81,479.08,1532.73,3,CLSD
310740,PY/El Faraby Maadi-A,724,06092025,12:30:54,,,,2343.42,325.00,2018.42,6,CLSD
310745,El--SEHA FIRST,701,14092025,13:15:07,Maadi 232 SSudan,,,1096.53,218.43,878.10,3,
310746,El-Al Amal Imbaba,706,10-Sep-2025,16:28:18,,Qalyubia,Banha,2543.19,371.65,2171.54,4,CLSD
310748,PY/pharma plus maadi (2),740,16092025,13:32:13,,,,1656.88,213.78,1443.10,6,CLSD
310749,el AL NOZHA 011587,748,18092025,15:40:47,Maadi 3 Nasr,,,5965.56,598.93,5366.63,9,
310750,seha first Branch 2,730,15092025,09:46:30,,,,3866.59,417.45,3449.14,10,CLSD
310751,PY/ELITE 011,708,15092025,13:46:17,Maadi 59  Abbas,,,13410.09,3364.02,10046.07,13,
310752,El Hokama Agami Main Road,729,03092025,17:21:57,MAD/68,Cairo,Heliopolis,1266.26,133.02,1133.24,5,
310753,PH Seha FirstMaadi Mall,713,16092025,15:43:50,"72 Faisal st., near market, MAD",,,9867.88,1948.47,7919.41,7,
310754,PH AL NOZHA 04,728,13092025,15:02:24,,Giza,Dokki,2260.13,214.79,2045.34,4,CLSD
310756,el metro rehab view,764,23092025,15:47:06,Maad 16 Salah Salem,Giza,Faisal,5875.25,633.28,5241.97,8,
310761,PH SEHA FIRST,722,18092025,08:23:37,,,,2571.68,246.70,2324.98,7,CLSD
310764,EL Famil Montaza Mall,740,23-Sep-2025,10:40:43,,,,3947.12,485.14,3461.98,9,CLSD
310770,EL Salamtek Obour-A,721,18092025,08:22:25,MAD/96,Giza,Imbaba,1872.85,77.89,1794.96,2,
310772,Metro Maadi 011,748,21092025,12:56:35,Maaadi 125 Horreya,,,11158.64,945.58,10213.06,11,CLSD
310773,PY/Green Leaf Maadi,766,26092025,11:16:50,blk 4 - MAD - mosque,,,1778.80,305.20,1473.60,6,CLSD
310774,CITY CARE,728,11092025,08:31:55,"142 Geish st., near mosque, MAD",,,951.66,77.57,874.09,2,CLSD
310775,PH SALMATEK MAADI Mall,701,25092025,13:31:21,,,,5230.88,952.96,4277.92,8,CLSD
310776,salamtek maadi-A,709,03092025,11:06:06,,,,5109.95,975.61,4134.34,11,
310777,El Tourath Helwan Branch 1,768,15092025,11:37:53,"142 Nile st., near hospital, MAD",,,3430.10,400.25,3029.85,7,
310779,el baraka maadi Branch 1568,762,15092025,09:36:07,,,,2114.68,162.94,1951.74,6,CLSD
310780,El-Bettr Lie Main Road,709,02092025,18:23:22,,,,929.90,238.10,691.80,2,
310785,el Seha Fiisrt 04,756,03-Sep-2025,13:24:22,,,,7211.00,510.50,6700.50,15,CLSD
310786,Ph/el faraby maadi br.2,768,01092025,08:44:23,"Faisal 146, MAD zone",,,2094.23,250.10,1844.13,6,
310787,el faraby maadi Mall,704,16092025,18:45:06,blk 28 - MAD - park,Giza,Ard El Lewa,5361.61,1233.53,4128.08,12,
310788,el faraby maadi Mall,724,16092025,09:54:22,"170 Mustafa Nahhas st., near gas station, MAD",,,5395.55,723.79,4671.76,8,CLSD
310789,el family montaza Branch 1,731,23092025,13:32:37,"141 Haram st., near gas station, MKT",,,7446.38,1009.21,6437.17,10,CLSD
310790,PH FAMILY MONTAZA,722,12092025,10:21:41,MKT/161,,,2027.18,185.14,1842.04,2,
310791,el family montaza Branch 1,767,11092025,12:25:16,,,,4445.13,1117.10,3328.03,5,CLSD
310792,Ph/Golden Care Zayed726,761,09092025,11:15:16,,,,5599.28,723.44,4875.84,10,CLSD
310794,Ph/Golden Care Zayed Branch 2246,761,19092025,08:53:55,MKT/35,,,2078.88,267.99,1810.89,7,CLSD
310795,Ph/Dr Medhat Mokattam,733,20-Sep-2025,11:10:51,,,,2515.99,354.71,2161.28,10,
310796,El-Dr Medhat Mokattam Mall,742,23-Sep-2025,13:05:20,Mokattam 1445 Abbas,,,2424.55,500.58,1923.97,4,
310797,el Dr Medhat Mokattaam (2),741,15092025,12:26:48,MKT/164,,,7328.85,1263.18,6065.67,9,CLSD
310800,PH LLLife Line,759,08092025,17:45:53,"53 9th District st., near police st., MKT",,,5143.48,1313.01,3830.47,12,CLSD
310802,better life square 011,730,06092025,12:04:29,blk 17 - MKT - park,,,10262.15,880.02,9382.13,15,CLSD
310803,PY/Union Pharm Bahna ain Road,770,19092025,12:39:45,"Gamet Dewal 50, MKT zone",,,5947.52,1006.10,4941.42,8,CLSD
310804,PY/Union Pharm Bahna Main Road,732,09092025,09:54:55,Mokattam 153 Cornihe,,,6802.82,969.97,5832.85,11,
310806,el omega mokattam,707,19092025,11:13:34,,,,2166.01,321.73,1844.28,6,CLSD
310807,El-Omega Mokattam-A,725,09092025,12:42:00,Mokaattam 180 Faisal,,,8375.16,2118.88,6256.28,9,
310809,silver care square372,705,09092025,10:35:23,,,,3000.90,620.10,2380.80,15,
310812,PH Union Pharm Oour 6th Zone,715,10092025,15:01:40,blk 18 - MKT - metro,,,5405.71,701.93,4703.78,11,CLSD
310815,PH Salamtekk (2),736,08092025,17:28:54,,,,7445.72,1271.48,6174.24,9,CLSD
310816,EL Salmtek (2),764,12092025,11:58:15,,Cairo,Mokattam,2774.26,251.97,2522.29,10,CLSD
310817,el Hope Agai 011598,763,01092025,10:22:54,,,,8473.20,624.77,7848.43,15,CLSD
310818,el alamtek,720,25092025,14:38:11,,,,1435.35,121.62,1313.73,4,CLSD
310819,el alamtek,740,09092025,09:25:57,,Cairo,Ain Shams,2474.79,308.64,2166.15,4,CLSD
310822,el City Care Mokattam 011,747,08092025,11:25:49,MKT/194,,,8634.68,1880.23,6754.45,6,CLSD
310823,el City Care Mokattam 011,734,22092025,14:19:41,,,,6417.65,1267.53,5150.12,8,
310824,PY/City Care Mokattam 011,719,25092025,13:56:28,,Cairo,Mokattam,697.73,133.89,563.84,3,CLSD
310826,PH HEALTH GATE NASR,733,23092025,12:40:51,"Autostrad 134, NSC zone",,,4796.65,742.54,4054.11,10,
310827,HEALTH GATE NASR,710,12092025,08:04:34,"Sudan 69, NSC zone",Alexandria,Montaza,2791.96,522.26,2269.70,7,CLSD
310828,el Nile Care Marg 04,754,16092025,17:52:59,"211 Faisal st., near bridge, NSC",,,3100.54,785.43,2315.11,6,
310829,EL NILE CARE MARG,737,27092025,09:26:00,,,,8221.25,2151.96,6069.29,6,
310831,PH ALPHA PHARMA REHAB VIEW Station St.,700,01092025,11:44:36,,,,2077.07,367.98,1709.09,6,
310832,Miar br.2,724,20092025,15:44:00,,,,3999.85,515.14,3484.71,5,
310833,El-Mira,722,28092025,12:41:22,NSC/182,,,1743.56,151.21,1592.35,3,
310834,E Elite Oct City (2),701,10092025,11:22:59,,,,12187.31,1949.51,10237.80,14,CLSD
310836,El-omea MMall,759,18092025,11:21:53,Nasr City 164 Salah Saelm,Cairo,Heliopolis,2329.84,606.51,1723.33,5,CLSD
